tick,seconds_in_round,lstm_delta_from_prev,rank,feature,base_feature,is_utility,feature_delta_scaled,coefficient,ridge_delta_contribution
63929,67.0,-0.3029600977897644,1,lag_10__T_place_QUAD,T_place_QUAD,False,24.086301803588867,-0.002533538034185767,-0.06102356172226964
63929,67.0,-0.3029600977897644,2,lag_09__T_place_QUAD,T_place_QUAD,False,24.086305618286133,-0.0019802371971309185,-0.04769659832679363
63929,67.0,-0.3029600977897644,3,lag_06__T_place_QUAD,T_place_QUAD,False,-24.086301803588867,0.0005507668829523027,-0.013265937366211067
63929,67.0,-0.3029600977897644,4,lag_00__T_shots_fired_sum,T_shots_fired_sum,False,7.49737024307251,-0.0016806813655421138,-0.012600690458101915
63929,67.0,-0.3029600977897644,5,lag_07__T_place_QUAD,T_place_QUAD,False,-24.086305618286133,0.000333805859554559,-0.008040149950405806
63929,67.0,-0.3029600977897644,6,lag_03__CT_place_BALCONY,CT_place_BALCONY,False,-6.417822360992432,0.001053549931384623,-0.006761496308062276
63929,67.0,-0.3029600977897644,7,lag_00__kill_diff_last_3s,kill_diff_last_3s,False,-2.4069459438323975,0.001977695617824793,-0.0047602064454584925
63929,67.0,-0.3029600977897644,8,lag_03__kill_diff_last_3s,kill_diff_last_3s,False,-4.813891887664795,0.0008689851383678615,-0.004183200508090318
63929,67.0,-0.3029600977897644,9,lag_06__CT_utility_damage_last_5s,CT_utility_damage_last_5s,True,4.953108787536621,-0.0008417050703428686,-0.004169056780429392
63929,67.0,-0.3029600977897644,10,lag_06__T_macro_A,T_macro_A,False,1.6668972969055176,-0.002244582399725914,-0.003741488334784826
63929,67.0,-0.3029600977897644,11,lag_06__T_place_BOMBSITEA,T_place_BOMBSITEA,False,1.6668972969055176,-0.002244582399725914,-0.003741488334784826
63929,67.0,-0.3029600977897644,12,lag_00__T_kills_last_3s,T_kills_last_3s,False,3.1681017875671387,-0.001085661700926721,-0.0034394867753991254
63929,67.0,-0.3029600977897644,13,lag_05__CT_flashed_players,CT_flashed_players,False,4.379879951477051,-0.0007077108602970839,-0.0030996886084577735
63929,67.0,-0.3029600977897644,14,lag_01__T5__duck_amount,T5__duck_amount,False,-3.7970333099365234,0.0007365739438682795,-0.002796795800099172
63929,67.0,-0.3029600977897644,15,lag_00__T3__shots_fired,T3__shots_fired,False,3.027853012084961,-0.0008704742067493498,-0.002635667948848286
63929,67.0,-0.3029600977897644,16,lag_13__CT2__duck_amount,CT2__duck_amount,False,3.8097944259643555,-0.0006686332053504884,-0.002547355058758971
63929,67.0,-0.3029600977897644,17,lag_06__CT_place_RUINS,CT_place_RUINS,False,-3.493913412094116,0.0007100504008121789,-0.0024808546186604746
63929,67.0,-0.3029600977897644,18,lag_00__T_place_BOMBSITEA,T_place_BOMBSITEA,False,1.6668972969055176,-0.0014843818498775363,-0.002474312093136477
63929,67.0,-0.3029600977897644,19,lag_00__T_macro_A,T_macro_A,False,1.6668972969055176,-0.0014843818498775363,-0.002474312093136477
63929,67.0,-0.3029600977897644,20,lag_00__closest_enemy_dist_diff,closest_enemy_dist_diff,False,-2.989945411682129,0.0007784375920891762,-0.002327485906747917
66585,108.5,0.24457940459251404,1,lag_12__T_place_GRAVEYARD,T_place_GRAVEYARD,False,-19.65784454345703,-0.0036160480231046677,0.07108370989986668
66585,108.5,0.24457940459251404,2,lag_05__CT_place_LIBRARY,CT_place_LIBRARY,False,-6.411735534667969,-0.002346148481592536,0.015042883589034162
66585,108.5,0.24457940459251404,3,lag_15__T_place_PIT,T_place_PIT,False,-6.3102264404296875,-0.002188487909734249,0.013809854272565758
66585,108.5,0.24457940459251404,4,lag_11__T5__is_scoped,T5__is_scoped,False,4.76965856552124,0.001732346834614873,0.008262702918174436
66585,108.5,0.24457940459251404,5,lag_06__T_macro_A,T_macro_A,False,-3.3337948322296143,-0.002244582399725914,0.0074829772047197984
66585,108.5,0.24457940459251404,6,lag_06__T_place_BOMBSITEA,T_place_BOMBSITEA,False,-3.3337948322296143,-0.002244582399725914,0.0074829772047197984
66585,108.5,0.24457940459251404,7,lag_02__CT_place_ARCH,CT_place_ARCH,False,4.080447673797607,0.0017636935226619244,0.007196659131837757
66585,108.5,0.24457940459251404,8,lag_01__T5__is_scoped,T5__is_scoped,False,4.76965856552124,0.001397006562910974,0.006663244318877715
66585,108.5,0.24457940459251404,9,lag_00__CT_shots_fired_sum,CT_shots_fired_sum,False,3.4737050533294678,0.0013182023540139198,0.004579046178448953
