csv_path,round_num,tick,seconds_in_round,bomb_planted,lstm_probability,ridge_probability,delta_from_prev,ridge_delta_from_prev,ct_win,xgboost_probability,lstm_abs_error,xgboost_abs_error,closer_model,probability_delta_lstm_minus_xgboost,active_smoke_inferno,utility_damage,recent_utility_last_5s,flash_effect_present,active_recent_utility,strong_utility_action,active_smoke_count,active_inferno_count,utility_damage_sum,recent_utility_count,flash_effect_sum
processed_full/blast_rivals_season_1/blast-rivals-2025-season-1-mouz-vs-pain-bo3-Ao8EIC0rxvFkpkJ5bGImFu/mouz-vs-pain-m3-dust2.csv,6,35304,0.0,0,0.1441536396741867,0.13183619,0.0,0.0,0,0.1833676695823669,0.1441536396741867,0.1833676695823669,lstm,-0.0392140299081802,False,False,False,True,True,False,0,0,0.0,0,510.0
processed_full/blast_rivals_season_1/blast-rivals-2025-season-1-mouz-vs-pain-bo3-Ao8EIC0rxvFkpkJ5bGImFu/mouz-vs-pain-m3-dust2.csv,6,35336,0.5,0,0.0851813107728958,0.09604932,-0.0589723289012908,-0.035786867,0,0.1833676695823669,0.0851813107728958,0.1833676695823669,lstm,-0.0981863588094711,False,False,False,True,True,False,0,0,0.0,0,510.0
processed_full/blast_rivals_season_1/blast-rivals-2025-season-1-mouz-vs-pain-bo3-Ao8EIC0rxvFkpkJ5bGImFu/mouz-vs-pain-m3-dust2.csv,6,35368,1.0,0,0.1137187704443931,0.114581004,0.0285374596714973,0.01853168,0,0.1843781024217605,0.1137187704443931,0.1843781024217605,lstm,-0.0706593319773674,False,False,True,True,True,True,0,0,0.0,2,510.0
processed_full/blast_rivals_season_1/blast-rivals-2025-season-1-mouz-vs-pain-bo3-Ao8EIC0rxvFkpkJ5bGImFu/mouz-vs-pain-m3-dust2.csv,6,35400,1.5,0,0.126987412571907,0.1275416,0.0132686421275138,0.012960598,0,0.1829816699028015,0.126987412571907,0.1829816699028015,lstm,-0.0559942573308945,False,False,True,True,True,True,0,0,0.0,2,510.0
processed_full/blast_rivals_season_1/blast-rivals-2025-season-1-mouz-vs-pain-bo3-Ao8EIC0rxvFkpkJ5bGImFu/mouz-vs-pain-m3-dust2.csv,6,35432,2.0,0,0.1377859264612198,0.13745967,0.0107985138893127,0.009918064,0,0.1829816699028015,0.1377859264612198,0.1829816699028015,lstm,-0.0451957434415817,False,False,True,True,True,True,0,0,0.0,2,510.0
processed_full/blast_rivals_season_1/blast-rivals-2025-season-1-mouz-vs-pain-bo3-Ao8EIC0rxvFkpkJ5bGImFu/mouz-vs-pain-m3-dust2.csv,6,35464,2.5,0,0.1426697075366974,0.14321028,0.0048837810754776,0.0057506114,0,0.2110171914100647,0.1426697075366974,0.2110171914100647,lstm,-0.0683474838733673,False,False,True,True,True,True,0,0,0.0,2,510.0
processed_full/blast_rivals_season_1/blast-rivals-2025-season-1-mouz-vs-pain-bo3-Ao8EIC0rxvFkpkJ5bGImFu/mouz-vs-pain-m3-dust2.csv,6,35496,3.0,0,0.1481412202119827,0.14765713,0.0054715126752853,0.004446849,0,0.2110171914100647,0.1481412202119827,0.2110171914100647,lstm,-0.062875971198082,False,False,True,True,True,True,0,0,0.0,2,510.0
processed_full/blast_rivals_season_1/blast-rivals-2025-season-1-mouz-vs-pain-bo3-Ao8EIC0rxvFkpkJ5bGImFu/mouz-vs-pain-m3-dust2.csv,6,35528,3.5,0,0.1504874229431152,0.15205878,0.0023462027311325,0.004401654,0,0.2110171914100647,0.1504874229431152,0.2110171914100647,lstm,-0.0605297684669494,False,False,True,True,True,True,0,0,0.0,2,510.0
processed_full/blast_rivals_season_1/blast-rivals-2025-season-1-mouz-vs-pain-bo3-Ao8EIC0rxvFkpkJ5bGImFu/mouz-vs-pain-m3-dust2.csv,6,35560,4.0,0,0.1634016036987304,0.16272433,0.0129141807556152,0.010665551,0,0.2185220271348953,0.1634016036987304,0.2185220271348953,lstm,-0.0551204234361649,False,False,True,True,True,True,0,0,0.0,2,510.0
processed_full/blast_rivals_season_1/blast-rivals-2025-season-1-mouz-vs-pain-bo3-Ao8EIC0rxvFkpkJ5bGImFu/mouz-vs-pain-m3-dust2.csv,6,35592,4.5,0,0.1750347465276718,0.17493764,0.0116331428289413,0.012213305,0,0.216935783624649,0.1750347465276718,0.216935783624649,lstm,-0.0419010370969772,False,False,True,True,True,True,0,0,0.0,2,510.0
processed_full/blast_rivals_season_1/blast-rivals-2025-season-1-mouz-vs-pain-bo3-Ao8EIC0rxvFkpkJ5bGImFu/mouz-vs-pain-m3-dust2.csv,6,35624,5.0,0,0.1905679255723953,0.18935254,0.0155331790447235,0.0144149065,0,0.216935783624649,0.1905679255723953,0.216935783624649,lstm,-0.0263678580522537,False,False,True,True,True,True,0,0,0.0,2,510.0
processed_full/blast_rivals_season_1/blast-rivals-2025-season-1-mouz-vs-pain-bo3-Ao8EIC0rxvFkpkJ5bGImFu/mouz-vs-pain-m3-dust2.csv,6,35656,5.5,0,0.1960258334875106,0.19057105,0.0054579079151153,0.0012185127,0,0.2182172089815139,0.1960258334875106,0.2182172089815139,lstm,-0.0221913754940033,False,False,True,True,True,True,0,0,0.0,2,510.0
processed_full/blast_rivals_season_1/blast-rivals-2025-season-1-mouz-vs-pain-bo3-Ao8EIC0rxvFkpkJ5bGImFu/mouz-vs-pain-m3-dust2.csv,6,35688,6.0,0,0.1332943439483642,0.1364879,-0.0627314895391464,-0.054083154,0,0.2086894959211349,0.1332943439483642,0.2086894959211349,lstm,-0.0753951519727707,False,False,False,True,True,False,0,0,0.0,0,510.0
processed_full/blast_rivals_season_1/blast-rivals-2025-season-1-mouz-vs-pain-bo3-Ao8EIC0rxvFkpkJ5bGImFu/mouz-vs-pain-m3-dust2.csv,6,35720,6.5,0,0.1083515360951423,0.11051947,-0.0249428078532218,-0.025968432,0,0.2086894959211349,0.1083515360951423,0.2086894959211349,lstm,-0.1003379598259926,False,False,False,True,True,False,0,0,0.0,0,510.0
processed_full/blast_rivals_season_1/blast-rivals-2025-season-1-mouz-vs-pain-bo3-Ao8EIC0rxvFkpkJ5bGImFu/mouz-vs-pain-m3-dust2.csv,6,35752,7.0,0,0.1104452461004257,0.11037127,0.0020937100052833,-0.0001481995,0,0.2086894959211349,0.1104452461004257,0.2086894959211349,lstm,-0.0982442498207092,False,False,False,True,True,False,0,0,0.0,0,510.0
