tick,seconds_in_round,lstm_delta_from_prev,rank,feature,base_feature,is_utility,feature_delta_scaled,coefficient,ridge_delta_contribution
67466,83.5,0.2752511501312256,1,lag_00__T3__is_scoped,T3__is_scoped,False,6.414711952209473,0.0028342728037387133,0.018181043629964977
67466,83.5,0.2752511501312256,2,lag_03__CT_place_LOWERTUNNEL,CT_place_LOWERTUNNEL,False,-7.350351333618164,-0.002456928603351116,0.01805928843624649
67466,83.5,0.2752511501312256,3,lag_08__CT1__flash_duration,CT1__flash_duration,True,-6.371253490447998,-0.0022379138972610235,0.014258316729246379
67466,83.5,0.2752511501312256,4,lag_00__CT_kills_last_3s,CT_kills_last_3s,False,2.8871407508850098,0.004580882843583822,0.013225653532740855
67466,83.5,0.2752511501312256,5,lag_00__kill_diff_last_3s,kill_diff_last_3s,False,2.4069459438323975,0.004425876308232546,0.010652845028004232
67466,83.5,0.2752511501312256,6,lag_07__CT_place_LOWERTUNNEL,CT_place_LOWERTUNNEL,False,7.350351333618164,0.001444510300643742,0.010617658214761905
67466,83.5,0.2752511501312256,7,lag_06__CT_place_SNIPERSNEST,CT_place_SNIPERSNEST,False,5.355666637420654,0.0016816314309835434,0.009006257351356517
67466,83.5,0.2752511501312256,8,lag_00__T_place_CONNECTOR,T_place_CONNECTOR,False,-4.842569828033447,-0.0017983685247600079,0.008708725157687836
67466,83.5,0.2752511501312256,9,lag_02__CT_flashed_players,CT_flashed_players,False,4.379879951477051,0.0017996698152273893,0.007882337742992851
67466,83.5,0.2752511501312256,10,lag_15__CT5__is_scoped,CT5__is_scoped,False,-3.5760385990142822,-0.0015957833966240287,0.005706583021993644
67466,83.5,0.2752511501312256,11,lag_01__CT_shots_fired_sum,CT_shots_fired_sum,False,2.0842230319976807,0.002646156819537282,0.005515180989557333
67466,83.5,0.2752511501312256,12,lag_09__CT_place_CTSIDEUPPER,CT_place_CTSIDEUPPER,False,5.163616180419922,0.0009748446173034608,0.005033723439303417
67466,83.5,0.2752511501312256,13,lag_00__damage_diff_last_5s,damage_diff_last_5s,False,1.6919840574264526,0.0024568806402385235,0.004157002874283278
