idx,csv_path,round_num,rows,true_ct_win,winner_by_mean_abs_error,winner_by_brier,winner_by_logloss,lstm_mean_abs_error,xgboost_mean_abs_error,lstm_brier,xgboost_brier,lstm_logloss,xgboost_logloss,lstm_accuracy_at_0_5,xgboost_accuracy_at_0_5,lstm_closer,xgboost_closer,tie
282,processed_full/esl_pro_league_season_22_stage_1/esl-pro-league-season-22-stage-1-g2-vs-gentle-mates-bo3-AJh0VVYB1ya_7X1VH9GAqu/g2-vs-gentle-mates-m1-inferno.csv,4,202,1,lstm,lstm,lstm,0.31260979618176377,0.33309892483867043,0.10624713284164393,0.12254047941186452,0.3830332923920875,0.4169647728181811,1.0,0.9702970297029703,126,76,0
283,processed_full/blast_open_lisbon/blast-open-lisbon-2025-the-mongolz-vs-g2-bo3-_aqP5h00uQDg161T2kCLGM/the-mongolz-vs-g2-m2-dust2.csv,5,223,0,lstm,lstm,lstm,0.4708741484335185,0.5410328177994143,0.25326054860983743,0.31644200815898804,0.7448201162823567,0.9147738110045248,0.8340807174887892,0.3273542600896861,217,6,0
284,processed_full/esl_pro_league_season_21_stage_1/esl-pro-league-season-21-stage-1-eternal-fire-vs-flyquest-bo3-bOv4otMGdpLsO1VdhzI_AV/eternal-fire-vs-flyquest-m1-inferno.csv,4,132,1,xgboost,xgboost,xgboost,0.21039416031403976,0.20748071824059341,0.05464093794604341,0.05344890523973789,0.24404434427762173,0.24006227701401509,1.0,1.0,48,84,0
285,processed_full/blast_bounty_season_2_finals/blast-bounty-2025-season-2-finals-the-mongolz-vs-aurora-bo3-BL3Rcvf733R8cy7TtLY5HE/the-mongolz-vs-aurora-m1-dust2.csv,11,158,1,xgboost,xgboost,xgboost,0.22095019342024116,0.21313893229146547,0.060075632362115924,0.05797909377772396,0.2583354695190407,0.24889278409364937,1.0,1.0,66,92,0
286,processed_full/esl_pro_league_season_22_stage_1/esl-pro-league-season-22-stage-1-b8-vs-hotu-bo3-tmCfOETKzYqjV6vSvNp3-F/b8-vs-hotu-m3-ancient.csv,6,230,1,xgboost,lstm,xgboost,0.08455429232638817,0.06610544142515763,0.01595942832897026,0.01720359144258697,0.09417427752148597,0.0774278142196811,1.0,1.0,28,202,0
287,processed_full/esl_pro_league_season_22/esl-pro-league-season-22-faze-vs-inner-circle-bo3-runM3q2zOKSAHTeRui0Q2h/faze-vs-inner-circle-m2-nuke.csv,13,108,1,xgboost,xgboost,xgboost,0.3169427122230883,0.2791069707384816,0.13093974081791807,0.10659049925651011,0.41307188798970884,0.3555095637986177,1.0,1.0,18,90,0
288,processed_full/blast_austin_major_stage_1/blasttv-austin-major-2025-stage-1-tyloo-vs-nrg-anubis-OygKONihup8TZ7k3ClDb0W/tyloo-vs-nrg-anubis.csv,8,214,1,lstm,lstm,lstm,0.43219428418952727,0.4499533819818051,0.20637329644039315,0.22620625577180584,0.5915038236909623,0.633637614589741,0.7242990654205608,0.7850467289719626,111,103,0
289,processed_full/blast_bounty_season_2/blast-bounty-2025-season-2-astralis-vs-natus-vincere-bo3-4-6Sb81TUo41h9OxcK0xKz/astralis-vs-natus-vincere-m3-nuke.csv,3,305,0,lstm,lstm,lstm,0.09362149099117048,0.11763700356737512,0.016579063920193943,0.023559786172910116,0.10317730843850749,0.13145224198343422,1.0,1.0,256,49,0
290,processed_full/asian_champions_league/hero-esports-asian-champions-league-2025-lynn-vision-vs-tyloo-bo3-tXRL8tbpb2Kb27VbUgWfK1/lynn-vision-vs-tyloo-m2-ancient.csv,15,178,0,xgboost,xgboost,xgboost,0.5261508449748566,0.5122062032152847,0.32313449240471637,0.3086729567360557,0.8215115364897689,0.7908179619051262,0.21910112359550563,0.24719101123595505,79,99,0
291,processed_full/fissure_playground_2/fissure-playground-2-falcons-vs-pain-bo3-6mWraId8pA69o5etX6dmBT/falcons-vs-pain-m1-inferno.csv,17,232,0,lstm,lstm,lstm,0.36735964496218565,0.4643083307330079,0.14973171711425032,0.22689020581853922,0.4766970641913228,0.6406818906144904,0.8620689655172413,0.7198275862068966,207,25,0
292,processed_full/iem_chengdu/iem-chengdu-2025-tyloo-vs-falcons-bo3-MBKGKnSCeuy54EHzS5mmW8/tyloo-vs-falcons-m2-ancient.csv,6,197,0,lstm,lstm,lstm,0.17580135163394875,0.20889215772678404,0.04538070877426212,0.0548681206266337,0.20375855695976303,0.24270104469624634,1.0,1.0,151,46,0
293,processed_full/blast_austin_major/blasttv-austin-major-2025-vitality-vs-the-mongolz-bo3-vhm_UWcBfYfYcOeLh9JIDA/vitality-vs-the-mongolz-m1-mirage.csv,7,167,1,xgboost,xgboost,xgboost,0.4796826483425266,0.4664180890885656,0.26204075543489314,0.2478620689098666,0.7172894340663657,0.6785026758392502,0.5868263473053892,0.3712574850299401,82,85,0
294,processed_full/blast_rivals_season_1/blast-rivals-2025-season-1-spirit-vs-flyquest-bo3-fQI-qOiPd1cRkmhkz0Xs5h/spirit-vs-flyquest-m1-mirage.csv,9,110,1,lstm,lstm,lstm,0.17811519611965526,0.2136693759398027,0.04295592109398618,0.06037257919927816,0.20451164438820876,0.25203489926324296,1.0,1.0,95,15,0
295,processed_full/esl_pro_league_season_22_stage_1/esl-pro-league-season-22-stage-1-g2-vs-gentle-mates-bo3-AJh0VVYB1ya_7X1VH9GAqu/g2-vs-gentle-mates-m1-inferno.csv,10,147,1,lstm,lstm,lstm,0.24001791079839072,0.24863518034519794,0.09931712878522699,0.11182521554931286,0.31298485293238426,0.3325776208113934,0.9591836734693877,0.8775510204081632,70,77,0
296,processed_full/blast_open_london/blast-open-london-2025-spirit-vs-flyquest-bo3-ElcEZT56lTCLJYDcWlMY2d/spirit-vs-flyquest-m1-mirage.csv,7,203,0,lstm,lstm,lstm,0.28533037308674636,0.33365779950884467,0.12738257303990425,0.15482877129649014,0.38020799085620915,0.45235048566061886,0.8866995073891626,0.9113300492610837,173,30,0
297,processed_full/esl_pro_league_season_22_stage_1/esl-pro-league-season-22-stage-1-heroic-vs-3dmax-bo3-OVT4ch_FfOW2E26liKqT_k/heroic-vs-3dmax-m2-inferno.csv,3,269,1,xgboost,xgboost,xgboost,0.14995335679515143,0.11392099961472267,0.04597284510335458,0.036133328512191115,0.18278030289740474,0.14073524297223947,0.9591078066914498,0.9219330855018587,39,230,0
298,processed_full/blast_austin_major_stage_1/blasttv-austin-major-2025-stage-1-flyquest-vs-fluxo-ancient-YrTVvYzgDXauKEykMAFJPX/flyquest-vs-fluxo-ancient.csv,10,170,1,lstm,lstm,lstm,0.21632250231855055,0.21924827765015995,0.05905409549776356,0.06222221068172584,0.25427383601015585,0.2599830360696786,1.0,1.0,87,83,0
299,processed_full/iem_chengdu/iem-chengdu-2025-the-mongolz-vs-heroic-bo3-lz59_87ZRvJjbdTai7Ev35/heroic-vs-3dmax-m3-ancient.csv,6,165,1,xgboost,xgboost,xgboost,0.42730114550301523,0.38863634846427225,0.21984356014268788,0.1864925445261958,0.6274636931607688,0.5362700197012231,0.7333333333333333,0.8787878787878788,31,134,0
300,processed_full/blast_rivals_season_2/blast-rivals-2025-season-2-furia-vs-vitality-bo3-3MYCYJWfx_8le7ueost7BH/furia-vs-vitality-m1-nuke.csv,14,175,1,xgboost,xgboost,xgboost,0.31100567068372453,0.23698390007019043,0.13189839904434592,0.0806242836171421,0.4060216152653791,0.2901962972330291,0.9885714285714285,1.0,0,175,0
301,processed_full/iem_chengdu/iem-chengdu-2025-heroic-vs-natus-vincere-bo3-P_vZ7pAIyzYcLTUjDHhSUR/heroic-vs-natus-vincere-m2-ancient.csv,6,173,1,lstm,xgboost,xgboost,0.207467358236368,0.2089110891943033,0.06425216671020015,0.06312799754262123,0.2523600274354554,0.25096588562580696,0.9190751445086706,1.0,80,93,0
302,processed_full/asian_champions_league/hero-esports-asian-champions-league-2025-flyquest-vs-nomads-bo3-rjDbNQ6hoJ50qwkbItjOHm/flyquest-vs-nomads-m2-mirage.csv,4,250,1,xgboost,lstm,xgboost,0.14168588376045227,0.12847842061519624,0.04105193768137862,0.04131189373507411,0.1697896658078327,0.15854330358370763,1.0,0.9,56,194,0
303,processed_full/blast_austin_major/blasttv-austin-major-2025-legacy-vs-mouz-bo3-D4mE8XcULbH9iT3IhMhdJY/legacy-vs-mouz-m1-ancient.csv,6,230,1,xgboost,xgboost,xgboost,0.13797780119854472,0.11220577592435091,0.04690694762087394,0.04331752017170027,0.17158153467488618,0.14348757592673167,1.0,1.0,27,203,0
304,processed_full/blast_austin_major_stage_2/blasttv-austin-major-2025-stage-2-mibr-vs-legacy-nuke-uERfHmzId5aHOSWUmDGvHY/mibr-vs-legacy-nuke.csv,9,233,0,xgboost,xgboost,xgboost,0.420434115895234,0.4007419980023168,0.21390892348184262,0.19556896702855936,0.5911208745026568,0.554743318583874,0.38197424892703863,0.36909871244635195,88,145,0
305,processed_full/esl_pro_league_season_22/esl-pro-league-season-22-spirit-vs-inner-circle-bo3-YbhHiIk4CcU9clhSbtidF_/spirit-vs-inner-circle-m1-ancient.csv,12,116,0,lstm,xgboost,lstm,0.254353284006858,0.28980652030942766,0.14090530186567285,0.13594369297316763,0.3824498545348453,0.40083931580808935,0.7155172413793104,0.6810344827586207,77,39,0
306,processed_full/iem_katowice/iem-katowice-2025-falcons-vs-g2-bo3-Xf_UKx9fB2btv0Vy_VBVUC/falcons-vs-g2-m3-mirage.csv,22,165,0,lstm,lstm,lstm,0.4007222077160171,0.5541999417724032,0.21156008891406186,0.3433146946189954,0.6021748697328869,0.9403382748343336,0.5696969696969697,0.2909090909090909,157,8,0
307,processed_full/iem_cologne_stage_1/iem-cologne-2025-stage-1-flyquest-vs-furia-bo3-kDRQKndVW9qgvAgGZjUFS9/flyquest-vs-furia-m2-dust2.csv,16,311,0,lstm,lstm,lstm,0.4450360792097591,0.4959547271131511,0.24733304577528495,0.3148595974374458,0.6574196239883756,0.8099109057303185,0.3086816720257235,0.3054662379421222,266,45,0
308,processed_full/iem_cologne/iem-cologne-2025-faze-vs-aurora-bo3-ZssSxRC3p7Nn5A_BOLQ-lD/faze-vs-aurora-m2-mirage.csv,4,181,1,lstm,lstm,lstm,0.42644605271065433,0.4346312485347137,0.19191102878048333,0.20445789140513018,0.5684147947211061,0.5893529130363503,0.9834254143646409,0.8397790055248618,118,63,0
309,processed_full/blast_bounty_season_2_finals/blast-bounty-2025-season-2-finals-the-mongolz-vs-aurora-bo3-BL3Rcvf733R8cy7TtLY5HE/the-mongolz-vs-aurora-m1-dust2.csv,3,192,0,lstm,lstm,lstm,0.02433537295928541,0.03940650845242999,0.0012550997239767013,0.0026183711895266873,0.02498827554946036,0.040783115482518666,1.0,1.0,180,12,0
310,processed_full/esl_pro_league_season_21_stage_1/esl-pro-league-season-21-stage-1-heroic-vs-3dmax-bo3-Dgk7HiwYvj5CMwMpEHLxHJ/heroic-vs-3dmax-m1-nuke.csv,8,134,1,xgboost,xgboost,xgboost,0.21652710526736815,0.1786902733703158,0.06472222652236273,0.04965179023684746,0.25973257879918354,0.21055637356324158,1.0,1.0,20,114,0
311,processed_full/blast_austin_major/blasttv-austin-major-2025-legacy-vs-lynn-vision-bo3-80tf5tBYONxHYQuFp0AoSQ/legacy-vs-lynn-vision-m2-inferno.csv,6,170,1,lstm,lstm,lstm,0.09668814119170693,0.11406154352075913,0.026322223599265997,0.03541848304620755,0.11475810539241477,0.13976120342308238,1.0,1.0,131,39,0
312,processed_full/fissure_playground_2/fissure-playground-2-3dmax-vs-faze-bo3-oPmZd_fSjJ93cG46OkNLxM/3dmax-vs-faze-m3-dust2.csv,1,122,1,xgboost,xgboost,xgboost,0.49074935400095143,0.3688679872477641,0.3043303568185053,0.18534142450782673,0.7943937985547287,0.5223792685513093,0.32786885245901637,0.4426229508196721,18,104,0
313,processed_full/blast_open_london/blast-open-london-2025-spirit-vs-furia-bo3-_zQK5XUu10iN1JLmPA8zQ4/spirit-vs-furia-m2-nuke.csv,1,174,0,lstm,lstm,lstm,0.21170412338520772,0.26610842406021795,0.09789234968086742,0.12883951898858312,0.28744484509798185,0.37275904443255997,0.7586206896551724,0.6551724137931034,171,3,0
314,processed_full/blast_open_lisbon/blast-open-lisbon-2025-mouz-vs-falcons-bo3-xBECUqZMcQ8GCwi-GUyz8e/mouz-vs-falcons-m1-train.csv,21,233,1,xgboost,xgboost,xgboost,0.516278739363083,0.3976410896609269,0.2954590384006007,0.18001939533886552,0.8105148667555289,0.545489957939665,0.48068669527896996,0.8841201716738197,15,218,0
315,processed_full/iem_cologne_stage_1/iem-cologne-2025-stage-1-b8-vs-flyquest-bo3-ROTxQXIIApwC88KHLMMjQT/b8-vs-flyquest-m3-inferno.csv,8,184,0,lstm,lstm,lstm,0.04342936306120064,0.04685371992831199,0.006207799575243653,0.006264151583178597,0.046914523243239616,0.05032425818389262,1.0,1.0,146,38,0
316,processed_full/esports_world_cup/esports-world-cup-2025-mouz-vs-virtuspro-bo3-RgsQGjmI__aLZMP1KntvtG/mouz-vs-virtus-pro-m2-mirage.csv,4,255,0,lstm,lstm,lstm,0.3936190766154551,0.5455097286140218,0.1795516643159768,0.31198886409456694,0.5346032551769078,0.8341795378980918,0.6313725490196078,0.19215686274509805,250,5,0
317,processed_full/asian_champions_league/hero-esports-asian-champions-league-2025-rare-atom-vs-nomads-bo3-2A6RLk5ZJnfAwsBhy_Qbbv/rare-atom-vs-nomads-m1-mirage.csv,10,118,0,lstm,lstm,lstm,0.6245975567627762,0.6568099476270757,0.41857584969738687,0.45304397792646195,1.1111118381797367,1.168211346786036,0.19491525423728814,0.07627118644067797,53,65,0
318,processed_full/blast_bounty_season_1/blast-bounty-2025-season-1-flyquest-vs-mibr-bo3-qPrK-wzQgATa8KQ5HjYeOS/flyquest-vs-mibr-m1-nuke.csv,16,111,1,xgboost,xgboost,xgboost,0.3866012168897165,0.335437708609813,0.17704311878023368,0.13651434476013066,0.5208187938775031,0.4333151967884821,0.6936936936936937,1.0,4,107,0
319,processed_full/blast_austin_major/blasttv-austin-major-2025-mouz-vs-vitality-bo3-pYxpz34IEN-t8y4DgB-MSD/mouz-vs-vitality-m2-inferno.csv,12,170,1,lstm,lstm,lstm,0.4000741492299473,0.5972543650690247,0.1758067700280299,0.4024957547011286,0.5362657851286088,1.0888361384321144,0.7352941176470589,0.4294117647058823,158,12,0
320,processed_full/fissure_playground_2/fissure-playground-2-3dmax-vs-faze-bo3-oPmZd_fSjJ93cG46OkNLxM/3dmax-vs-faze-m3-dust2.csv,2,202,1,xgboost,xgboost,xgboost,0.1672073099577781,0.1028337838626144,0.05059185818210986,0.03041166036298701,0.2045423384340264,0.12479145084548932,0.9108910891089109,1.0,0,202,0
321,processed_full/blast_open_lisbon/blast-open-lisbon-2025-the-mongolz-vs-g2-bo3-_aqP5h00uQDg161T2kCLGM/the-mongolz-vs-g2-m2-dust2.csv,11,210,1,lstm,lstm,lstm,0.41543171966359727,0.4579370339001928,0.21862165577809783,0.24708019276038518,0.6386544296080661,0.6863844187464869,0.7571428571428571,0.6904761904761905,159,51,0
322,processed_full/esl_pro_league_season_21/esl-pro-league-season-21-mouz-vs-liquid-bo3-9v1WXdmzbeO2q7iD5Nu_mP/mouz-vs-liquid-m2-nuke.csv,11,224,1,xgboost,xgboost,xgboost,0.36422292661986183,0.2885220931576831,0.1844296794738128,0.12610979121430616,0.5163571673351497,0.3809372058734301,0.49107142857142855,1.0,0,224,0
323,processed_full/iem_chengdu/iem-chengdu-2025-vitality-vs-astralis-bo3-Zley6FZuKcttfrliAqsvWJ/astralis-vs-vitality-m1-inferno.csv,16,199,1,xgboost,xgboost,xgboost,0.3111213805088446,0.2904904478758424,0.11358939528835676,0.09724968261002502,0.3902964207027338,0.3555291414229179,0.8944723618090452,1.0,64,135,0
324,processed_full/blast_austin_major_stage_1/blasttv-austin-major-2025-stage-1-betboom-vs-legacy-anubis-nLMamLTYoRhlv2MuS6sSiC/betboom-vs-legacy-anubis.csv,9,261,0,lstm,lstm,lstm,0.38218415695531616,0.5240855707119708,0.1535706422061865,0.279424611188036,0.4903262938063606,0.7526614674016773,0.9770114942528736,0.2720306513409962,261,0,0
325,processed_full/blast_austin_major_stage_2/blasttv-austin-major-2025-stage-2-b8-vs-lynn-vision-bo3-Whl3pjYuIoHffY1VOn8vws/b8-vs-lynn-vision-m1-dust2.csv,10,211,0,lstm,lstm,lstm,0.19421584056955166,0.3060334528800789,0.04253732996230552,0.0976567894132838,0.21993702481362265,0.3691842291901097,0.990521327014218,0.990521327014218,201,10,0
326,processed_full/esl_pro_league_season_21_stage_1/esl-pro-league-season-21-stage-1-furia-vs-m80-bo3-mWbCj4SBCT3wH-l62HcQgw/furia-vs-m80-m1-mirage.csv,16,141,0,lstm,lstm,lstm,0.0073554418648341625,0.019890557252347854,0.00015161265605389445,0.0007874962290222031,0.00743264406244313,0.02029597887173199,1.0,1.0,98,43,0
327,processed_full/iem_cologne_stage_1/iem-cologne-2025-stage-1-3dmax-vs-mibr-bo3-O12tFfVag47APQdKBJkGZl/3dmax-vs-mibr-m2-ancient-p3.csv,10,157,1,xgboost,xgboost,xgboost,0.5439673684549274,0.4647027063331786,0.3500730441035661,0.25348425228340526,1.1185074666852566,0.6929852749057682,0.35668789808917195,0.5286624203821656,24,133,0
328,processed_full/esl_pro_league_season_22_stage_1/esl-pro-league-season-22-stage-1-astralis-vs-gamerlegion-bo3-8K-MOEPC1meC7FXyBc8fA2/astralis-vs-gamerlegion-m1-nuke.csv,3,224,1,lstm,lstm,lstm,0.47825175330841113,0.566101132559457,0.2519510089259128,0.35656501691054504,0.6883227890089101,0.9165619769528492,0.5848214285714286,0.27232142857142855,166,58,0
329,processed_full/esl_pro_league_season_21_stage_1/esl-pro-league-season-21-stage-1-heroic-vs-nemiga-bo3-HBPh0RFmxqP1tE9QMaq3nA/heroic-vs-nemiga-m2-mirage.csv,5,182,1,xgboost,xgboost,xgboost,0.2953321764266098,0.25501004344486927,0.14417535572753554,0.115709533737131,0.42986354299457036,0.35155360753914433,0.7472527472527473,0.9120879120879121,31,151,0
330,processed_full/esl_pro_league_season_22/esl-pro-league-season-22-faze-vs-inner-circle-bo3-runM3q2zOKSAHTeRui0Q2h/faze-vs-inner-circle-m2-nuke.csv,3,237,0,lstm,lstm,lstm,0.24150357702707692,0.37695915538047436,0.0930947433970432,0.17807202225744623,0.314661947697688,0.5320644855918328,0.890295358649789,0.7637130801687764,219,18,0
331,processed_full/blast_austin_major_stage_1/blasttv-austin-major-2025-stage-1-betboom-vs-nemiga-train-khA7BVyAiKBjWcyTrFzube/betboom-vs-nemiga-train.csv,11,138,0,lstm,lstm,lstm,0.34239024522273964,0.3495822628273332,0.1772098536006752,0.18149446132053404,0.4843515942946782,0.49742916336863596,0.5362318840579711,0.4420289855072464,94,44,0
332,processed_full/esl_pro_league_season_21/esl-pro-league-season-21-gamerlegion-vs-tyloo-bo3-0g9mXt3FIxC8XzjXNUjRL7/gamerlegion-vs-tyloo-m1-ancient-p3.csv,12,125,1,lstm,lstm,lstm,0.2400758514404297,0.26549702358245847,0.08568340764873636,0.12417360967497489,0.29918970207306,0.3603094417476288,1.0,0.8,66,59,0
333,processed_full/fissure_playground_1/fissure-playground-1-wildcard-vs-furia-bo3-u8Kr9GGu18RWnHSjYzEreW/wildcard-vs-furia-m2-inferno.csv,16,198,0,lstm,lstm,lstm,0.27061275903351906,0.3122063908065114,0.12812382340788517,0.16321801557861892,0.3682598641555185,0.44535201263868085,0.7676767676767676,0.48484848484848486,196,2,0
334,processed_full/fissure_playground_2/fissure-playground-2-3dmax-vs-faze-bo3-oPmZd_fSjJ93cG46OkNLxM/3dmax-vs-faze-m2-ancient.csv,16,173,1,lstm,lstm,xgboost,0.3705797773392903,0.3749616950578083,0.1613638155122397,0.16154939387288014,0.499929936430278,0.49490209129003176,0.9479768786127167,0.930635838150289,97,76,0
335,processed_full/blast_bounty_season_2/blast-bounty-2025-season-2-astralis-vs-natus-vincere-bo3-4-6Sb81TUo41h9OxcK0xKz/astralis-vs-natus-vincere-m3-nuke.csv,4,266,0,lstm,lstm,lstm,0.5120940174158186,0.5954748170478339,0.3540036381614287,0.4590840384988444,0.9275276959169312,1.3090709926721296,0.3007518796992481,0.23684210526315788,266,0,0
336,processed_full/iem_dallas/iem-dallas-2025-aurora-vs-heroic-bo3-872ZDvS9tk2PrtGeXVe8dJ/aurora-vs-heroic-m1-train-p3.csv,3,144,0,lstm,lstm,lstm,0.06133013614210839,0.15751577843265194,0.007771628299706756,0.03921671688183417,0.06579618075739804,0.18234904274971836,1.0,1.0,144,0,0
337,processed_full/blast_bounty_season_2/blast-bounty-2025-season-2-nrg-vs-vitality-bo3-7fVRmFXct71SEzAlz8IKvC/nrg-vs-vitality-m2-dust2.csv,6,204,0,lstm,lstm,lstm,0.1925857120299684,0.23938657254364124,0.072280695472667,0.1062026769666281,0.2423706077445865,0.3172663562900716,1.0,0.9950980392156863,188,16,0
338,processed_full/blast_austin_major/blasttv-austin-major-2025-legacy-vs-lynn-vision-bo3-80tf5tBYONxHYQuFp0AoSQ/legacy-vs-lynn-vision-m3-nuke.csv,15,224,1,xgboost,xgboost,xgboost,0.09150959152196135,0.044103675921048434,0.012229866176859252,0.0027352509335072223,0.09841122786825773,0.045543935890188035,1.0,1.0,0,224,0
339,processed_full/esl_pro_league_season_22_stage_1/esl-pro-league-season-22-stage-1-heroic-vs-3dmax-bo3-OVT4ch_FfOW2E26liKqT_k/heroic-vs-3dmax-m2-inferno.csv,15,153,0,lstm,lstm,lstm,0.20708508785278384,0.2959352624085214,0.06160727484727693,0.10298579111408204,0.2486613868712668,0.36719809767371825,0.9934640522875817,0.9738562091503268,143,10,0
340,processed_full/asian_champions_league/hero-esports-asian-champions-league-2025-lynn-vision-vs-ninja-bo3-zpPbzx1DSQhVYC3-qoelpd/lynn-vision-vs-ninja-m2-inferno.csv,16,215,1,xgboost,lstm,xgboost,0.33472715241964474,0.3237277050350988,0.14364826719963533,0.15077951638307815,0.4422805692007732,0.4404678259309305,0.7953488372093023,0.5116279069767442,102,113,0
341,processed_full/iem_cologne_stage_1/iem-cologne-2025-stage-1-mibr-vs-heroic-bo3-wXQqD_9CDZgrp6ykBiT-3T/mibr-vs-heroic-m2-ancient.csv,5,168,1,xgboost,xgboost,xgboost,0.3982508705840224,0.344685004225799,0.19290875165224725,0.15072708552293146,0.548474961484804,0.45555541008653655,0.6369047619047619,0.7797619047619048,0,168,0
342,processed_full/blast_bounty_season_1/blast-bounty-2025-season-1-eternal-fire-vs-falcons-bo3-Bm3FkXiO5h_cvpKxUnOmaW/eternal-fire-vs-falcons-m1-inferno.csv,7,187,0,lstm,lstm,lstm,0.1610598720648739,0.21091913430513265,0.05464373892255299,0.08488562810291278,0.19820828540625837,0.27368320077890007,1.0,0.8128342245989305,183,4,0
343,processed_full/esl_pro_league_season_22/esl-pro-league-season-22-falcons-vs-astralis-bo3-AOc9ksnKaf2n3lWssI4XgX/falcons-vs-astralis-m2-mirage.csv,6,235,0,lstm,lstm,lstm,0.21270492303561658,0.29607869905043155,0.05549226386968291,0.10498387141747845,0.24835813083195218,0.37466527824569007,0.9914893617021276,0.9148936170212766,216,19,0
344,processed_full/iem_dallas/iem-dallas-2025-nrg-vs-aurora-bo3-qymu5EnF_DYwHSVf1aSLaG/nrg-vs-aurora-m1-inferno.csv,15,213,0,xgboost,xgboost,xgboost,0.12795190061355105,0.10064638938870665,0.03836514027602451,0.017286195656536153,0.15414385645633708,0.11058605323240424,0.9859154929577465,1.0,145,68,0
345,processed_full/fissure_playground_2/fissure-playground-2-the-mongolz-vs-3dmax-bo3-u02WLpVJ6Q22MzSL2B_-Tu/the-mongolz-vs-3dmax-m2-ancient.csv,14,125,0,lstm,lstm,lstm,0.3604216209053993,0.3952462586760521,0.16943683361306444,0.19835647289778685,0.5047306491068655,0.5985309798631255,0.712,0.704,91,34,0
346,processed_full/fissure_playground_2/fissure-playground-2-faze-vs-pain-bo3-N7fBU9m4mxAF0UgZPywYDX/faze-vs-pain-m1-nuke.csv,23,241,0,lstm,lstm,lstm,0.39179581055259216,0.45510975464683845,0.1908927297996026,0.25273152141330213,0.5419279603408714,0.6803279106972019,0.7551867219917012,0.5228215767634855,226,15,0
347,processed_full/fissure_playground_2/fissure-playground-2-falcons-vs-pain-bo3-6mWraId8pA69o5etX6dmBT/falcons-vs-pain-m1-inferno.csv,11,184,1,lstm,lstm,lstm,0.24333918450967126,0.2561328514762547,0.08390681520658241,0.10244499430389013,0.30200235325472047,0.3324198598340408,1.0,0.9456521739130435,98,86,0
348,processed_full/esl_pro_league_season_21/esl-pro-league-season-21-natus-vincere-vs-tyloo-bo3-u9zlDGjnIy0eSohnO5P-Xx/natus-vincere-vs-tyloo-m3-ancient.csv,1,102,1,xgboost,xgboost,xgboost,0.5009970581706833,0.4066852874615613,0.2580352575795289,0.179717088001483,0.7100342718852598,0.5390147146349208,0.3137254901960784,0.9313725490196079,4,98,0
349,processed_full/esl_pro_league_season_21/esl-pro-league-season-21-natus-vincere-vs-tyloo-bo3-u9zlDGjnIy0eSohnO5P-Xx/natus-vincere-vs-tyloo-m3-ancient.csv,12,215,1,lstm,lstm,lstm,0.31720347044079805,0.3557847397271977,0.11266969987204623,0.1384404343438052,0.3928342213752485,0.4516621637360026,1.0,1.0,204,11,0
350,processed_full/esl_pro_league_season_21/esl-pro-league-season-21-spirit-vs-saw-bo3-_1uD70D_aUzOV8qHt5kBr9/spirit-vs-saw-m1-dust2.csv,7,244,0,lstm,lstm,lstm,0.16528563581471,0.19168918694800804,0.06901700655093582,0.07916792687531113,0.21611000983378692,0.24999637118464435,0.9385245901639344,1.0,219,25,0
351,processed_full/iem_katowice/iem-katowice-2025-falcons-vs-g2-bo3-Xf_UKx9fB2btv0Vy_VBVUC/falcons-vs-g2-m3-mirage.csv,12,130,0,lstm,lstm,lstm,0.3304724666146705,0.39280811245911396,0.23038519696666188,0.23382041254296704,0.6084355576258687,0.6430943445105815,0.6076923076923076,0.6076923076923076,84,46,0
352,processed_full/blast_open_lisbon/blast-open-lisbon-2025-imperial-vs-liquid-bo3-eiIGPV5tjvJFQ73hC8D8JI/imperial-vs-liquid-m3-anubis.csv,14,188,0,xgboost,xgboost,xgboost,0.22532956849163185,0.22309025298640567,0.11426651468915522,0.10912621495879302,0.3150737039317153,0.3076328780706135,0.5797872340425532,0.7659574468085106,134,54,0
