feature,coefficient,abs_coefficient,base_feature,is_utility
lag_06__T2__is_scoped,0.0018376089865341783,0.0018376089865341783,T2__is_scoped,False
lag_07__T2__is_scoped,0.001530644134618342,0.001530644134618342,T2__is_scoped,False
lag_12__T2__flash_duration,-0.0012550645042210817,0.0012550645042210817,T2__flash_duration,True
lag_13__T4__flash_duration,-0.000999285839498043,0.000999285839498043,T4__flash_duration,True
lag_05__CT5__duck_amount,-0.0008941354462876916,0.0008941354462876916,CT5__duck_amount,False
lag_07__CT_shots_fired_sum,-0.0008218179573304951,0.0008218179573304951,CT_shots_fired_sum,False
lag_09__CT_place_CANAL,0.0008203535689972341,0.0008203535689972341,CT_place_CANAL,False
lag_00__CT_place_RESTROOM,0.0007659790571779013,0.0007659790571779013,CT_place_RESTROOM,False
lag_00__T_scoped_count,-0.0007345967460423708,0.0007345967460423708,T_scoped_count,False
lag_05__T2__is_scoped,0.0007294499082490802,0.0007294499082490802,T2__is_scoped,False
lag_08__T2__is_scoped,0.0007219307008199394,0.0007219307008199394,T2__is_scoped,False
lag_11__T2__is_scoped,-0.0007041240460239351,0.0007041240460239351,T2__is_scoped,False
lag_00__T2__has_bomb,-0.0007026633829809725,0.0007026633829809725,T2__has_bomb,False
lag_00__CT_kills_last_3s,0.0006821429124101996,0.0006821429124101996,CT_kills_last_3s,False
lag_12__T_flash_duration_sum,-0.0006678312201984227,0.0006678312201984227,T_flash_duration_sum,True
lag_00__T_place_LOWERPARK,-0.000650712929200381,0.000650712929200381,T_place_LOWERPARK,False
lag_12__T_place_LOWERPARK,0.0006479306612163782,0.0006479306612163782,T_place_LOWERPARK,False
lag_02__CT4__duck_amount,-0.0006430471548810601,0.0006430471548810601,CT4__duck_amount,False
lag_02__CT4__is_walking,0.0006369254551827908,0.0006369254551827908,CT4__is_walking,False
lag_13__T_flash_duration_sum,-0.0006291869794949889,0.0006291869794949889,T_flash_duration_sum,True
lag_07__CT_place_CANAL,-0.0006168618565425277,0.0006168618565425277,CT_place_CANAL,False
lag_00__T2__alive,-0.0006114176940172911,0.0006114176940172911,T2__alive,False
lag_00__T2__hp,-0.0006038841675035655,0.0006038841675035655,T2__hp,False
lag_07__CT4__shots_fired,-0.0006005385657772422,0.0006005385657772422,CT4__shots_fired,False
lag_11__T2__flash_duration,-0.0005937991663813591,0.0005937991663813591,T2__flash_duration,True
lag_12__CT1__molly,-0.0005933420034125447,0.0005933420034125447,CT1__molly,True
lag_00__damage_diff_last_5s,0.0005875711794942617,0.0005875711794942617,damage_diff_last_5s,False
lag_00__T2__armor,-0.00058116385480389,0.00058116385480389,T2__armor,False
