feature,coefficient,abs_coefficient,base_feature,is_utility
lag_00__kill_diff_last_3s,0.003091977909207344,0.003091977909207344,kill_diff_last_3s,False
lag_00__damage_diff_last_5s,0.002840976696461439,0.002840976696461439,damage_diff_last_5s,False
lag_00__T_kills_last_3s,-0.0026432331651449203,0.0026432331651449203,T_kills_last_3s,False
lag_00__CT3__flash_duration,0.002325759967789054,0.002325759967789054,CT3__flash_duration,True
lag_06__CT_place_HOLE,-0.0021260869689285755,0.0021260869689285755,CT_place_HOLE,False
lag_07__CT_place_HOLE,-0.002005132148042321,0.002005132148042321,CT_place_HOLE,False
lag_00__T_place_EXTENDEDA,-0.001903499010950327,0.001903499010950327,T_place_EXTENDEDA,False
lag_12__T_place_CATWALK,-0.0017465712735429406,0.0017465712735429406,T_place_CATWALK,False
lag_03__T_place_SHORTSTAIRS,-0.0017075607320293784,0.0017075607320293784,T_place_SHORTSTAIRS,False
lag_00__T_damage_last_5s,-0.0016857109731063247,0.0016857109731063247,T_damage_last_5s,False
lag_15__CT_place_LONGDOORS,0.0016089996788650751,0.0016089996788650751,CT_place_LONGDOORS,False
lag_14__T5__duck_amount,-0.0015970499953255057,0.0015970499953255057,T5__duck_amount,False
lag_15__T5__duck_amount,-0.0015811838675290346,0.0015811838675290346,T5__duck_amount,False
lag_13__T_duck_amount_mean,-0.0015679050702601671,0.0015679050702601671,T_duck_amount_mean,False
lag_15__CT_place_LONGA,-0.0015621735947206616,0.0015621735947206616,CT_place_LONGA,False
lag_02__T3__flash_duration,0.0014855291228741407,0.0014855291228741407,T3__flash_duration,True
lag_00__CT_flash_duration_sum,0.0014837151393294334,0.0014837151393294334,CT_flash_duration_sum,True
lag_00__T_velocity_mean,0.0014656239654868841,0.0014656239654868841,T_velocity_mean,False
lag_00__CT1__alive,0.0014515186194330454,0.0014515186194330454,CT1__alive,False
lag_10__T_duck_amount_mean,-0.0014350804267451167,0.0014350804267451167,T_duck_amount_mean,False
lag_01__CT_place_SHORTSTAIRS,-0.001399109372869134,0.001399109372869134,CT_place_SHORTSTAIRS,False
lag_02__T_flashed_players,0.0013886874075978994,0.0013886874075978994,T_flashed_players,False
lag_07__T5__flash_duration,0.0013760628644376993,0.0013760628644376993,T5__flash_duration,True
lag_15__T_place_EXTENDEDA,-0.0013291151262819767,0.0013291151262819767,T_place_EXTENDEDA,False
lag_01__T_kills_last_3s,-0.0013243756256997585,0.0013243756256997585,T_kills_last_3s,False
lag_04__T_place_CATWALK,0.0013228746829554439,0.0013228746829554439,T_place_CATWALK,False
lag_13__T5__duck_amount,-0.0013218348613008857,0.0013218348613008857,T5__duck_amount,False
lag_09__CT_place_HOLE,0.0013106290716677904,0.0013106290716677904,CT_place_HOLE,False
lag_00__CT_kills_last_3s,0.0013000197941437364,0.0013000197941437364,CT_kills_last_3s,False
lag_08__T_duck_amount_mean,0.001268565421923995,0.001268565421923995,T_duck_amount_mean,False
lag_06__CT2__duck_amount,0.0012617481406778097,0.0012617481406778097,CT2__duck_amount,False
lag_13__CT_place_SHORTSTAIRS,-0.0012595189036801457,0.0012595189036801457,CT_place_SHORTSTAIRS,False
lag_01__T_velocity_mean,0.0012589067919179797,0.0012589067919179797,T_velocity_mean,False
lag_10__T5__flash_duration,-0.0012552945408970118,0.0012552945408970118,T5__flash_duration,True
lag_00__CT1__armor,0.001253665192052722,0.001253665192052722,CT1__armor,False
lag_02__CT1__duck_amount,-0.0012400163104757667,0.0012400163104757667,CT1__duck_amount,False
lag_12__CT_kills_last_3s,0.0012291724560782313,0.0012291724560782313,CT_kills_last_3s,False
lag_00__CT1__hp,0.0012236754409968853,0.0012236754409968853,CT1__hp,False
lag_00__CT_damage_last_5s,0.0012126313522458076,0.0012126313522458076,CT_damage_last_5s,False
lag_04__CT1__is_walking,0.0012036953121423721,0.0012036953121423721,CT1__is_walking,False
lag_00__T4__flash_duration,-0.0011771760182455182,0.0011771760182455182,T4__flash_duration,True
lag_08__CT1__is_walking,0.0011765644885599613,0.0011765644885599613,CT1__is_walking,False
lag_02__T4__flash_duration,0.0011691502295434475,0.0011691502295434475,T4__flash_duration,True
lag_02__T_flash_duration_sum,0.0011482298141345382,0.0011482298141345382,T_flash_duration_sum,True
lag_10__T3__duck_amount,-0.0011389692081138492,0.0011389692081138492,T3__duck_amount,False
lag_08__T3__is_walking,-0.0011070664040744305,0.0011070664040744305,T3__is_walking,False
lag_00__alive_diff,0.001106342300772667,0.001106342300772667,alive_diff,False
lag_00__T_flashed_players,-0.0011033826740458608,0.0011033826740458608,T_flashed_players,False
lag_14__CT2__duck_amount,0.0010932693257927895,0.0010932693257927895,CT2__duck_amount,False
lag_02__T5__duck_amount,-0.0010910294950008392,0.0010910294950008392,T5__duck_amount,False
lag_03__T_place_CATWALK,0.0010879664914682508,0.0010879664914682508,T_place_CATWALK,False
lag_00__hp_diff,0.0010746748885139823,0.0010746748885139823,hp_diff,False
lag_01__T_place_ARAMP,0.0010661265114322305,0.0010661265114322305,T_place_ARAMP,False
lag_14__CT1__is_walking,-0.001065675402060151,0.001065675402060151,CT1__is_walking,False
lag_00__CT1__duck_amount,0.0010467664105817676,0.0010467664105817676,CT1__duck_amount,False
lag_14__T_duck_amount_mean,-0.0010440158657729626,0.0010440158657729626,T_duck_amount_mean,False
lag_12__T1__flash_duration,-0.001030517159961164,0.001030517159961164,T1__flash_duration,True
lag_05__CT_place_EXTENDEDA,-0.0010184099664911628,0.0010184099664911628,CT_place_EXTENDEDA,False
lag_01__CT1__duck_amount,-0.0010044380323961377,0.0010044380323961377,CT1__duck_amount,False
lag_07__CT_place_LONGA,-0.001003002980723977,0.001003002980723977,CT_place_LONGA,False
lag_11__T3__duck_amount,-0.0009894276736304164,0.0009894276736304164,T3__duck_amount,False
lag_04__CT_walking_count,0.0009823591681197286,0.0009823591681197286,CT_walking_count,False
lag_00__CT5__flash_duration,0.0009784592548385262,0.0009784592548385262,CT5__flash_duration,True
lag_12__CT_velocity_mean,0.000964273524004966,0.000964273524004966,CT_velocity_mean,False
lag_08__T5__is_walking,-0.0009592825081199408,0.0009592825081199408,T5__is_walking,False
lag_13__CT3__flash_duration,-0.000954483519308269,0.000954483519308269,CT3__flash_duration,True
lag_14__T_place_EXTENDEDA,-0.0009531169198453426,0.0009531169198453426,T_place_EXTENDEDA,False
lag_03__CT1__is_walking,0.0009520337916910648,0.0009520337916910648,CT1__is_walking,False
lag_00__CT_place_OUTSIDELONG,-0.0009506656788289547,0.0009506656788289547,CT_place_OUTSIDELONG,False
lag_07__CT_place_OUTSIDELONG,-0.000935724878218025,0.000935724878218025,CT_place_OUTSIDELONG,False
lag_08__CT_place_OUTSIDELONG,-0.0009335619397461414,0.0009335619397461414,CT_place_OUTSIDELONG,False
lag_13__T3__duck_amount,-0.0009292574250139296,0.0009292574250139296,T3__duck_amount,False
lag_00__CT_place_LONGA,0.0009215677273459733,0.0009215677273459733,CT_place_LONGA,False
lag_00__T_place_LONGA,-0.0009192148572765291,0.0009192148572765291,T_place_LONGA,False
lag_06__CT_duck_amount_mean,0.0009173221187666059,0.0009173221187666059,CT_duck_amount_mean,False
lag_06__CT_place_LONGA,-0.0009130592225119472,0.0009130592225119472,CT_place_LONGA,False
lag_02__T2__is_walking,-0.0009113984415307641,0.0009113984415307641,T2__is_walking,False
lag_03__CT_place_UNDERA,-0.0008920079562813044,0.0008920079562813044,CT_place_UNDERA,False
lag_14__CT_duck_amount_mean,0.0008905245340429246,0.0008905245340429246,CT_duck_amount_mean,False
lag_12__kill_diff_last_3s,0.0008903451380319893,0.0008903451380319893,kill_diff_last_3s,False
lag_14__CT_place_LONGA,-0.0008883884293027222,0.0008883884293027222,CT_place_LONGA,False
lag_13__T_place_EXTENDEDA,-0.0008869446464814246,0.0008869446464814246,T_place_EXTENDEDA,False
lag_10__T_flashed_players,-0.0008778264746069908,0.0008778264746069908,T_flashed_players,False
lag_00__T1__flash_duration,-0.0008740060729905963,0.0008740060729905963,T1__flash_duration,True
lag_01__CT_place_CATWALK,0.0008704625652171671,0.0008704625652171671,CT_place_CATWALK,False
