csv_path,round_num,tick,seconds_in_round,bomb_planted,lstm_probability,ridge_probability,delta_from_prev,ridge_delta_from_prev,ct_win,xgboost_probability,lstm_abs_error,xgboost_abs_error,closer_model,probability_delta_lstm_minus_xgboost,active_smoke_inferno,utility_damage,recent_utility_last_5s,flash_effect_present,active_recent_utility,strong_utility_action,active_smoke_count,active_inferno_count,utility_damage_sum,recent_utility_count,flash_effect_sum
processed_full/blast_austin_major_stage_1/blasttv-austin-major-2025-stage-1-imperial-vs-metizport-bo3-yMtoBsoZq-jiQ0fSUscH7u/imperial-vs-metizport-m2-dust2.csv,13,117207,0.0,0,0.5096587538719177,0.50966763,0.0,0.0,1,0.4964757859706878,0.4903412461280823,0.5035242140293121,lstm,0.0131829679012298,False,False,False,True,True,False,0,0,0.0,0,510.0
processed_full/blast_austin_major_stage_1/blasttv-austin-major-2025-stage-1-imperial-vs-metizport-bo3-yMtoBsoZq-jiQ0fSUscH7u/imperial-vs-metizport-m2-dust2.csv,13,117239,0.5,0,0.5155289769172668,0.5155302,0.0058702230453491,0.0058625937,1,0.4964757859706878,0.4844710230827331,0.5035242140293121,lstm,0.0190531909465789,False,False,False,True,True,False,0,0,0.0,0,510.0
processed_full/blast_austin_major_stage_1/blasttv-austin-major-2025-stage-1-imperial-vs-metizport-bo3-yMtoBsoZq-jiQ0fSUscH7u/imperial-vs-metizport-m2-dust2.csv,13,117271,1.0,0,0.5157433748245239,0.5157368,0.000214397907257,0.0002065897,1,0.5039432644844055,0.4842566251754761,0.4960567355155945,lstm,0.0118001103401184,False,False,True,True,True,True,0,0,0.0,1,510.0
processed_full/blast_austin_major_stage_1/blasttv-austin-major-2025-stage-1-imperial-vs-metizport-bo3-yMtoBsoZq-jiQ0fSUscH7u/imperial-vs-metizport-m2-dust2.csv,13,117303,1.5,0,0.5157433748245239,0.5157472,0.0,1.0371208e-05,1,0.5039432644844055,0.4842566251754761,0.4960567355155945,lstm,0.0118001103401184,False,False,True,True,True,True,0,0,0.0,1,510.0
processed_full/blast_austin_major_stage_1/blasttv-austin-major-2025-stage-1-imperial-vs-metizport-bo3-yMtoBsoZq-jiQ0fSUscH7u/imperial-vs-metizport-m2-dust2.csv,13,117335,2.0,0,0.5139941573143005,0.51399106,-0.0017492175102233,-0.0017561316,1,0.5050883293151855,0.4860058426856994,0.4949116706848144,lstm,0.0089058279991149,False,False,True,True,True,True,0,0,0.0,1,510.0
processed_full/blast_austin_major_stage_1/blasttv-austin-major-2025-stage-1-imperial-vs-metizport-bo3-yMtoBsoZq-jiQ0fSUscH7u/imperial-vs-metizport-m2-dust2.csv,13,117367,2.5,0,0.5100511312484741,0.51005304,-0.0039430260658264,-0.0039380193,1,0.501661479473114,0.4899488687515259,0.498338520526886,lstm,0.0083896517753601,False,False,True,True,True,True,0,0,0.0,1,510.0
processed_full/blast_austin_major_stage_1/blasttv-austin-major-2025-stage-1-imperial-vs-metizport-bo3-yMtoBsoZq-jiQ0fSUscH7u/imperial-vs-metizport-m2-dust2.csv,13,117399,3.0,0,0.5041172504425049,0.504121,-0.0059338808059692,-0.005932033,1,0.501661479473114,0.4958827495574951,0.498338520526886,lstm,0.0024557709693908,False,False,True,True,True,True,0,0,0.0,1,510.0
processed_full/blast_austin_major_stage_1/blasttv-austin-major-2025-stage-1-imperial-vs-metizport-bo3-yMtoBsoZq-jiQ0fSUscH7u/imperial-vs-metizport-m2-dust2.csv,13,117431,3.5,0,0.5047210454940796,0.50472635,0.0006037950515747,0.0006053448,1,0.5011991262435913,0.4952789545059204,0.4988008737564087,lstm,0.0035219192504882,False,False,True,True,True,True,0,0,0.0,1,510.0
processed_full/blast_austin_major_stage_1/blasttv-austin-major-2025-stage-1-imperial-vs-metizport-bo3-yMtoBsoZq-jiQ0fSUscH7u/imperial-vs-metizport-m2-dust2.csv,13,117463,4.0,0,0.504490315914154,0.5044876,-0.0002307295799255,-0.0002387762,1,0.5020511746406555,0.4955096840858459,0.4979488253593445,lstm,0.0024391412734985,False,False,True,True,True,True,0,0,0.0,1,510.0
processed_full/blast_austin_major_stage_1/blasttv-austin-major-2025-stage-1-imperial-vs-metizport-bo3-yMtoBsoZq-jiQ0fSUscH7u/imperial-vs-metizport-m2-dust2.csv,13,117495,4.5,0,0.5040505528450012,0.5040514,-0.0004397630691528,-0.0004361868,1,0.5016046762466431,0.4959494471549988,0.4983953237533569,lstm,0.0024458765983581,False,False,True,True,True,True,0,0,0.0,1,510.0
processed_full/blast_austin_major_stage_1/blasttv-austin-major-2025-stage-1-imperial-vs-metizport-bo3-yMtoBsoZq-jiQ0fSUscH7u/imperial-vs-metizport-m2-dust2.csv,13,117527,5.0,0,0.5068385601043701,0.50683856,0.0027880072593688,0.0027871728,1,0.5022920966148376,0.4931614398956299,0.4977079033851623,lstm,0.0045464634895324,False,False,True,True,True,True,0,0,0.0,1,510.0
processed_full/blast_austin_major_stage_1/blasttv-austin-major-2025-stage-1-imperial-vs-metizport-bo3-yMtoBsoZq-jiQ0fSUscH7u/imperial-vs-metizport-m2-dust2.csv,13,117559,5.5,0,0.5079154968261719,0.5079157,0.0010769367218017,0.0010771155,1,0.5022220015525818,0.4920845031738281,0.4977779984474182,lstm,0.00569349527359,False,False,True,True,True,True,0,0,0.0,1,510.0
processed_full/blast_austin_major_stage_1/blasttv-austin-major-2025-stage-1-imperial-vs-metizport-bo3-yMtoBsoZq-jiQ0fSUscH7u/imperial-vs-metizport-m2-dust2.csv,13,117591,6.0,0,0.5157859325408936,0.5157838,0.0078704357147216,0.007868111,1,0.5036982297897339,0.4842140674591064,0.4963017702102661,lstm,0.0120877027511596,False,False,False,True,True,False,0,0,0.0,0,510.0
processed_full/blast_austin_major_stage_1/blasttv-austin-major-2025-stage-1-imperial-vs-metizport-bo3-yMtoBsoZq-jiQ0fSUscH7u/imperial-vs-metizport-m2-dust2.csv,13,117623,6.5,0,0.5158154368400574,0.51581866,2.950429916381836e-05,3.4868717e-05,1,0.5036982297897339,0.4841845631599426,0.4963017702102661,lstm,0.0121172070503234,False,False,False,True,True,False,0,0,0.0,0,510.0
processed_full/blast_austin_major_stage_1/blasttv-austin-major-2025-stage-1-imperial-vs-metizport-bo3-yMtoBsoZq-jiQ0fSUscH7u/imperial-vs-metizport-m2-dust2.csv,13,117655,7.0,0,0.5164089798927307,0.5164099,0.0005935430526733,0.0005912185,1,0.5036982297897339,0.4835910201072693,0.4963017702102661,lstm,0.0127107501029968,False,False,False,True,True,False,0,0,0.0,0,510.0
processed_full/blast_austin_major_stage_1/blasttv-austin-major-2025-stage-1-imperial-vs-metizport-bo3-yMtoBsoZq-jiQ0fSUscH7u/imperial-vs-metizport-m2-dust2.csv,13,117687,7.5,0,0.5157433748245239,0.51574427,-0.0006656050682067,-0.00066560507,1,0.5036982297897339,0.4842566251754761,0.4963017702102661,lstm,0.01204514503479,False,False,False,True,True,False,0,0,0.0,0,510.0
processed_full/blast_austin_major_stage_1/blasttv-austin-major-2025-stage-1-imperial-vs-metizport-bo3-yMtoBsoZq-jiQ0fSUscH7u/imperial-vs-metizport-m2-dust2.csv,13,117719,8.0,0,0.5157433748245239,0.5157404,0.0,-3.874302e-06,1,0.5036982297897339,0.4842566251754761,0.4963017702102661,lstm,0.01204514503479,False,False,False,True,True,False,0,0,0.0,0,510.0
processed_full/blast_austin_major_stage_1/blasttv-austin-major-2025-stage-1-imperial-vs-metizport-bo3-yMtoBsoZq-jiQ0fSUscH7u/imperial-vs-metizport-m2-dust2.csv,13,117751,8.5,0,0.5131053328514099,0.51310605,-0.002638041973114,-0.0026343465,1,0.5036982297897339,0.4868946671485901,0.4963017702102661,lstm,0.009407103061676,False,False,False,True,True,False,0,0,0.0,0,510.0
processed_full/blast_austin_major_stage_1/blasttv-austin-major-2025-stage-1-imperial-vs-metizport-bo3-yMtoBsoZq-jiQ0fSUscH7u/imperial-vs-metizport-m2-dust2.csv,13,117783,9.0,0,0.5103726387023926,0.51036817,-0.0027326941490173,-0.0027378798,1,0.5036982297897339,0.4896273612976074,0.4963017702102661,lstm,0.0066744089126586,False,False,False,True,True,False,0,0,0.0,0,510.0
processed_full/blast_austin_major_stage_1/blasttv-austin-major-2025-stage-1-imperial-vs-metizport-bo3-yMtoBsoZq-jiQ0fSUscH7u/imperial-vs-metizport-m2-dust2.csv,13,117815,9.5,0,0.515869140625,0.5158722,0.0054965019226074,0.005504012,1,0.5036982297897339,0.484130859375,0.4963017702102661,lstm,0.0121709108352661,False,False,False,True,True,False,0,0,0.0,0,510.0
processed_full/blast_austin_major_stage_1/blasttv-austin-major-2025-stage-1-imperial-vs-metizport-bo3-yMtoBsoZq-jiQ0fSUscH7u/imperial-vs-metizport-m2-dust2.csv,13,117847,10.0,0,0.5138880610466003,0.5138878,-0.0019810795783996,-0.0019843578,1,0.5036982297897339,0.4861119389533996,0.4963017702102661,lstm,0.0101898312568664,False,False,False,True,True,False,0,0,0.0,0,510.0
processed_full/blast_austin_major_stage_1/blasttv-austin-major-2025-stage-1-imperial-vs-metizport-bo3-yMtoBsoZq-jiQ0fSUscH7u/imperial-vs-metizport-m2-dust2.csv,13,117879,10.5,0,0.5059096217155457,0.5059136,-0.0079784393310546,-0.007974207,1,0.5036982297897339,0.4940903782844543,0.4963017702102661,lstm,0.0022113919258117,False,False,False,True,True,False,0,0,0.0,0,510.0
processed_full/blast_austin_major_stage_1/blasttv-austin-major-2025-stage-1-imperial-vs-metizport-bo3-yMtoBsoZq-jiQ0fSUscH7u/imperial-vs-metizport-m2-dust2.csv,13,117911,11.0,0,0.5143035054206848,0.5143008,0.0083938837051391,0.008387208,1,0.5028887987136841,0.4856964945793152,0.4971112012863159,lstm,0.0114147067070007,False,False,False,True,True,False,0,0,0.0,0,510.0
processed_full/blast_austin_major_stage_1/blasttv-austin-major-2025-stage-1-imperial-vs-metizport-bo3-yMtoBsoZq-jiQ0fSUscH7u/imperial-vs-metizport-m2-dust2.csv,13,117943,11.5,0,0.5157433748245239,0.51574177,0.0014398694038391,0.0014409423,1,0.5028887987136841,0.4842566251754761,0.4971112012863159,lstm,0.0128545761108398,False,False,False,True,True,False,0,0,0.0,0,510.0
processed_full/blast_austin_major_stage_1/blasttv-austin-major-2025-stage-1-imperial-vs-metizport-bo3-yMtoBsoZq-jiQ0fSUscH7u/imperial-vs-metizport-m2-dust2.csv,13,117975,12.0,0,0.5151016116142273,0.51510113,-0.0006417632102966,-0.0006406307,1,0.5028887987136841,0.4848983883857727,0.4971112012863159,lstm,0.0122128129005432,False,False,False,True,True,False,0,0,0.0,0,510.0
processed_full/blast_austin_major_stage_1/blasttv-austin-major-2025-stage-1-imperial-vs-metizport-bo3-yMtoBsoZq-jiQ0fSUscH7u/imperial-vs-metizport-m2-dust2.csv,13,118007,12.5,0,0.5173799395561218,0.51737976,0.0022783279418945,0.002278626,1,0.5028887987136841,0.4826200604438782,0.4971112012863159,lstm,0.0144911408424377,False,False,False,True,True,False,0,0,0.0,0,510.0
