feature,coefficient,abs_coefficient,base_feature,is_utility
lag_01__CT_place_CTSIDEUPPER,-0.000563133682589978,0.000563133682589978,CT_place_CTSIDEUPPER,False
lag_00__CT_place_CTSIDEUPPER,0.00027286860859021544,0.00027286860859021544,CT_place_CTSIDEUPPER,False
lag_01__CT_flash_alpha_mean,0.00016811315435916185,0.00016811315435916185,CT_flash_alpha_mean,True
lag_00__CT_place_WALKWAY,-0.00016349798534065485,0.00016349798534065485,CT_place_WALKWAY,False
lag_00__CT_place_HEAVEN,0.00016140774823725224,0.00016140774823725224,CT_place_HEAVEN,False
lag_01__CT_place_BRIDGE,0.00016130231961142272,0.00016130231961142272,CT_place_BRIDGE,False
lag_00__T_velocity_mean,-0.0001518661592854187,0.0001518661592854187,T_velocity_mean,False
lag_06__CT_place_CTSIDEUPPER,-0.00014333208673633635,0.00014333208673633635,CT_place_CTSIDEUPPER,False
lag_00__CT_smokes_last_5s,0.00013461252092383802,0.00013461252092383802,CT_smokes_last_5s,True
lag_00__CT_velocity_mean,-0.0001341231691185385,0.0001341231691185385,CT_velocity_mean,False
lag_01__CT_place_HEAVEN,0.0001211003473144956,0.0001211003473144956,CT_place_HEAVEN,False
lag_01__T_place_TSPAWN,-0.00011871816968778148,0.00011871816968778148,T_place_TSPAWN,False
lag_01__CT_place_WALKWAY,-0.00011487348820082843,0.00011487348820082843,CT_place_WALKWAY,False
lag_15__CT_place_BRIDGE,0.00011003692634403706,0.00011003692634403706,CT_place_BRIDGE,False
lag_00__CT5__is_walking,0.00010547719284659252,0.00010547719284659252,CT5__is_walking,False
lag_01__utility_inv_diff,0.00010532607120694593,0.00010532607120694593,utility_inv_diff,True
lag_01__CT_closest_enemy_dist,-0.00010175481293117628,0.00010175481293117628,CT_closest_enemy_dist,False
lag_01__armor_diff,0.00010020926856668666,0.00010020926856668666,armor_diff,False
lag_00__CT_place_RUINS,-9.907408093567938e-05,9.907408093567938e-05,CT_place_RUINS,False
lag_01__smoke_inv_diff,9.871431393548846e-05,9.871431393548846e-05,smoke_inv_diff,True
lag_00__T1__is_walking,9.407200559508055e-05,9.407200559508055e-05,T1__is_walking,False
lag_01__T_closest_enemy_dist,-9.303609112976119e-05,9.303609112976119e-05,T_closest_enemy_dist,False
lag_03__CT_place_WALKWAY,9.211555152432993e-05,9.211555152432993e-05,CT_place_WALKWAY,False
lag_10__T_place_MAIN,-9.02265528566204e-05,9.02265528566204e-05,T_place_MAIN,False
lag_14__T_place_TSTAIRS,9.02189058251679e-05,9.02189058251679e-05,T_place_TSTAIRS,False
lag_01__centroid_distance_xy,-8.977587276604027e-05,8.977587276604027e-05,centroid_distance_xy,False
lag_14__T_place_MAIN,-8.932023774832487e-05,8.932023774832487e-05,T_place_MAIN,False
lag_00__CT_place_MIDDOORS,8.76454432727769e-05,8.76454432727769e-05,CT_place_MIDDOORS,False
lag_01__T_flash_alpha_mean,8.744026126805693e-05,8.744026126805693e-05,T_flash_alpha_mean,True
lag_01__CT_smokes_last_5s,8.715927106095478e-05,8.715927106095478e-05,CT_smokes_last_5s,True
lag_07__T_place_STREET,-8.682526822667569e-05,8.682526822667569e-05,T_place_STREET,False
lag_01__molly_inv_diff,8.611505472799763e-05,8.611505472799763e-05,molly_inv_diff,True
lag_01__CT_armor_sum,8.551195060135797e-05,8.551195060135797e-05,CT_armor_sum,False
lag_01__CT5__is_walking,8.529843034921214e-05,8.529843034921214e-05,CT5__is_walking,False
lag_14__T4__duck_amount,8.518813410773873e-05,8.518813410773873e-05,T4__duck_amount,False
lag_01__CT_place_PALACEINTERIOR,-8.482141129206866e-05,8.482141129206866e-05,CT_place_PALACEINTERIOR,False
lag_07__CT_place_MIDDOORS,-8.448664448224008e-05,8.448664448224008e-05,CT_place_MIDDOORS,False
lag_08__CT_place_MIDDOORS,-8.360550418728963e-05,8.360550418728963e-05,CT_place_MIDDOORS,False
lag_02__CT_flash_alpha_mean,8.331103890668601e-05,8.331103890668601e-05,CT_flash_alpha_mean,True
lag_13__T_place_TSTAIRS,8.305010851472616e-05,8.305010851472616e-05,T_place_TSTAIRS,False
lag_04__CT_place_OUTSIDELONG,-8.243363117799163e-05,8.243363117799163e-05,CT_place_OUTSIDELONG,False
lag_11__T_place_MAIN,-8.240529132308438e-05,8.240529132308438e-05,T_place_MAIN,False
lag_15__T_place_MAIN,-8.220331073971465e-05,8.220331073971465e-05,T_place_MAIN,False
lag_01__T2__flash,-8.193092071451247e-05,8.193092071451247e-05,T2__flash,True
