tick,seconds_in_round,lstm_delta_from_prev,rank,feature,base_feature,is_utility,feature_delta_scaled,coefficient,ridge_delta_contribution
140378,77.5,-0.22462286055088043,1,lag_08__T_shots_fired_sum,T_shots_fired_sum,False,-7.49737024307251,0.002065612468868494,-0.015486661457814188
140378,77.5,-0.22462286055088043,2,lag_00__T_kills_last_3s,T_kills_last_3s,False,3.1681017875671387,-0.0029428659472614527,-0.009323298868089469
140378,77.5,-0.22462286055088043,3,lag_03__T_bomb_zone_count,T_bomb_zone_count,False,5.821373462677002,-0.0013779725413769484,-0.008021692784669354
140378,77.5,-0.22462286055088043,4,lag_00__T_shots_fired_sum,T_shots_fired_sum,False,3.748685359954834,-0.0015937245916575193,-0.005974372044546539
140378,77.5,-0.22462286055088043,5,lag_00__kill_diff_last_3s,kill_diff_last_3s,False,-2.4069459438323975,0.002473515225574374,-0.005953617439203918
140378,77.5,-0.22462286055088043,6,lag_00__T_damage_last_5s,T_damage_last_5s,False,2.373826503753662,-0.0023956431541591883,-0.005686841212879101
140378,77.5,-0.22462286055088043,7,lag_06__T_place_HOUSE,T_place_HOUSE,False,4.397128582000732,-0.0012233129236847162,-0.0053790642214649464
140378,77.5,-0.22462286055088043,8,lag_15__T_place_RAMP,T_place_RAMP,False,3.5366954803466797,-0.0012586083030328155,-0.004451314296862963
140378,77.5,-0.22462286055088043,9,lag_04__T5__flash_duration,T5__flash_duration,True,-4.853652477264404,0.0009014290408231318,-0.0043752232970692695
140378,77.5,-0.22462286055088043,10,lag_08__T2__shots_fired,T2__shots_fired,False,-4.118566036224365,0.001011001761071384,-0.004163877515711623
140378,77.5,-0.22462286055088043,11,lag_13__T5__flash_duration,T5__flash_duration,True,4.853652477264404,-0.0008335734019055963,-0.004045875607140814
140378,77.5,-0.22462286055088043,12,lag_10__T_place_TSIDELOWER,T_place_TSIDELOWER,False,3.7480411529541016,-0.0010330170625820756,-0.003871790462261382
140378,77.5,-0.22462286055088043,13,lag_15__T_flashed_players,T_flashed_players,False,3.8592474460601807,-0.0009537878795526922,-0.0036809034382468825
140378,77.5,-0.22462286055088043,14,lag_13__T_flashed_players,T_flashed_players,False,3.8592472076416016,-0.0009533941629342735,-0.003679383761085897
140378,77.5,-0.22462286055088043,15,lag_08__T_place_TSIDELOWER,T_place_TSIDELOWER,False,-3.7480411529541016,-0.0009792613564059138,0.0036703118633070186
140378,77.5,-0.22462286055088043,16,lag_09__T_shots_fired_sum,T_shots_fired_sum,False,5.997896194458008,-0.0006058524595573545,-0.0036338401615820803
140378,77.5,-0.22462286055088043,17,lag_00__CT_place_SIDEENTRANCE,CT_place_SIDEENTRANCE,False,-4.025265693664551,-0.0008515755762346089,0.0034278179525797925
140378,77.5,-0.22462286055088043,18,lag_00__T2__is_walking,T2__is_walking,False,-2.2968344688415527,0.001383372931741178,-0.0031773786328855302
140378,77.5,-0.22462286055088043,19,lag_03__CT2__is_walking,CT2__is_walking,False,-2.360051155090332,0.0013070738641545177,-0.003084761182886253
140378,77.5,-0.22462286055088043,20,lag_00__CT_shots_fired_sum,CT_shots_fired_sum,False,-2.778964042663574,0.001088069169782102,-0.0030237050987552694
139002,56.0,-0.22342950105667114,1,lag_00__T_kills_last_3s,T_kills_last_3s,False,3.1681017875671387,-0.0029428659472614527,-0.009323298868089469
139002,56.0,-0.22342950105667114,2,lag_00__kill_diff_last_3s,kill_diff_last_3s,False,-2.4069459438323975,0.002473515225574374,-0.005953617439203918
139002,56.0,-0.22342950105667114,3,lag_00__T_damage_last_5s,T_damage_last_5s,False,2.3978044986724854,-0.0023956431541591883,-0.005744283932256844
139002,56.0,-0.22342950105667114,4,lag_15__CT2__duck_amount,CT2__duck_amount,False,3.8097944259643555,-0.0014603874878957868,-0.005563776111133456
139002,56.0,-0.22342950105667114,5,lag_14__T1__is_scoped,T1__is_scoped,False,-5.713008403778076,0.0008971727802418172,-0.005125555633162443
139002,56.0,-0.22342950105667114,6,lag_13__CT3__duck_amount,CT3__duck_amount,False,3.408620834350586,-0.0014201770536601543,-0.004840845093572632
139002,56.0,-0.22342950105667114,7,lag_11__CT2__duck_amount,CT2__duck_amount,False,-3.7874603271484375,0.0012757100630551577,-0.004831701252765441
139002,56.0,-0.22342950105667114,8,lag_04__CT3__duck_amount,CT3__duck_amount,False,-3.7208433151245117,0.0010839595925062895,-0.004033243803642117
139002,56.0,-0.22342950105667114,9,lag_02__T3__duck_amount,T3__duck_amount,False,3.6951794624328613,-0.0010786775965243578,-0.003985907301263247
139002,56.0,-0.22342950105667114,10,lag_13__T_place_TSIDELOWER,T_place_TSIDELOWER,False,3.7480411529541016,-0.0010509463027119637,-0.0039389899921093985
139002,56.0,-0.22342950105667114,11,lag_00__CT_place_HOUSE,CT_place_HOUSE,False,-3.5328707695007324,0.0010788365034386516,-0.0038113899480687885
139002,56.0,-0.22342950105667114,12,lag_08__T_place_TSIDELOWER,T_place_TSIDELOWER,False,3.7480406761169434,-0.0009792613564059138,-0.0036703113963588163
139002,56.0,-0.22342950105667114,13,lag_00__CT_place_SIDEENTRANCE,CT_place_SIDEENTRANCE,False,4.025265693664551,-0.0008515755762346089,-0.0034278179525797925
139002,56.0,-0.22342950105667114,14,lag_00__CT3__alive,CT3__alive,False,-2.4238600730895996,0.0013849432580173016,-0.0033569086666027648
139002,56.0,-0.22342950105667114,15,lag_00__CT3__hp,CT3__hp,False,-2.3898065090179443,0.0013654857175424695,-0.003263246655754032
139002,56.0,-0.22342950105667114,16,lag_03__CT2__is_walking,CT2__is_walking,False,-2.360051155090332,0.0013070738641545177,-0.003084761182886253
139002,56.0,-0.22342950105667114,17,lag_10__CT1__duck_amount,CT1__duck_amount,False,-3.8154516220092773,0.0007913272711448371,-0.003019270920229744
139002,56.0,-0.22342950105667114,18,lag_00__CT3__armor,CT3__armor,False,-2.29170298576355,0.0013094311580061913,-0.003000827294454611
139002,56.0,-0.22342950105667114,19,lag_02__CT4__is_walking,CT4__is_walking,False,-2.384641170501709,0.0012138582533225417,-0.002894616366026226
139002,56.0,-0.22342950105667114,20,lag_06__T5__smoke,T5__smoke,True,2.166658401489258,-0.0012831669300794601,-0.0027801844095698414
140666,82.0,-0.1248771995306015,1,lag_08__T_shots_fired_sum,T_shots_fired_sum,False,-5.248159408569336,0.002065612468868494,-0.010840663512950321
140666,82.0,-0.1248771995306015,2,lag_00__T_kills_last_3s,T_kills_last_3s,False,3.1681017875671387,-0.0029428659472614527,-0.009323298868089469
140666,82.0,-0.1248771995306015,3,lag_00__T_shots_fired_sum,T_shots_fired_sum,False,3.748685359954834,-0.0015937245916575193,-0.005974372044546539
140666,82.0,-0.1248771995306015,4,lag_00__T_damage_last_5s,T_damage_last_5s,False,2.3498482704162598,-0.0023956431541591883,-0.005629397922335522
140666,82.0,-0.1248771995306015,5,lag_04__T1__is_scoped,T1__is_scoped,False,-5.713008403778076,0.0009510829113423824,-0.00543354466518875
140666,82.0,-0.1248771995306015,6,lag_13__T5__flash_duration,T5__flash_duration,True,-4.853652477264404,-0.0008335734019055963,0.004045875607140814
140666,82.0,-0.1248771995306015,7,lag_00__damage_diff_last_5s,damage_diff_last_5s,False,-2.6169354915618896,0.0014969215262681246,-0.003917347070174049
140666,82.0,-0.1248771995306015,8,lag_02__T_bomb_zone_count,T_bomb_zone_count,False,-5.821373462677002,0.0006656862678937614,-0.003875208374385236
140666,82.0,-0.1248771995306015,9,lag_09__CT1__duck_amount,CT1__duck_amount,False,-3.8154516220092773,0.0009611062705516815,-0.0036670544788997006
140666,82.0,-0.1248771995306015,10,lag_07__CT_place_HOUSE,CT_place_HOUSE,False,3.5328707695007324,-0.001034442917443812,-0.0036545531457543023
140666,82.0,-0.1248771995306015,11,lag_12__T_bomb_zone_count,T_bomb_zone_count,False,5.821373462677002,-0.0006115002906881273,-0.0035597715646311368
140666,82.0,-0.1248771995306015,12,lag_05__T_shots_fired_sum,T_shots_fired_sum,False,-3.748685598373413,0.0008120540878735483,-0.0030441354643118285
140666,82.0,-0.1248771995306015,13,lag_00__CT_shots_fired_sum,CT_shots_fired_sum,False,-2.778964042663574,0.001088069169782102,-0.0030237050987552694
140666,82.0,-0.1248771995306015,14,lag_10__CT1__duck_amount,CT1__duck_amount,False,3.8154516220092773,0.0007913272711448371,0.003019270920229744
140666,82.0,-0.1248771995306015,15,lag_02__CT4__is_walking,CT4__is_walking,False,-2.384641170501709,0.0012138582533225417,-0.002894616366026226
140666,82.0,-0.1248771995306015,16,lag_09__T_shots_fired_sum,T_shots_fired_sum,False,3.748685359954834,-0.0006058524595573545,-0.0022711502454352828
140666,82.0,-0.1248771995306015,17,lag_08__T3__shots_fired,T3__shots_fired,False,-4.238994121551514,0.0005064300494268537,-0.002146754002497475
140666,82.0,-0.1248771995306015,18,lag_02__T5__duck_amount,T5__duck_amount,False,-3.7970333099365234,0.0005506803863681853,-0.002090951770168714
140666,82.0,-0.1248771995306015,19,lag_15__T_place_HOUSE,T_place_HOUSE,False,4.397128582000732,-0.00046293088234961033,-0.00203556661427029
140666,82.0,-0.1248771995306015,20,lag_09__T3__shots_fired,T3__shots_fired,False,3.027853012084961,-0.0006707835709676147,-0.002031034055811398
140858,85.0,-0.10870563611388206,1,lag_00__kill_diff_last_3s,kill_diff_last_3s,False,-2.4069459438323975,0.002473515225574374,-0.005953617439203918
140858,85.0,-0.10870563611388206,2,lag_00__T_damage_last_5s,T_damage_last_5s,False,2.2539360523223877,-0.0023956431541591883,-0.005399626473658714
140858,85.0,-0.10870563611388206,3,lag_00__T_shots_fired_sum,T_shots_fired_sum,False,2.998948335647583,-0.0015937245916575193,-0.0047794977116319415
140858,85.0,-0.10870563611388206,4,lag_15__T1__is_scoped,T1__is_scoped,False,5.713008403778076,0.0007472445722669363,0.004269014521038561
140858,85.0,-0.10870563611388206,5,lag_08__T_bomb_zone_count,T_bomb_zone_count,False,-5.821373462677002,0.0006973934941925108,-0.0040597879801358705
140858,85.0,-0.10870563611388206,6,lag_05__T_shots_fired_sum,T_shots_fired_sum,False,-4.498422145843506,0.0008120540878735483,-0.003652962092513118
140858,85.0,-0.10870563611388206,7,lag_12__T_shots_fired_sum,T_shots_fired_sum,False,3.748685598373413,-0.0009223060333169997,-0.003457435344388346
140858,85.0,-0.10870563611388206,8,lag_00__CT_place_SIDEENTRANCE,CT_place_SIDEENTRANCE,False,-4.025265216827393,-0.0008515755762346089,0.0034278175465169147
140858,85.0,-0.10870563611388206,9,lag_00__damage_diff_last_5s,damage_diff_last_5s,False,-2.1206202507019043,0.0014969215262681246,-0.0031744021023157876
140858,85.0,-0.10870563611388206,10,lag_00__T5__duck_amount,T5__duck_amount,False,3.7970333099365234,-0.0008151401998475194,-0.0030951144910893458
140858,85.0,-0.10870563611388206,11,lag_10__T1__is_scoped,T1__is_scoped,False,-5.713008403778076,0.0005371351726353168,-0.003068657755230353
140858,85.0,-0.10870563611388206,12,lag_07__CT_B_site_active_infernos,CT_B_site_active_infernos,True,-3.435478687286377,0.0007544711115770042,-0.00259196942399606
140858,85.0,-0.10870563611388206,13,lag_08__CT2__duck_amount,CT2__duck_amount,False,-3.8097944259643555,0.0006245412514545023,-0.002379373778576166
140858,85.0,-0.10870563611388206,14,lag_08__T4__is_walking,T4__is_walking,False,-2.307980537414551,0.0009538145386613905,-0.002201385391533528
140858,85.0,-0.10870563611388206,15,lag_14__T5__duck_amount,T5__duck_amount,False,3.7970333099365234,-0.0005450618336908519,-0.0020696179384992464
