feature,coefficient,abs_coefficient,base_feature,is_utility
lag_07__CT_place_STAIRS,-0.0027934378013014793,0.0027934378013014793,CT_place_STAIRS,False
lag_01__T_place_CONNECTOR,-0.0026627935003489256,0.0026627935003489256,T_place_CONNECTOR,False
lag_02__T_place_CONNECTOR,-0.0025017864536494017,0.0025017864536494017,T_place_CONNECTOR,False
lag_04__CT_place_STAIRS,0.0023130420595407486,0.0023130420595407486,CT_place_STAIRS,False
lag_11__CT5__flash_duration,0.0019989919383078814,0.0019989919383078814,CT5__flash_duration,True
lag_14__CT_place_JUNGLE,-0.0018382888520136476,0.0018382888520136476,CT_place_JUNGLE,False
lag_00__T_kills_last_3s,-0.0017667693318799138,0.0017667693318799138,T_kills_last_3s,False
lag_13__T_place_UNDERPASS,0.0016301171854138374,0.0016301171854138374,T_place_UNDERPASS,False
lag_08__T_place_PALACEINTERIOR,-0.0016217733500525355,0.0016217733500525355,T_place_PALACEINTERIOR,False
lag_00__T_damage_last_5s,-0.00156066520139575,0.00156066520139575,T_damage_last_5s,False
lag_00__T3__is_scoped,0.0015203971415758133,0.0015203971415758133,T3__is_scoped,False
lag_04__CT4__is_scoped,-0.0014997352845966816,0.0014997352845966816,CT4__is_scoped,False
lag_00__damage_diff_last_5s,0.0014543839497491717,0.0014543839497491717,damage_diff_last_5s,False
lag_04__T_kills_last_3s,-0.0014343817019835114,0.0014343817019835114,T_kills_last_3s,False
lag_00__CT_money_sum,0.0013700261479243636,0.0013700261479243636,CT_money_sum,False
lag_00__CT_start_balance_sum,0.0013661463744938374,0.0013661463744938374,CT_start_balance_sum,False
lag_00__kill_diff_last_3s,0.001342292409390211,0.001342292409390211,kill_diff_last_3s,False
lag_00__CT3__alive,0.0013047612737864256,0.0013047612737864256,CT3__alive,False
lag_07__T2__duck_amount,-0.0012974829878658056,0.0012974829878658056,T2__duck_amount,False
lag_00__T_place_JUNGLE,-0.001283549703657627,0.001283549703657627,T_place_JUNGLE,False
lag_04__T_damage_last_5s,-0.0012728141155093908,0.0012728141155093908,T_damage_last_5s,False
lag_04__damage_diff_last_5s,0.0012582644121721387,0.0012582644121721387,damage_diff_last_5s,False
lag_03__T_place_CONNECTOR,-0.0012519154697656631,0.0012519154697656631,T_place_CONNECTOR,False
lag_00__T_place_CONNECTOR,-0.001243346487171948,0.001243346487171948,T_place_CONNECTOR,False
lag_10__CT_place_JUNGLE,0.0012407019967213273,0.0012407019967213273,CT_place_JUNGLE,False
lag_04__CT4__alive,0.001235787756741047,0.001235787756741047,CT4__alive,False
lag_00__CT3__armor,0.0012284893309697509,0.0012284893309697509,CT3__armor,False
lag_00__CT3__has_defuser,0.0012208041734993458,0.0012208041734993458,CT3__has_defuser,False
lag_04__T1__is_walking,-0.0012200715718790889,0.0012200715718790889,T1__is_walking,False
lag_04__CT4__hp,0.0011997314868494868,0.0011997314868494868,CT4__hp,False
lag_00__CT5__duck_amount,0.0011959385592490435,0.0011959385592490435,CT5__duck_amount,False
lag_12__CT_place_CONNECTOR,0.0011519454419612885,0.0011519454419612885,CT_place_CONNECTOR,False
lag_00__CT_place_STAIRS,0.0011504043359309435,0.0011504043359309435,CT_place_STAIRS,False
lag_00__CT3__hp,0.0011312294518575072,0.0011312294518575072,CT3__hp,False
lag_04__kill_diff_last_3s,0.0011290299007669091,0.0011290299007669091,kill_diff_last_3s,False
lag_12__T3__duck_amount,0.0011150137288495898,0.0011150137288495898,T3__duck_amount,False
lag_00__CT3__has_helmet,0.0010857977904379368,0.0010857977904379368,CT3__has_helmet,False
lag_07__CT4__is_walking,0.001064402749761939,0.001064402749761939,CT4__is_walking,False
lag_14__T5__is_walking,-0.001053853309713304,0.001053853309713304,T5__is_walking,False
lag_00__CT4__is_scoped,-0.0010409657843410969,0.0010409657843410969,CT4__is_scoped,False
