tick,seconds_in_round,lstm_delta_from_prev,rank,feature,base_feature,is_utility,feature_delta_scaled,coefficient,ridge_delta_contribution
83822,28.5,-0.3905995488166809,1,lag_12__CT_shots_fired_sum,CT_shots_fired_sum,False,-13.894821166992188,0.004023591987788677,-0.05590709111926628
83822,28.5,-0.3905995488166809,2,lag_00__T3__is_scoped,T3__is_scoped,False,-6.414711952209473,0.002522432943806052,-0.016180680753279608
83822,28.5,-0.3905995488166809,3,lag_12__CT_place_TSIDEUPPER,CT_place_TSIDEUPPER,False,-7.516991138458252,0.0020705724600702524,-0.01556447483388379
83822,28.5,-0.3905995488166809,4,lag_09__T3__is_scoped,T3__is_scoped,False,6.414711952209473,-0.001991555094718933,-0.012775252269577209
83822,28.5,-0.3905995488166809,5,lag_10__T5__flash_duration,T5__flash_duration,True,-5.821383953094482,0.002157669048756361,-0.012560619976518916
83822,28.5,-0.3905995488166809,6,lag_15__T4__flash_duration,T4__flash_duration,True,-5.9745564460754395,0.0020562883000820875,-0.012285410518244944
83822,28.5,-0.3905995488166809,7,lag_15__CT3__shots_fired,CT3__shots_fired,False,2.5713653564453125,-0.0023102385457605124,-0.00594046736169318
83822,28.5,-0.3905995488166809,8,lag_00__T_kills_last_3s,T_kills_last_3s,False,3.1681017875671387,-0.001864213147200644,-0.005906017004052522
83822,28.5,-0.3905995488166809,9,lag_00__CT_place_HOUSE,CT_place_HOUSE,False,-3.5328707695007324,0.0016181963728740811,-0.005716878665038949
83822,28.5,-0.3905995488166809,10,lag_14__CT3__shots_fired,CT3__shots_fired,False,2.5713653564453125,-0.0021666025277227163,-0.0055711266809730375
83822,28.5,-0.3905995488166809,11,lag_00__kill_diff_last_3s,kill_diff_last_3s,False,-2.4069459438323975,0.0022285745944827795,-0.005364058580718256
83822,28.5,-0.3905995488166809,12,lag_15__T_shots_fired_sum,T_shots_fired_sum,False,-2.998948335647583,0.0016687855822965503,-0.005004601744580922
83822,28.5,-0.3905995488166809,13,lag_13__CT3__shots_fired,CT3__shots_fired,False,2.5713653564453125,-0.0018556799041107297,-0.00477163101808209
83822,28.5,-0.3905995488166809,14,lag_11__CT_place_SIDEHALL,CT_place_SIDEHALL,False,-4.27756929397583,0.001035934779793024,-0.004431282804604253
83822,28.5,-0.3905995488166809,15,lag_12__CT3__duck_amount,CT3__duck_amount,False,-3.7208433151245117,0.0011417065979912877,-0.004248111362969431
83822,28.5,-0.3905995488166809,16,lag_02__T3__duck_amount,T3__duck_amount,False,-3.7704498767852783,0.0010477890027686954,-0.003950635916386197
83822,28.5,-0.3905995488166809,17,lag_15__CT5__is_scoped,CT5__is_scoped,False,3.5760385990142822,-0.0010463799117133021,-0.0037418949535199253
83822,28.5,-0.3905995488166809,18,lag_15__CT_shots_fired_sum,CT_shots_fired_sum,False,3.4737050533294678,-0.0010073086014017463,-0.0034990929789514846
83822,28.5,-0.3905995488166809,19,lag_15__CT1__flash_duration,CT1__flash_duration,True,-2.6213254928588867,0.0013199212262406945,-0.0034599431589102947
83822,28.5,-0.3905995488166809,20,lag_01__CT5__duck_amount,CT5__duck_amount,False,3.7749595642089844,-0.0009024277096614242,-0.0034066281135936016
83438,22.5,-0.28481554985046387,1,lag_00__CT_shots_fired_sum,CT_shots_fired_sum,False,-13.894821166992188,0.0029189111664891243,-0.04055774866070294
83438,22.5,-0.28481554985046387,2,lag_00__CT_place_TSIDEUPPER,CT_place_TSIDEUPPER,False,-7.516991138458252,0.0012299934169277549,-0.00924584961540792
83438,22.5,-0.28481554985046387,3,lag_15__T_shots_fired_sum,T_shots_fired_sum,False,-5.248159408569336,0.0016687855822965503,-0.008758052754614498
83438,22.5,-0.28481554985046387,4,lag_05__CT_place_SIDEHALL,CT_place_SIDEHALL,False,8.55513858795166,-0.0009948104852810502,-0.00851074157032683
83438,22.5,-0.28481554985046387,5,lag_03__T4__flash_duration,T4__flash_duration,True,-5.9745564460754395,0.0011418687645345926,-0.0068221593877223485
83438,22.5,-0.28481554985046387,6,lag_07__CT_place_TSIDEUPPER,CT_place_TSIDEUPPER,False,7.516991138458252,-0.0008444436825811863,-0.00634767567888983
83438,22.5,-0.28481554985046387,7,lag_00__T_kills_last_3s,T_kills_last_3s,False,3.1681017875671387,-0.001864213147200644,-0.005906017004052522
83438,22.5,-0.28481554985046387,8,lag_00__kill_diff_last_3s,kill_diff_last_3s,False,-2.4069459438323975,0.0022285745944827795,-0.005364058580718256
83438,22.5,-0.28481554985046387,9,lag_11__CT_B_site_active_infernos,CT_B_site_active_infernos,True,3.435478687286377,-0.0013177281944081187,-0.0045270271275254514
83438,22.5,-0.28481554985046387,10,lag_00__CT_B_site_active_infernos,CT_B_site_active_infernos,True,-3.435478687286377,0.001210582908242941,-0.004158931780461783
83438,22.5,-0.28481554985046387,11,lag_09__T4__flash_duration,T4__flash_duration,True,5.9745564460754395,-0.0006424753228202462,-0.003838505081400101
83438,22.5,-0.28481554985046387,12,lag_09__CT1__flash_duration,CT1__flash_duration,True,-6.14501428604126,0.0006118319579400122,-0.0037597161221979702
83438,22.5,-0.28481554985046387,13,lag_04__CT_shots_fired_sum,CT_shots_fired_sum,False,3.4737050533294678,0.0009410757920704782,0.0032690197344812516
83438,22.5,-0.28481554985046387,14,lag_14__CT_B_site_active_infernos,CT_B_site_active_infernos,True,-3.435478687286377,0.0009105074568651617,-0.003128028962675583
83438,22.5,-0.28481554985046387,15,lag_10__CT1__duck_amount,CT1__duck_amount,False,-3.8154516220092773,0.0007516701589338481,-0.002867961127120122
83438,22.5,-0.28481554985046387,16,lag_15__T1__shots_fired,T1__shots_fired,False,-4.183673858642578,0.0006641115760430694,-0.002778426239913312
83438,22.5,-0.28481554985046387,17,lag_15__CT_flashed_players,CT_flashed_players,False,-2.1899399757385254,0.001257344731129706,-0.002753509489985151
83438,22.5,-0.28481554985046387,18,lag_02__CT1__is_walking,CT1__is_walking,False,-2.3343825340270996,0.0011733282590284944,-0.0027389969945565418
83438,22.5,-0.28481554985046387,19,lag_09__T1__flash_duration,T1__flash_duration,True,2.8061485290527344,-0.0009456107509322464,-0.002653524217784975
83438,22.5,-0.28481554985046387,20,lag_07__CT_place_SIDEENTRANCE,CT_place_SIDEENTRANCE,False,-4.025265216827393,0.0006557736778631806,-0.0026396629756136325
83086,17.0,0.24164870381355286,1,lag_08__CT_shots_fired_sum,CT_shots_fired_sum,False,-15.979043960571289,-0.0019672359339892864,0.031434549470030326
83086,17.0,0.24164870381355286,2,lag_08__CT4__shots_fired,CT4__shots_fired,False,-8.61989688873291,-0.0016530366847291589,0.014249005775658241
83086,17.0,0.24164870381355286,3,lag_00__CT_shots_fired_sum,CT_shots_fired_sum,False,2.778964042663574,0.0029189111664891243,0.008111549175402466
83086,17.0,0.24164870381355286,4,lag_00__kill_diff_last_3s,kill_diff_last_3s,False,2.4069459438323975,0.0022285745944827795,0.005364058580718256
83086,17.0,0.24164870381355286,5,lag_12__CT1__flash_duration,CT1__flash_duration,True,5.984687328338623,0.0008461915422230959,0.005064191800089879
83086,17.0,0.24164870381355286,6,lag_15__T_flashed_players,T_flashed_players,False,3.8592474460601807,0.0012908178614452481,0.004981585535111438
83086,17.0,0.24164870381355286,7,lag_00__CT_B_site_active_infernos,CT_B_site_active_infernos,True,3.435478687286377,0.001210582908242941,0.004158931780461783
83086,17.0,0.24164870381355286,8,lag_15__T_flash_duration_sum,T_flash_duration_sum,True,3.3427011966705322,0.0012348252348601818,0.004127651790246101
83086,17.0,0.24164870381355286,9,lag_14__CT_B_site_active_infernos,CT_B_site_active_infernos,True,3.435478448867798,0.0009105074568651617,0.003128028745593689
83086,17.0,0.24164870381355286,10,lag_08__CT4__duck_amount,CT4__duck_amount,False,-3.6725916862487793,-0.0008356141042895615,0.003068869412326064
83086,17.0,0.24164870381355286,11,lag_10__CT_shots_fired_sum,CT_shots_fired_sum,False,4.863186836242676,0.0006295836647041142,0.0030617829905024707
83086,17.0,0.24164870381355286,12,lag_04__T_shots_fired_sum,T_shots_fired_sum,False,-5.248159408569336,-0.0005652517429552972,0.002966531253001059
83086,17.0,0.24164870381355286,13,lag_10__CT1__duck_amount,CT1__duck_amount,False,3.8154516220092773,0.0007516701589338481,0.002867961127120122
83086,17.0,0.24164870381355286,14,lag_00__CT_kills_last_3s,CT_kills_last_3s,False,2.8871407508850098,0.0009742974070832133,0.0028129337474715466
83086,17.0,0.24164870381355286,15,lag_12__CT_shots_fired_sum,CT_shots_fired_sum,False,0.6947410106658936,0.004023591987788677,0.0027953543641034972
83086,17.0,0.24164870381355286,16,lag_14__CT_place_SIDEENTRANCE,CT_place_SIDEENTRANCE,False,4.025265216827393,0.0006936777499504387,0.0027922369185625906
83086,17.0,0.24164870381355286,17,lag_15__T1__flash_duration,T1__flash_duration,True,6.753596305847168,0.00041147551382891834,0.002778939510141548
83086,17.0,0.24164870381355286,18,lag_15__CT_flashed_players,CT_flashed_players,False,2.1899399757385254,0.001257344731129706,0.002753509489985151
83086,17.0,0.24164870381355286,19,lag_11__CT_shots_fired_sum,CT_shots_fired_sum,False,3.4737050533294678,0.0007921993383206427,0.0027518668447686773
83086,17.0,0.24164870381355286,20,lag_04__T1__shots_fired,T1__shots_fired,False,-4.183673858642578,-0.0006340198451653123,0.002652532252078732
83342,21.0,0.17312735319137573,1,lag_00__CT_shots_fired_sum,CT_shots_fired_sum,False,3.4737050533294678,0.0029189111664891243,0.010139436469253083
83342,21.0,0.17312735319137573,2,lag_02__CT_place_SIDEHALL,CT_place_SIDEHALL,False,8.55513858795166,0.001026725396513939,0.008783778058946368
83342,21.0,0.17312735319137573,3,lag_06__CT1__flash_duration,CT1__flash_duration,True,-6.14501428604126,-0.0009046766790561378,0.0055592511170483305
83342,21.0,0.17312735319137573,4,lag_08__CT_shots_fired_sum,CT_shots_fired_sum,False,2.778964042663574,-0.0019672359339892864,-0.00546687792399192
83342,21.0,0.17312735319137573,5,lag_00__kill_diff_last_3s,kill_diff_last_3s,False,2.4069459438323975,0.0022285745944827795,0.005364058580718256
83342,21.0,0.17312735319137573,6,lag_06__T4__flash_duration,T4__flash_duration,True,5.9745564460754395,0.0008336954051628709,0.0049809602569793054
83342,21.0,0.17312735319137573,7,lag_11__CT_B_site_active_infernos,CT_B_site_active_infernos,True,-3.435478687286377,-0.0013177281944081187,0.0045270271275254514
83342,21.0,0.17312735319137573,8,lag_04__CT_place_TSIDEUPPER,CT_place_TSIDEUPPER,False,7.516991138458252,0.0005751150310970843,0.0043231345923509246
83342,21.0,0.17312735319137573,9,lag_05__T5__flash_duration,T5__flash_duration,True,4.392638206481934,0.0008300235494971275,0.0036459931558008307
83342,21.0,0.17312735319137573,10,lag_15__T_place_TSIDEUPPER,T_place_TSIDEUPPER,False,2.5222232341766357,0.0013091943692415953,0.003302080456154377
83342,21.0,0.17312735319137573,11,lag_07__CT_shots_fired_sum,CT_shots_fired_sum,False,-2.778964042663574,-0.0011614883551374078,0.003227734374899316
83342,21.0,0.17312735319137573,12,lag_00__CT_kills_last_3s,CT_kills_last_3s,False,2.8871407508850098,0.0009742974070832133,0.0028129337474715466
83342,21.0,0.17312735319137573,13,lag_06__T_flashed_players,T_flashed_players,False,3.8592474460601807,0.0007272387156262994,0.002806594155956882
83342,21.0,0.17312735319137573,14,lag_15__CT_flashed_players,CT_flashed_players,False,-2.1899399757385254,0.001257344731129706,-0.002753509489985151
83342,21.0,0.17312735319137573,15,lag_07__CT1__duck_amount,CT1__duck_amount,False,-3.8154516220092773,-0.0006554348510690033,0.002500779965632638
83342,21.0,0.17312735319137573,16,lag_04__CT_place_HOUSE,CT_place_HOUSE,False,3.5328707695007324,0.000681589066516608,0.002407966089907815
83342,21.0,0.17312735319137573,17,lag_00__T4__flash_duration,T4__flash_duration,True,-5.9745564460754395,-0.0003906298370566219,0.002333840011016039
83342,21.0,0.17312735319137573,18,lag_04__CT_place_SIDEENTRANCE,CT_place_SIDEENTRANCE,False,-4.025265216827393,-0.0005675751017406583,0.0022846403149739403
83342,21.0,0.17312735319137573,19,lag_09__T2__is_walking,T2__is_walking,False,-2.2968344688415527,-0.0009741984540596604,0.002237572588776382
83342,21.0,0.17312735319137573,20,lag_12__T_kills_last_3s,T_kills_last_3s,False,3.1681017875671387,-0.0006981496699154377,-0.002211809217248506
82958,15.0,-0.1528320014476776,1,lag_04__CT_shots_fired_sum,CT_shots_fired_sum,False,-15.979043960571289,0.0009410757920704782,-0.015037491451723617
82958,15.0,-0.1528320014476776,2,lag_11__T1__flash_duration,T1__flash_duration,True,6.753596305847168,-0.0012812085915356874,-0.008652765610815072
82958,15.0,-0.1528320014476776,3,lag_04__CT4__shots_fired,CT4__shots_fired,False,-8.61989688873291,0.0008795250323601067,-0.007581415090003596
82958,15.0,-0.1528320014476776,4,lag_00__T_kills_last_3s,T_kills_last_3s,False,3.1681017875671387,-0.001864213147200644,-0.005906017004052522
82958,15.0,-0.1528320014476776,5,lag_08__CT1__flash_duration,CT1__flash_duration,True,5.984687328338623,-0.0009850430069491267,-0.005895174401557013
82958,15.0,-0.1528320014476776,6,lag_00__kill_diff_last_3s,kill_diff_last_3s,False,-2.4069459438323975,0.0022285745944827795,-0.005364058580718256
82958,15.0,-0.1528320014476776,7,lag_07__CT_shots_fired_sum,CT_shots_fired_sum,False,3.4737050533294678,-0.0011614883551374078,-0.004034667968624145
82958,15.0,-0.1528320014476776,8,lag_14__CT_B_site_active_infernos,CT_B_site_active_infernos,True,3.435478687286377,0.0009105074568651617,0.003128028962675583
82958,15.0,-0.1528320014476776,9,lag_08__CT4__duck_amount,CT4__duck_amount,False,3.6725916862487793,-0.0008356141042895615,-0.003068869412326064
82958,15.0,-0.1528320014476776,10,lag_13__CT_place_TOPOFMID,CT_place_TOPOFMID,False,-3.6288270950317383,0.000680553843267262,-0.002469612226076223
82958,15.0,-0.1528320014476776,11,lag_10__CT_place_SIDEENTRANCE,CT_place_SIDEENTRANCE,False,4.025265216827393,-0.0006072628893889487,-0.0024443941861274354
82958,15.0,-0.1528320014476776,12,lag_04__CT2__duck_amount,CT2__duck_amount,False,-3.8097944259643555,0.0006182407960295677,-0.002355370338617213
82958,15.0,-0.1528320014476776,13,lag_05__CT_shots_fired_sum,CT_shots_fired_sum,False,6.947410583496094,0.0003048002254217863,0.0021175723119473133
82958,15.0,-0.1528320014476776,14,lag_07__CT4__shots_fired,CT4__shots_fired,False,2.6937177181243896,-0.0007731799269095063,-0.0020827284684142577
82958,15.0,-0.1528320014476776,15,lag_10__T_place_TSIDELOWER,T_place_TSIDELOWER,False,3.7480411529541016,-0.0005337666370905936,-0.002000579321889462
82958,15.0,-0.1528320014476776,16,lag_13__CT_place_MIDDLE,CT_place_MIDDLE,False,2.6229028701782227,-0.0007498003542423248,-0.001966653501202842
82958,15.0,-0.1528320014476776,17,lag_05__CT1__duck_amount,CT1__duck_amount,False,-3.8154516220092773,0.0005102207651361823,-0.0019467226459216613
82958,15.0,-0.1528320014476776,18,lag_14__CT_place_TOPOFMID,CT_place_TOPOFMID,False,-3.62882661819458,0.0005249023088254035,-0.001904779470217416
82958,15.0,-0.1528320014476776,19,lag_00__T1__shots_fired,T1__shots_fired,False,-4.183673858642578,0.00044970825547352433,-0.0018814326724403418
82958,15.0,-0.1528320014476776,20,lag_03__T_place_TSIDELOWER,T_place_TSIDELOWER,False,-3.7480411529541016,0.0004981550737284124,-0.0018671057168869742
82990,15.5,-0.08085338771343231,1,lag_08__CT_shots_fired_sum,CT_shots_fired_sum,False,3.4737050533294678,-0.0019672359339892864,-0.0068335974049898995
82990,15.5,-0.08085338771343231,2,lag_12__T1__flash_duration,T1__flash_duration,True,6.753596305847168,-0.0009977866429835558,-0.0067386481860773895
82990,15.5,-0.08085338771343231,3,lag_07__CT_shots_fired_sum,CT_shots_fired_sum,False,4.863186836242676,-0.0011614883551374078,-0.0056485348791534
82990,15.5,-0.08085338771343231,4,lag_05__CT_shots_fired_sum,CT_shots_fired_sum,False,-15.979043960571289,0.0003048002254217863,-0.004870416201206762
82990,15.5,-0.08085338771343231,5,lag_11__CT_B_site_active_infernos,CT_B_site_active_infernos,True,3.435478448867798,-0.0013177281944081187,-0.004527026813354568
82990,15.5,-0.08085338771343231,6,lag_08__CT4__shots_fired,CT4__shots_fired,False,2.6937177181243896,-0.0016530366847291589,-0.004452814206364536
82990,15.5,-0.08085338771343231,7,lag_00__CT_B_site_active_infernos,CT_B_site_active_infernos,True,-3.435478687286377,0.001210582908242941,-0.004158931780461783
82990,15.5,-0.08085338771343231,8,lag_09__CT1__flash_duration,CT1__flash_duration,True,5.984687328338623,0.0006118319579400122,0.0036616229657562005
82990,15.5,-0.08085338771343231,9,lag_10__T5__flash_duration,T5__flash_duration,True,-1.311143398284912,0.002157669048756361,-0.002829013528960589
82990,15.5,-0.08085338771343231,10,lag_09__CT4__duck_amount,CT4__duck_amount,False,3.6725916862487793,-0.000686066981870681,-0.002519643893828055
82990,15.5,-0.08085338771343231,11,lag_07__CT1__duck_amount,CT1__duck_amount,False,3.8154516220092773,-0.0006554348510690033,-0.002500779965632638
82990,15.5,-0.08085338771343231,12,lag_09__T1__flash_duration,T1__flash_duration,True,-2.491861343383789,-0.0009456107509322464,0.002356330876136181
82990,15.5,-0.08085338771343231,13,lag_09__T2__is_walking,T2__is_walking,False,2.2968344688415527,-0.0009741984540596604,-0.002237572588776382
82990,15.5,-0.08085338771343231,14,lag_12__T5__is_walking,T5__is_walking,False,2.3193888664245605,-0.000953485956415534,-0.0022115047116023634
