feature,coefficient,abs_coefficient
lag_00__T_place_RESTROOM,0.00028603835380636156,0.00028603835380636156
lag_03__CT_place_RESTROOM,-0.0002558743581175804,0.0002558743581175804
lag_01__CT_place_STORAGEROOM,0.0002558743581175804,0.0002558743581175804
lag_00__CT_place_STORAGEROOM,0.0002558743581175804,0.0002558743581175804
lag_02__CT_place_STORAGEROOM,0.0002558743581175804,0.0002558743581175804
lag_09__CT_place_RESTROOM,0.0002555360842961818,0.0002555360842961818
lag_01__T_place_WATER,-0.00017745867080520838,0.00017745867080520838
lag_07__T_place_WATER,0.0001762543251970783,0.0001762543251970783
lag_00__CT_place_UPPERPARK,-0.00014374869351740927,0.00014374869351740927
lag_01__CT_place_UPPERPARK,-0.00014374869351740927,0.00014374869351740927
lag_02__CT_place_UPPERPARK,-0.00014374869351740927,0.00014374869351740927
lag_06__T_place_CONNECTOR,0.00014346960233524442,0.00014346960233524442
lag_02__T_place_PIPE,-0.0001431755954399705,0.0001431755954399705
lag_00__T_place_PIPE,-0.0001431755954399705,0.0001431755954399705
lag_06__CT_place_UPPERPARK,0.00014276047295425087,0.00014276047295425087
lag_07__CT_place_UPPERPARK,0.00014276047295425087,0.00014276047295425087
lag_08__CT_place_UPPERPARK,0.00014276047295425087,0.00014276047295425087
lag_06__T_place_PIPE,0.00014264558558352292,0.00014264558558352292
lag_08__T_place_PIPE,0.00014264558558352292,0.00014264558558352292
lag_05__T_place_PIPE,0.00014264558558352292,0.00014264558558352292
lag_03__T_place_LOWERPARK,0.00012514990521594882,0.00012514990521594882
lag_04__T_place_LOWERPARK,0.00012514990521594882,0.00012514990521594882
lag_04__CT_place_FOUNTAIN,0.0001250558707397431,0.0001250558707397431
lag_03__CT_place_FOUNTAIN,0.0001250558707397431,0.0001250558707397431
lag_02__T_place_WATER,-0.00011830577568616718,0.00011830577568616718
lag_08__T_place_WATER,0.00011710144462995231,0.00011710144462995231
lag_09__T_place_CANAL,0.00010372662654845044,0.00010372662654845044
lag_09__CT_place_WALKWAY,9.211649012286216e-05,9.211649012286216e-05
lag_02__T_place_UPPERPARK,9.000346472021192e-05,9.000346472021192e-05
lag_02__CT_place_BACKOFA,8.46192633616738e-05,8.46192633616738e-05
lag_03__CT_place_BACKOFA,8.46192633616738e-05,8.46192633616738e-05
lag_04__CT_place_BACKOFA,-8.46192633616738e-05,8.46192633616738e-05
lag_10__CT_place_BACKOFA,8.381379302591085e-05,8.381379302591085e-05
lag_05__T_place_LOWERPARK,8.244055061368272e-05,8.244055061368272e-05
lag_03__CT_place_WATER,7.619438110850751e-05,7.619438110850751e-05
lag_02__CT_place_WATER,7.619438110850751e-05,7.619438110850751e-05
lag_01__CT_place_WATER,7.619438110850751e-05,7.619438110850751e-05
lag_04__CT_place_WATER,7.619438110850751e-05,7.619438110850751e-05
lag_06__CT_place_WATER,7.51669067540206e-05,7.51669067540206e-05
lag_05__CT_place_WATER,7.51669067540206e-05,7.51669067540206e-05
lag_07__CT_place_WATER,7.51669067540206e-05,7.51669067540206e-05
lag_03__CT_place_UPPERPARK,-7.187434675870463e-05,7.187434675870463e-05
lag_09__CT_place_UPPERPARK,7.088612619554624e-05,7.088612619554624e-05
lag_04__T_place_CANAL,7.002750498941168e-05,7.002750498941168e-05
lag_00__CT3__shots_fired,6.11408831900917e-05,6.11408831900917e-05
lag_02__CT_place_CANAL,-5.8731642639031634e-05,5.8731642639031634e-05
lag_01__CT_place_CANAL,-5.8731642639031634e-05,5.8731642639031634e-05
lag_00__CT_place_CANAL,-5.8731642639031634e-05,5.8731642639031634e-05
lag_06__CT_place_CANAL,5.7675653806654736e-05,5.7675653806654736e-05
lag_05__CT_place_CANAL,5.7675653806654736e-05,5.7675653806654736e-05
lag_07__CT_place_CANAL,5.7675653806654736e-05,5.7675653806654736e-05
lag_08__CT_place_CANAL,5.7675653806654736e-05,5.7675653806654736e-05
lag_01__CT_place_SNIPERSNEST,5.035831418354064e-05,5.035831418354064e-05
lag_00__CT_place_SNIPERSNEST,5.035831418354064e-05,5.035831418354064e-05
lag_01__T_place_CONNECTOR,4.8235582653433084e-05,4.8235582653433084e-05
lag_00__T_place_CONNECTOR,-4.823557537747547e-05,4.823557537747547e-05
lag_02__CT_place_LOWERPARK,4.728880958282389e-05,4.728880958282389e-05
lag_05__T_place_CONNECTOR,4.699844430433586e-05,4.699844430433586e-05
lag_03__CT_place_WALKWAY,-4.678186814999208e-05,4.678186814999208e-05
lag_04__CT_place_WALKWAY,4.678186451201327e-05,4.678186451201327e-05
lag_04__CT_macro_A,-4.5778662752127275e-05,4.5778662752127275e-05
lag_04__CT_place_BOMBSITEA,-4.5778662752127275e-05,4.5778662752127275e-05
lag_08__CT_place_WALKWAY,4.533462197287008e-05,4.533462197287008e-05
lag_01__T_place_UPPERPARK,4.500173236010596e-05,4.500173236010596e-05
lag_04__centroid_distance_xy,-4.319605795899406e-05,4.319605795899406e-05
lag_04__T_place_TSPAWN,-4.207861275062896e-05,4.207861275062896e-05
lag_03__CT_active_infernos,-4.202382478979416e-05,4.202382478979416e-05
lag_02__T_place_LOWERPARK,4.1716637497302145e-05,4.1716637497302145e-05
lag_10__T_place_TSPAWN,3.902785829268396e-05,3.902785829268396e-05
lag_10__CT_macro_A,3.89790438930504e-05,3.89790438930504e-05
lag_10__CT_place_BOMBSITEA,3.89790438930504e-05,3.89790438930504e-05
lag_09__CT_active_infernos,3.8901485822862014e-05,3.8901485822862014e-05
lag_01__CT4__is_scoped,3.8286867493297905e-05,3.8286867493297905e-05
lag_00__CT4__is_scoped,-3.8286867493297905e-05,3.8286867493297905e-05
lag_03__T_place_ALLEY,-3.793913492700085e-05,3.793913492700085e-05
lag_09__T_place_ALLEY,3.6444438592297956e-05,3.6444438592297956e-05
lag_01__CT3__duck_amount,-3.602165816118941e-05,3.602165816118941e-05
lag_04__T_closest_enemy_dist,-3.597443355829455e-05,3.597443355829455e-05
lag_08__CT4__is_scoped,3.587749233702198e-05,3.587749233702198e-05
lag_06__CT4__is_scoped,3.587749233702198e-05,3.587749233702198e-05
lag_09__active_infernos_total,3.573962749214843e-05,3.573962749214843e-05
lag_04__T4__duck_amount,3.56324489985127e-05,3.56324489985127e-05
lag_03__T4__duck_amount,3.56324489985127e-05,3.56324489985127e-05
lag_00__T4__duck_amount,-3.56324489985127e-05,3.56324489985127e-05
lag_04__CT_closest_enemy_dist,-3.556233423296362e-05,3.556233423296362e-05
lag_04__CT5__duck_amount,3.5342021874384955e-05,3.5342021874384955e-05
lag_03__T_place_CANAL,-3.501375613268465e-05,3.501375613268465e-05
lag_00__T_place_CANAL,-3.501375249470584e-05,3.501375249470584e-05
lag_00__CT2__duck_amount,3.4821958251995966e-05,3.4821958251995966e-05
lag_02__CT1__duck_amount,-3.387594551895745e-05,3.387594551895745e-05
lag_01__CT1__duck_amount,-3.387594551895745e-05,3.387594551895745e-05
lag_03__CT4__duck_amount,-3.376892345841043e-05,3.376892345841043e-05
lag_08__T_place_CANAL,3.369911792105995e-05,3.369911792105995e-05
lag_07__T_place_CANAL,3.369911792105995e-05,3.369911792105995e-05
lag_05__T_place_CANAL,3.369911792105995e-05,3.369911792105995e-05
lag_06__T_place_CANAL,3.369911792105995e-05,3.369911792105995e-05
lag_07__CT3__duck_amount,3.3005802833940834e-05,3.3005802833940834e-05
lag_06__T4__duck_amount,3.252817623433657e-05,3.252817623433657e-05
lag_00__CT5__flash,-3.2354855648009107e-05,3.2354855648009107e-05
lag_01__CT5__flash,-3.2354855648009107e-05,3.2354855648009107e-05
lag_02__CT5__flash,-3.2354855648009107e-05,3.2354855648009107e-05
lag_03__CT5__flash,-3.2354855648009107e-05,3.2354855648009107e-05
lag_05__CT5__duck_amount,3.229395588277839e-05,3.229395588277839e-05
lag_10__CT_closest_enemy_dist,3.203713640687056e-05,3.203713640687056e-05
lag_09__T5__duck_amount,3.1649626180296764e-05,3.1649626180296764e-05
lag_10__T_closest_enemy_dist,3.0913281079847366e-05,3.0913281079847366e-05
lag_10__centroid_distance_xy,3.064303382416256e-05,3.064303382416256e-05
lag_01__spread_diff,-3.061741153942421e-05,3.061741153942421e-05
lag_08__CT1__duck_amount,3.056408240809105e-05,3.056408240809105e-05
lag_07__CT1__duck_amount,3.056408240809105e-05,3.056408240809105e-05
lag_09__CT4__duck_amount,3.048699909413699e-05,3.048699909413699e-05
lag_01__T_kills_last_3s,3.0442648494499736e-05,3.0442648494499736e-05
lag_06__CT4__X,-2.9388487746473402e-05,2.9388487746473402e-05
lag_00__CT_B_site_active_infernos,-2.93852044706e-05,2.93852044706e-05
lag_07__CT4__X,-2.8519139959826134e-05,2.8519139959826134e-05
lag_03__T_A_site_active_infernos,2.8458103770390153e-05,2.8458103770390153e-05
lag_08__CT4__X,-2.845502422132995e-05,2.845502422132995e-05
lag_09__CT4__X,-2.8380858566379175e-05,2.8380858566379175e-05
lag_02__T4__has_bomb,-2.7379815946915187e-05,2.7379815946915187e-05
lag_03__T4__has_bomb,-2.7379815946915187e-05,2.7379815946915187e-05
lag_04__T4__has_bomb,-2.7379815946915187e-05,2.7379815946915187e-05
lag_04__CT_molly_inv,-2.7290789148537442e-05,2.7290789148537442e-05
lag_06__CT_B_site_active_infernos,2.7124206098960713e-05,2.7124206098960713e-05
lag_01__T5__has_bomb,2.6911880922853015e-05,2.6911880922853015e-05
lag_00__T5__has_bomb,2.6911880922853015e-05,2.6911880922853015e-05
lag_03__active_infernos_total,-2.681092155398801e-05,2.681092155398801e-05
lag_00__T3__has_bomb,-2.6720634195953608e-05,2.6720634195953608e-05
lag_03__T3__has_bomb,2.6720634195953608e-05,2.6720634195953608e-05
lag_04__T3__has_bomb,2.6720634195953608e-05,2.6720634195953608e-05
lag_04__T_velocity_mean,-2.662954830157105e-05,2.662954830157105e-05
lag_02__CT_kills_last_3s,2.640238199091982e-05,2.640238199091982e-05
lag_01__T_spread_xy,2.6357067326898687e-05,2.6357067326898687e-05
