feature,coefficient,abs_coefficient,base_feature,is_utility
lag_00__kill_diff_last_3s,0.004206046462059021,0.004206046462059021,kill_diff_last_3s,False
lag_00__CT_place_UNKNOWN,0.0034506216179579496,0.0034506216179579496,CT_place_UNKNOWN,False
lag_00__closest_enemy_dist_diff,0.0033221649937331676,0.0033221649937331676,closest_enemy_dist_diff,False
lag_03__CT_place_WATER,-0.0032709294464439154,0.0032709294464439154,CT_place_WATER,False
lag_00__CT_place_WATER,0.003255698597058654,0.003255698597058654,CT_place_WATER,False
lag_11__CT_shots_fired_sum,0.0031859446316957474,0.0031859446316957474,CT_shots_fired_sum,False
lag_12__T_bomb_zone_count,0.003120654495432973,0.003120654495432973,T_bomb_zone_count,False
lag_00__T_kills_last_3s,-0.0030399819370359182,0.0030399819370359182,T_kills_last_3s,False
lag_14__T_bomb_zone_count,0.0030281853396445513,0.0030281853396445513,T_bomb_zone_count,False
lag_00__T_bomb_zone_count,-0.002772441366687417,0.002772441366687417,T_bomb_zone_count,False
lag_00__CT_shots_fired_sum,0.0027676753234118223,0.0027676753234118223,CT_shots_fired_sum,False
lag_11__CT4__shots_fired,0.0025919158942997456,0.0025919158942997456,CT4__shots_fired,False
lag_13__T2__duck_amount,-0.002426476450636983,0.002426476450636983,T2__duck_amount,False
lag_03__CT_place_RUINS,0.0023560181725770235,0.0023560181725770235,CT_place_RUINS,False
lag_00__CT_kills_last_3s,0.002274785889312625,0.002274785889312625,CT_kills_last_3s,False
lag_00__T_shots_fired_sum,-0.0021821733098477125,0.0021821733098477125,T_shots_fired_sum,False
lag_05__T_duck_amount_mean,-0.002173563465476036,0.002173563465476036,T_duck_amount_mean,False
lag_08__T3__has_bomb,-0.0020650767255574465,0.0020650767255574465,T3__has_bomb,False
lag_07__CT3__is_scoped,0.002054489217698574,0.002054489217698574,CT3__is_scoped,False
lag_05__T3__duck_amount,-0.002045517787337303,0.002045517787337303,T3__duck_amount,False
lag_03__T_place_TUNNEL,-0.0020427110139280558,0.0020427110139280558,T_place_TUNNEL,False
lag_00__spread_diff,0.00202208966948092,0.00202208966948092,spread_diff,False
lag_00__CT5__alive,0.0020077780354768038,0.0020077780354768038,CT5__alive,False
lag_00__CT4__shots_fired,0.0019693977665156126,0.0019693977665156126,CT4__shots_fired,False
lag_01__CT_shots_fired_sum,0.0018962619360536337,0.0018962619360536337,CT_shots_fired_sum,False
lag_03__CT_place_HOUSE,0.001892991247586906,0.001892991247586906,CT_place_HOUSE,False
lag_00__CT5__armor,0.0018803878920152783,0.0018803878920152783,CT5__armor,False
lag_05__CT_place_TOPOFMID,0.0018795391079038382,0.0018795391079038382,CT_place_TOPOFMID,False
lag_15__T2__duck_amount,-0.0018655434250831604,0.0018655434250831604,T2__duck_amount,False
lag_00__CT_burning_players,0.0017969536129385233,0.0017969536129385233,CT_burning_players,False
lag_01__T_place_WATER,-0.0017722402699291706,0.0017722402699291706,T_place_WATER,False
lag_00__alive_diff,0.0017512438353151083,0.0017512438353151083,alive_diff,False
lag_12__T_place_WATER,0.0017365271924063563,0.0017365271924063563,T_place_WATER,False
lag_00__CT_spread_xy,0.001718285377137363,0.001718285377137363,CT_spread_xy,False
lag_13__CT_place_TOPOFMID,0.001701404806226492,0.001701404806226492,CT_place_TOPOFMID,False
lag_04__CT_place_HOUSE,0.0016902979696169496,0.0016902979696169496,CT_place_HOUSE,False
lag_02__CT4__duck_amount,0.0016693748766556382,0.0016693748766556382,CT4__duck_amount,False
lag_00__CT5__has_helmet,0.0016596612986177206,0.0016596612986177206,CT5__has_helmet,False
lag_10__T_velocity_mean,0.0016333404928445816,0.0016333404928445816,T_velocity_mean,False
lag_10__CT_velocity_mean,0.0016268622130155563,0.0016268622130155563,CT_velocity_mean,False
lag_01__T3__duck_amount,-0.0016233725473284721,0.0016233725473284721,T3__duck_amount,False
lag_13__T_B_site_active_infernos,-0.0016162899555638433,0.0016162899555638433,T_B_site_active_infernos,True
lag_00__CT5__hp,0.0016087768599390984,0.0016087768599390984,CT5__hp,False
lag_05__T_bomb_zone_count,0.0016065381933003664,0.0016065381933003664,T_bomb_zone_count,False
lag_00__T1__is_walking,0.0015831256750971079,0.0015831256750971079,T1__is_walking,False
lag_00__T3__duck_amount,-0.0015768100274726748,0.0015768100274726748,T3__duck_amount,False
lag_04__CT_B_site_active_infernos,0.0015718097565695643,0.0015718097565695643,CT_B_site_active_infernos,True
lag_07__CT4__duck_amount,-0.001560402219183743,0.001560402219183743,CT4__duck_amount,False
lag_03__CT_place_TOPOFMID,0.0015568109229207039,0.0015568109229207039,CT_place_TOPOFMID,False
lag_00__CT5__duck_amount,0.0015561351319774985,0.0015561351319774985,CT5__duck_amount,False
lag_02__T_unique_places,-0.0015513913240283728,0.0015513913240283728,T_unique_places,False
lag_04__T2__duck_amount,-0.0015373961068689823,0.0015373961068689823,T2__duck_amount,False
lag_07__CT_B_site_active_infernos,0.0015349154127761722,0.0015349154127761722,CT_B_site_active_infernos,True
lag_06__CT_velocity_mean,0.001525683794170618,0.001525683794170618,CT_velocity_mean,False
lag_00__CT_money_sum,0.0015208926051855087,0.0015208926051855087,CT_money_sum,False
lag_09__CT3__duck_amount,0.001515475451014936,0.001515475451014936,CT3__duck_amount,False
lag_08__CT3__is_scoped,0.001512314542196691,0.001512314542196691,CT3__is_scoped,False
lag_14__CT_place_SIDEHALL,0.001510354341007769,0.001510354341007769,CT_place_SIDEHALL,False
lag_07__T2__duck_amount,-0.0015076464042067528,0.0015076464042067528,T2__duck_amount,False
lag_00__CT4__alive,0.0014843577519059181,0.0014843577519059181,CT4__alive,False
lag_01__CT_place_WATER,0.0014842543751001358,0.0014842543751001358,CT_place_WATER,False
lag_01__kill_diff_last_3s,0.0014826522674411535,0.0014826522674411535,kill_diff_last_3s,False
lag_13__T_active_infernos,-0.0014716030564159155,0.0014716030564159155,T_active_infernos,True
lag_00__CT5__flash,0.0014655545819550753,0.0014655545819550753,CT5__flash,True
lag_14__T1__is_walking,0.0014579708222299814,0.0014579708222299814,T1__is_walking,False
lag_06__CT4__is_walking,-0.001454851240850985,0.001454851240850985,CT4__is_walking,False
lag_12__CT_place_SIDEHALL,0.0014479124220088124,0.0014479124220088124,CT_place_SIDEHALL,False
lag_00__CT_start_balance_sum,0.0014461164828389883,0.0014461164828389883,CT_start_balance_sum,False
lag_04__CT4__is_walking,-0.0014366861432790756,0.0014366861432790756,CT4__is_walking,False
lag_01__CT4__is_walking,0.0014330680714920163,0.0014330680714920163,CT4__is_walking,False
lag_14__T2__duck_amount,-0.0014212303794920444,0.0014212303794920444,T2__duck_amount,False
lag_00__bomb_events_last_5s,0.001420172629877925,0.001420172629877925,bomb_events_last_5s,False
lag_08__T2__duck_amount,-0.00141753104981035,0.00141753104981035,T2__duck_amount,False
