feature,block,rows,non_null,zero,nonzero,nonzero_ratio,unique_count,unique_overflow,min,max,mean,std,constant,rare_nonzero,forbidden,leak_suspicious
CT_place_APARTMENTS,position,1873218,1873218,1784912,88306,0.04714133645950445,5.0,False,0.0,4.0,0.05467169331065578,0.26033387314346484,False,False,False,False
CT_place_ARAMP,position,1873218,1873218,1830557,42661,0.022774177912020917,4.0,False,0.0,3.0,0.023540239310106993,0.15672607268073357,False,False,False,False
CT_place_ARCH,position,1873218,1873218,1786383,86835,0.04635605679637928,6.0,False,0.0,5.0,0.05146597993399594,0.24548695492223527,False,False,False,False
CT_place_BACKALLEY,position,1873218,1873218,1866563,6655,0.0035527098287545817,6.0,False,0.0,5.0,0.0038164271323465823,0.06623406539380888,False,False,False,False
CT_place_BACKOFA,position,1873218,1873218,1862234,10984,0.005863706199705533,5.0,False,0.0,4.0,0.007300271511377747,0.1045591397687431,False,False,False,False
CT_place_BACKOFB,position,1873218,1873218,1832670,40548,0.021646172522365257,5.0,False,0.0,4.0,0.024000409989654168,0.1688483247639873,False,False,False,False
CT_place_BALCONY,position,1873218,1873218,1828010,45208,0.02413387016353676,3.0,False,0.0,2.0,0.024460046828505812,0.15656981275964796,False,False,False,False
CT_place_BANANA,position,1873218,1873218,1777293,95925,0.0512086687187503,5.0,False,0.0,4.0,0.07122342407557476,0.3308200799556536,False,False,False,False
CT_place_BDOORS,position,1873218,1873218,1815632,57586,0.03074175029281162,6.0,False,0.0,5.0,0.035072266014953946,0.20779061714517866,False,False,False,False
CT_place_BOMBSITEA,position,1873218,1873218,1111809,761409,0.40647111014307996,6.0,False,0.0,5.0,0.5539339254694328,0.7741502087970282,False,False,False,False
CT_place_BOMBSITEB,position,1873218,1873218,1094405,778813,0.4157620736080905,6.0,False,0.0,5.0,0.5945757514608551,0.8118613724535343,False,False,False,False
CT_place_BRICKS,position,1873218,1873218,1867920,5298,0.0028282880049198757,4.0,False,0.0,3.0,0.0028688598977801836,0.054277472785235224,False,False,False,False
CT_place_BRIDGE,position,1873218,1873218,1863401,9817,0.005240714108021597,5.0,False,0.0,4.0,0.005971008179507137,0.08674752349270165,False,False,False,False
CT_place_CANAL,position,1873218,1873218,1841583,31635,0.016888050403103108,6.0,False,0.0,5.0,0.020244306855902516,0.16551352460124705,False,False,False,False
CT_place_CATWALK,position,1873218,1873218,1776308,96910,0.05173450180384771,5.0,False,0.0,4.0,0.05603405476564927,0.24927754138181876,False,False,False,False
CT_place_CONNECTOR,position,1873218,1873218,1768175,105043,0.05607622818059617,6.0,False,0.0,5.0,0.06407903404729189,0.28010297993111805,False,False,False,False
CT_place_CONSTRUCTION,position,1873218,1873218,1865271,7947,0.004242432007379814,4.0,False,0.0,3.0,0.004936958752264819,0.0799858112761803,False,False,False,False
CT_place_CONTROL,position,1873218,1873218,1860074,13144,0.007016802102051123,6.0,False,0.0,5.0,0.007844255180123189,0.09770635853835014,False,False,False,False
CT_place_CRANE,position,1873218,1873218,1867037,6181,0.0032996693390731887,3.0,False,0.0,2.0,0.003349850364453043,0.05864291020872451,False,False,False,False
CT_place_CTSIDEUPPER,position,1873218,1873218,1863387,9831,0.005248187877759022,6.0,False,0.0,5.0,0.011239482003696313,0.1960569455270641,False,False,False,False
CT_place_CTSPAWN,position,1873218,1873218,1430285,442933,0.23645566079335134,6.0,False,0.0,5.0,0.40223348270195997,0.9591493780616314,False,False,False,False
CT_place_DECON,position,1873218,1873218,1865888,7330,0.003913052298237578,4.0,False,0.0,3.0,0.004002203694391149,0.06463204336070168,False,False,False,False
CT_place_ELECTRICALBOX,position,1873218,1873218,1860716,12502,0.006674076375520628,3.0,False,0.0,2.0,0.006849709964350119,0.08458166831774709,False,False,False,False
CT_place_ENTRANCE,position,1873218,1873218,1864678,8540,0.00455899953982932,6.0,False,0.0,5.0,0.006614820058316757,0.11170740956020721,False,False,False,False
CT_place_EXTENDEDA,position,1873218,1873218,1832171,41047,0.021912559029434907,5.0,False,0.0,4.0,0.024974135418301555,0.17615895697825854,False,False,False,False
CT_place_FOUNTAIN,position,1873218,1873218,1856843,16375,0.008741641389309733,5.0,False,0.0,4.0,0.009199142865379257,0.10042430492861677,False,False,False,False
CT_place_GARAGE,position,1873218,1873218,1838232,34986,0.018676950573825363,3.0,False,0.0,2.0,0.019033022317744116,0.13922251925257595,False,False,False,False
CT_place_GRAVEYARD,position,1873218,1873218,1870923,2295,0.0012251643962421885,3.0,False,0.0,2.0,0.0012310366438930227,0.03523160070130341,False,False,False,False
CT_place_HEAVEN,utility,1873218,1873218,1818921,54297,0.02898594824521225,4.0,False,0.0,3.0,0.031450690736475946,0.18866908755354056,False,False,False,False
CT_place_HELL,utility,1873218,1873218,1844352,28866,0.015409845517179527,6.0,False,0.0,5.0,0.020588100263824072,0.18828513629216284,False,False,False,False
CT_place_HOLE,position,1873218,1873218,1859272,13946,0.007444942339866476,3.0,False,0.0,2.0,0.007518612355849667,0.08723200591559563,False,False,False,False
CT_place_HOUSE,position,1873218,1873218,1796672,76546,0.04086336988006735,6.0,False,0.0,5.0,0.05244397608820756,0.2864655340404064,False,False,False,False
CT_place_HUT,position,1873218,1873218,1856387,16831,0.00898507274647158,4.0,False,0.0,3.0,0.009633689191540973,0.10429070257850762,False,False,False,False
CT_place_HUTROOF,position,1873218,1873218,1834904,38314,0.02045357240855042,3.0,False,0.0,2.0,0.02100502984703329,0.1471962412737644,False,False,False,False
CT_place_IVY,position,1873218,1873218,1864428,8790,0.004692459713711912,6.0,False,0.0,5.0,0.005569559976468302,0.08752765610688748,False,False,False,False
CT_place_JUNGLE,position,1873218,1873218,1830894,42324,0.022594273597627185,5.0,False,0.0,4.0,0.02342226051639478,0.15675907311305973,False,False,False,False
CT_place_LADDER,position,1873218,1873218,1857270,15948,0.008513691412318267,4.0,False,0.0,3.0,0.008799296184427013,0.09706286561930118,False,False,False,False
CT_place_LIBRARY,position,1873218,1873218,1837288,35930,0.019180896190406027,5.0,False,0.0,4.0,0.020990616148253968,0.15627696755231688,False,False,False,False
CT_place_LOBBY,position,1873218,1873218,1851863,21355,0.011400168053050953,6.0,False,0.0,5.0,0.012795093790471798,0.12679006086017447,False,False,False,False
CT_place_LOCKERROOM,position,1873218,1873218,1860024,13194,0.007043494136827641,3.0,False,0.0,2.0,0.0070894044366432525,0.0844450435550138,False,False,False,False
CT_place_LONGA,position,1873218,1873218,1749154,124064,0.06623041205027926,6.0,False,0.0,5.0,0.08864905205907694,0.3687762622977381,False,False,False,False
CT_place_LONGDOG,position,1873218,1873218,1848039,25179,0.01344157487275907,6.0,False,0.0,5.0,0.016528775615011173,0.1507576193241653,False,False,False,False
CT_place_LONGDOORS,position,1873218,1873218,1800635,72583,0.03874775920368051,6.0,False,0.0,5.0,0.04335533824680309,0.2266680343462586,False,False,False,False
CT_place_LOWERMID,position,1873218,1873218,1871236,1982,0.0010580722585411843,4.0,False,0.0,3.0,0.001126403867569071,0.03562684478998098,False,False,False,False
CT_place_LOWERPARK,position,1873218,1873218,1829190,44028,0.02350393814281093,6.0,False,0.0,5.0,0.0317592506584925,0.22327192627105844,False,False,False,False
CT_place_LOWERTUNNEL,position,1873218,1873218,1850198,23020,0.012289012811109012,5.0,False,0.0,4.0,0.014399818921236075,0.13706067809774966,False,False,False,False
CT_place_MAIN,position,1873218,1873218,1846844,26374,0.014079514503917857,6.0,False,0.0,5.0,0.016914208597184097,0.15232848660791612,False,False,False,False
CT_place_MAINHALL,position,1873218,1873218,1855098,18120,0.00967319340301022,6.0,False,0.0,5.0,0.01142632624713194,0.12505636015197746,False,False,False,False
CT_place_MIDDLE,position,1873218,1873218,1724271,148947,0.07951397007716134,6.0,False,0.0,5.0,0.10228601262640014,0.3833393302926907,False,False,False,False
CT_place_MIDDOORS,position,1873218,1873218,1754995,118223,0.06311224854768639,6.0,False,0.0,5.0,0.08161997162102863,0.3448492436006316,False,False,False,False
CT_place_MINI,position,1873218,1873218,1824101,49117,0.026220653442364957,4.0,False,0.0,3.0,0.02686339763978352,0.16564395767965132,False,False,False,False
CT_place_OBSERVATION,position,1873218,1873218,1867402,5816,0.003104817485204605,5.0,False,0.0,4.0,0.0031902319964894634,0.0580249830653458,False,False,False,False
CT_place_OUTSIDE,position,1873218,1873218,1744616,128602,0.06865298112659605,6.0,False,0.0,5.0,0.10527178363650147,0.47215193984184883,False,False,False,False
CT_place_OUTSIDELONG,position,1873218,1873218,1860073,13145,0.007017335942746653,6.0,False,0.0,5.0,0.007886428595070088,0.09911070781278195,False,False,False,False
CT_place_OUTSIDETUNNEL,position,1873218,1873218,1870181,3037,0.0016212741923257196,4.0,False,0.0,3.0,0.0017114932698703515,0.043597553957171395,False,False,False,False
CT_place_PALACEALLEY,position,1873218,1873218,1867676,5542,0.002958545134629285,5.0,False,0.0,4.0,0.0032852556402938687,0.06285145229995269,False,False,False,False
CT_place_PALACEINTERIOR,position,1873218,1873218,1798167,75051,0.04006527804024945,6.0,False,0.0,5.0,0.04657866836641544,0.24626271933341326,False,False,False,False
CT_place_PIT,position,1873218,1873218,1789404,83814,0.04474332405518205,4.0,False,0.0,3.0,0.047708809118853224,0.22689916062968415,False,False,False,False
CT_place_QUAD,position,1873218,1873218,1853347,19871,0.01060794846088389,4.0,False,0.0,3.0,0.012182778512698469,0.12331872329310539,False,False,False,False
CT_place_RAFTERS,position,1873218,1873218,1821709,51509,0.02749760038607359,4.0,False,0.0,3.0,0.03040489681393196,0.18848816000649507,False,False,False,False
CT_place_RAMP,position,1873218,1873218,1726831,146387,0.0781473378966036,6.0,False,0.0,5.0,0.0911762539117177,0.33626992181872484,False,False,False,False
CT_place_RESTROOM,position,1873218,1873218,1867266,5952,0.0031774198197967347,4.0,False,0.0,3.0,0.0038580667065979506,0.07265084870440959,False,False,False,False
CT_place_RUINS,position,1873218,1873218,1785367,87851,0.04689843894303813,6.0,False,0.0,5.0,0.05779893210507266,0.28321868947467577,False,False,False,False
CT_place_SCAFFOLDING,position,1873218,1873218,1868850,4368,0.002331816158076636,3.0,False,0.0,2.0,0.002342492971987243,0.04856294190516724,False,False,False,False
CT_place_SECONDMID,position,1873218,1873218,1869493,3725,0.001988556590850611,4.0,False,0.0,3.0,0.002131625897252749,0.049308936966225694,False,False,False,False
CT_place_SECRET,position,1873218,1873218,1857161,16057,0.008571880048131078,5.0,False,0.0,4.0,0.00911693139826758,0.10081908327930866,False,False,False,False
CT_place_SHOP,position,1873218,1873218,1828525,44693,0.023858942205338622,6.0,False,0.0,5.0,0.0284611828415059,0.19445651285797633,False,False,False,False
CT_place_SHORTSTAIRS,position,1873218,1873218,1837852,35366,0.0188798100381269,5.0,False,0.0,4.0,0.022538220324596497,0.17308625294694385,False,False,False,False
CT_place_SIDEALLEY,position,1873218,1873218,1869069,4149,0.002214905045755486,5.0,False,0.0,4.0,0.002456201040135211,0.054918478255026666,False,False,False,False
CT_place_SIDEENTRANCE,position,1873218,1873218,1796429,76789,0.04099309316908123,6.0,False,0.0,5.0,0.04826880800846458,0.24752946280703364,False,False,False,False
CT_place_SIDEHALL,position,1873218,1873218,1804941,68277,0.036449041168726756,6.0,False,0.0,5.0,0.04287114473595705,0.23500191151638739,False,False,False,False
CT_place_SNIPERSNEST,position,1873218,1873218,1816996,56222,0.030013591584108202,5.0,False,0.0,4.0,0.031987734476179495,0.18742592335212807,False,False,False,False
CT_place_SQUEAKY,position,1873218,1873218,1864308,8910,0.004756520597175556,5.0,False,0.0,4.0,0.004927349619745273,0.07266334960978958,False,False,False,False
CT_place_STAIRS,position,1873218,1873218,1845093,28125,0.015014269561791527,5.0,False,0.0,4.0,0.015670893617293877,0.1302617223923133,False,False,False,False
CT_place_STORAGEROOM,position,1873218,1873218,1869799,3419,0.0018252013380183193,4.0,False,0.0,3.0,0.0019922934757193238,0.04825882930795465,False,False,False,False
CT_place_TMAIN,position,1873218,1873218,1862043,11175,0.005965669772551833,5.0,False,0.0,4.0,0.006616955421098879,0.08914750289463653,False,False,False,False
CT_place_TOPOFMID,position,1873218,1873218,1780038,93180,0.04974327600951945,6.0,False,0.0,5.0,0.058101619779438375,0.27160250213871756,False,False,False,False
CT_place_TRAMP,position,1873218,1873218,1865044,8174,0.0043636138452652065,4.0,False,0.0,3.0,0.004565939468871215,0.07039233850217749,False,False,False,False
CT_place_TROPHY,position,1873218,1873218,1865384,7834,0.004182108008784883,4.0,False,0.0,3.0,0.004410057985776349,0.06980067106917259,False,False,False,False
CT_place_TRUCK,position,1873218,1873218,1827470,45748,0.024422144139123157,4.0,False,0.0,3.0,0.02480704328060055,0.15800883068419008,False,False,False,False
CT_place_TSIDELOWER,position,1873218,1873218,1865280,7938,0.0042376274411200406,4.0,False,0.0,3.0,0.004591563822256672,0.07279909171148563,False,False,False,False
CT_place_TSIDEUPPER,position,1873218,1873218,1849366,23852,0.012733168269790275,6.0,False,0.0,5.0,0.014145176909468092,0.1303625288667621,False,False,False,False
CT_place_TSPAWN,position,1873218,1873218,1853136,20082,0.010720588847640797,6.0,False,0.0,5.0,0.012523902717142371,0.1295450390015382,False,False,False,False
CT_place_TSTAIRS,position,1873218,1873218,1871062,2156,0.0011509605395634678,5.0,False,0.0,4.0,0.0012224951927645368,0.03735013741622785,False,False,False,False
CT_place_TUNNEL,position,1873218,1873218,1867904,5314,0.0028368294560483617,5.0,False,0.0,4.0,0.003154464669888929,0.062170724312182055,False,False,False,False
CT_place_TUNNELS,position,1873218,1873218,1737624,135594,0.07238559526974436,6.0,False,0.0,5.0,0.08543372954989756,0.3275188994897343,False,False,False,False
CT_place_TUNNELSTAIRS,position,1873218,1873218,1865471,7747,0.004135663868273741,5.0,False,0.0,4.0,0.004448494515854535,0.0713713592348344,False,False,False,False
CT_place_UNDERA,position,1873218,1873218,1768756,104462,0.05576606673649303,6.0,False,0.0,5.0,0.07177114462918892,0.32650541068169203,False,False,False,False
CT_place_UNDERPASS,position,1873218,1873218,1822339,50879,0.02716128074788946,5.0,False,0.0,4.0,0.028415272541690288,0.1744656648047797,False,False,False,False
CT_place_UNKNOWN,position,1873218,1873218,1870669,2549,0.0013607599329069015,6.0,False,0.0,5.0,0.004467712780893628,0.1362599392293574,False,False,False,False
CT_place_UPPERPARK,position,1873218,1873218,1849452,23766,0.012687257969974663,5.0,False,0.0,4.0,0.015564659318883333,0.1497164258856952,False,False,False,False
CT_place_UPPERTUNNEL,position,1873218,1873218,1855379,17839,0.009523184167566189,6.0,False,0.0,5.0,0.011855000325642824,0.13099071228885084,False,False,False,False
CT_place_VENDING,position,1873218,1873218,1867579,5639,0.0030103276820957303,4.0,False,0.0,3.0,0.003179021341883326,0.059385085932383064,False,False,False,False
CT_place_VENTS,position,1873218,1873218,1847666,25552,0.013640697452191897,4.0,False,0.0,3.0,0.014029333478538002,0.12103424120821114,False,False,False,False
CT_place_WALKWAY,position,1873218,1873218,1815958,57260,0.030567718226068723,6.0,False,0.0,5.0,0.03494040736315795,0.20789116535514884,False,False,False,False
CT_place_WATER,position,1873218,1873218,1839317,33901,0.018097733419174918,5.0,False,0.0,4.0,0.020976202449474648,0.16339131863931364,False,False,False,False
CT_round_start_equip_sum,economy,1873218,1873218,50,1873168,0.9999733079652234,552.0,False,0.0,28850.0,6600.2866457614655,6827.257717466201,False,False,False,False
CT_scoped_count,other,1873218,1873218,1377174,496044,0.2648084739736646,4.0,False,0.0,3.0,0.27310115533803325,0.46387176538045116,False,False,False,False
CT_shots_fired_sum,combat,1873218,1873218,1775732,97486,0.052041994044473204,50.0,False,0.0,53.0,0.23698362924123087,1.430518117086708,False,False,False,False
CT_smoke_inv,utility,1873218,1873218,656528,1216690,0.6495186358448403,6.0,False,0.0,5.0,1.4976254765862809,1.5145586193034775,False,False,False,False
CT_smokes_last_5s,utility,1873218,1873218,1868232,4986,0.002661729707914402,5.0,False,0.0,4.0,0.002901424180207536,0.05841146354945712,False,False,False,False
CT_spread_xy,position,1873218,1873218,146895,1726323,0.9215814710300669,,True,0.0,3076.77099609375,778.9407308678424,428.2635688899966,False,False,False,False
CT_start_balance_sum,economy,1873218,1873218,19379,1853839,0.989654701161317,909.0,False,0.0,70950.0,7048.645966459857,8708.85789788818,False,False,False,False
CT_unique_places,position,1873218,1873218,0,1873218,1.0,5.0,False,1.0,5.0,3.058148597760645,1.2503130133184728,False,False,False,False
CT_utility_damage_last_5s,utility,1873218,1873218,1759153,114065,0.06089253893567113,206.0,False,0.0,294.0,1.5088089053169467,9.011856951619833,False,False,False,False
CT_utility_inv,utility,1873218,1873218,289388,1583830,0.8455129088018586,20.0,False,0.0,19.0,4.471815346638778,4.034553767258626,False,False,False,False
CT_velocity_mean,other,1873218,1873218,43095,1830123,0.9769941352261189,,True,0.0,1163.615634707303,115.2297588273739,67.87623021850935,False,False,False,False
CT_walking_count,other,1873218,1873218,657898,1215320,0.6487872740919637,6.0,False,0.0,5.0,1.1557031803025595,1.1147460324330396,False,False,False,False
T1__X,position,1873218,1873218,0,1873218,1.0,,True,-3959.9619140625,3411.7744140625,-83.06634713920546,1041.802320952801,False,False,False,False
T1__Y,position,1873218,1873218,0,1873218,1.0,,True,-3412.863525390625,3593.97021484375,-42.580311890408005,1223.0523107679835,False,False,False,False
T1__alive,state,1873218,1873218,416471,1456747,0.7776708316917732,2.0,False,0.0,1.0,0.7776708316917732,0.41581114610794045,False,False,False,False
T1__armor,state,1873218,1873218,561882,1311336,0.7000445223140073,97.0,False,0.0,100.0,65.30035906125181,44.18934494065038,False,False,False,False
T1__duck_amount,player_slot_numeric,1873218,1873218,1657694,215524,0.11505548206348647,,True,0.0,1.0,0.08132766622125809,0.25315846059165936,False,False,False,False
T1__flash,utility,1873218,1873218,1136523,736695,0.3932777711937425,3.0,False,0.0,2.0,0.5254508551594101,0.716727578584074,False,False,False,False
T1__flash_duration,utility,1873218,1873218,1787940,85278,0.0455248668334385,,True,0.0,5.31519079208374,0.12660323806916268,0.6575415065995008,False,False,False,False
T1__has_bomb,objective,1873218,1873218,1607864,265354,0.14165676392176457,2.0,False,0.0,1.0,0.14165676392176457,0.348697756168545,False,False,False,False
T1__has_helmet,utility,1873218,1873218,681746,1191472,0.6360562411849555,2.0,False,0.0,1.0,0.6360562411849555,0.48113272517531086,False,False,False,False
T1__hp,state,1873218,1873218,416471,1456747,0.7776708316917732,101.0,False,0.0,100.0,71.1312249828904,42.186031309071666,False,False,False,False
T1__is_scoped,player_slot_numeric,1873218,1873218,1813644,59574,0.03180302559552599,2.0,False,0.0,1.0,0.03180302559552599,0.17547533490065292,False,False,False,False
T1__is_walking,player_slot_numeric,1873218,1873218,1393792,479426,0.25593710929534097,2.0,False,0.0,1.0,0.25593710929534097,0.43638664665739446,False,False,False,False
T1__molly,utility,1873218,1873218,1350231,522987,0.2791917438333392,2.0,False,0.0,1.0,0.2791917438333392,0.4486019549763892,False,False,False,False
T1__shots_fired,combat,1873218,1873218,1656649,216569,0.1156133455903157,32.0,False,0.0,35.0,0.4491618167239478,1.6869956917270603,False,False,False,False
T1__smoke,utility,1873218,1873218,1289566,583652,0.3115771896276888,2.0,False,0.0,1.0,0.3115771896276888,0.463138040471089,False,False,False,False
T1__utility_total,utility,1873218,1873218,880828,992390,0.5297781678373793,5.0,False,0.0,4.0,1.1162197886204381,1.2720416780075294,False,False,False,False
T2__X,position,1873218,1873218,0,1873218,1.0,,True,-3959.97216796875,3485.601318359375,-67.77138955167669,1043.78550092307,False,False,False,False
T2__Y,position,1873218,1873218,0,1873218,1.0,,True,-3322.379638671875,3593.971923828125,-36.874787639267495,1240.9129258419998,False,False,False,False
T2__alive,state,1873218,1873218,418611,1454607,0.7765284126033382,2.0,False,0.0,1.0,0.7765284126033382,0.4165717669538803,False,False,False,False
T2__armor,state,1873218,1873218,548195,1325023,0.7073511999137313,98.0,False,0.0,100.0,66.10097436603748,43.87280084347325,False,False,False,False
T2__duck_amount,player_slot_numeric,1873218,1873218,1637231,235987,0.12597946421612433,,True,0.0,1.0,0.08758810130472697,0.26119503792497506,False,False,False,False
T2__flash,utility,1873218,1873218,1157876,715342,0.38187867082208266,3.0,False,0.0,2.0,0.491517805188718,0.6849863656339842,False,False,False,False
T2__flash_duration,utility,1873218,1873218,1793146,80072,0.04274569217250742,,True,0.0,5.309477806091309,0.11805290120918384,0.6370651507855155,False,False,False,False
T2__has_bomb,objective,1873218,1873218,1655140,218078,0.11641891119987102,2.0,False,0.0,1.0,0.11641891119987102,0.3207265943368394,False,False,False,False
T2__has_helmet,utility,1873218,1873218,663793,1209425,0.6456402831918122,2.0,False,0.0,1.0,0.6456402831918122,0.4783188349958725,False,False,False,False
T2__hp,state,1873218,1873218,418611,1454607,0.7765284126033382,101.0,False,0.0,100.0,70.68556035656287,42.228423829986575,False,False,False,False
T2__is_scoped,player_slot_numeric,1873218,1873218,1849333,23885,0.012750785012742778,2.0,False,0.0,1.0,0.012750785012742778,0.11219715902954759,False,False,False,False
T2__is_walking,player_slot_numeric,1873218,1873218,1399717,473501,0.25277410317432353,2.0,False,0.0,1.0,0.25277410317432353,0.43460252638329194,False,False,False,False
T2__molly,utility,1873218,1873218,1348683,524535,0.28001812923002023,2.0,False,0.0,1.0,0.28001812923002023,0.4490077688999823,False,False,False,False
T2__shots_fired,combat,1873218,1873218,1648299,224919,0.12007091539799425,34.0,False,0.0,35.0,0.45053752419632953,1.6808258393241025,False,False,False,False
T2__smoke,utility,1873218,1873218,1323544,549674,0.2934383504749581,2.0,False,0.0,1.0,0.2934383504749581,0.45533755055507313,False,False,False,False
T2__utility_total,utility,1873218,1873218,895954,977264,0.521703293476787,5.0,False,0.0,4.0,1.0649742848936963,1.2264601436006,False,False,False,False
T3__X,position,1873218,1873218,14,1873204,0.9999925262302626,,True,-3959.97265625,3497.93701171875,-103.13334848088617,1066.7880253693174,False,False,False,False
T3__Y,position,1873218,1873218,14,1873204,0.9999925262302626,,True,-3270.081298828125,3593.96875,-47.01244199688166,1219.802777652148,False,False,False,False
T3__alive,state,1873218,1873218,410514,1462704,0.7808509207150476,2.0,False,0.0,1.0,0.7808509207150476,0.41366986877643147,False,False,False,False
T3__armor,state,1873218,1873218,521645,1351573,0.7215246703800625,97.0,False,0.0,100.0,67.39076071231432,43.26174235724788,False,False,False,False
T3__duck_amount,player_slot_numeric,1873218,1873218,1634797,238421,0.12727883246904526,,True,0.0,1.0,0.09030387172342026,0.26491668879806374,False,False,False,False
T3__flash,utility,1873218,1873218,1172040,701178,0.37431735121059057,3.0,False,0.0,2.0,0.47521270882513406,0.6716965873259291,False,False,False,False
T3__flash_duration,utility,1873218,1873218,1790598,82620,0.04410591826471879,,True,0.0,5.3076171875,0.1224918364570808,0.6471252566962309,False,False,False,False
T3__has_bomb,objective,1873218,1873218,1660722,212496,0.11343901243742052,2.0,False,0.0,1.0,0.11343901243742052,0.31712868507065595,False,False,False,False
T3__has_helmet,utility,1873218,1873218,657155,1216063,0.6491839177287427,2.0,False,0.0,1.0,0.6491839177287427,0.47722547992652664,False,False,False,False
T3__hp,state,1873218,1873218,410514,1462704,0.7808509207150476,101.0,False,0.0,100.0,71.11929631254878,41.93467616186617,False,False,False,False
T3__is_scoped,player_slot_numeric,1873218,1873218,1829624,43594,0.02327225128095075,2.0,False,0.0,1.0,0.02327225128095075,0.15076688496240492,False,False,False,False
T3__is_walking,player_slot_numeric,1873218,1873218,1411551,461667,0.2464566323834172,2.0,False,0.0,1.0,0.2464566323834172,0.43094751506145423,False,False,False,False
T3__molly,utility,1873218,1873218,1334564,538654,0.28755542601021344,2.0,False,0.0,1.0,0.28755542601021344,0.4526226938436672,False,False,False,False
T3__shots_fired,combat,1873218,1873218,1660248,212970,0.11369205292710191,31.0,False,0.0,30.0,0.4431587781027088,1.7075159176867079,False,False,False,False
T3__smoke,utility,1873218,1873218,1299170,574048,0.3064501835878152,2.0,False,0.0,1.0,0.3064501835878152,0.46101894599550847,False,False,False,False
T3__utility_total,utility,1873218,1873218,887502,985716,0.5262153150354096,5.0,False,0.0,4.0,1.0692183184231627,1.2257685597474557,False,False,False,False
T4__X,position,1873218,1873218,1,1873217,0.9999994661593045,,True,-3959.970703125,3497.880615234375,-114.00206917664195,1051.664531261201,False,False,False,False
T4__Y,position,1873218,1873218,0,1873218,1.0,,True,-3295.78662109375,3593.96826171875,-22.172581735775086,1238.0658846293668,False,False,False,False
T4__alive,state,1873218,1873218,387757,1485461,0.7929995334232322,2.0,False,0.0,1.0,0.7929995334232322,0.40515586311167734,False,False,False,False
T4__armor,state,1873218,1873218,536567,1336651,0.7135586995213584,94.0,False,0.0,100.0,66.63574714742224,43.599580191608794,False,False,False,False
T4__duck_amount,player_slot_numeric,1873218,1873218,1636477,236741,0.12638198010055424,,True,0.0,1.0,0.09244228731542105,0.27061861500611956,False,False,False,False
T4__flash,utility,1873218,1873218,1120629,752589,0.40176263520850214,3.0,False,0.0,2.0,0.5458804047366618,0.7322093467837728,False,False,False,False
T4__flash_duration,utility,1873218,1873218,1794937,78281,0.04178958348681253,,True,0.0,5.326201438903809,0.1163177069612572,0.6296045930451223,False,False,False,False
T4__has_bomb,objective,1873218,1873218,1564902,308316,0.16459162788314013,2.0,False,0.0,1.0,0.16459162788314013,0.37081157467630116,False,False,False,False
T4__has_helmet,utility,1873218,1873218,664596,1208622,0.6452116091133013,2.0,False,0.0,1.0,0.6452116091133013,0.4784491494179144,False,False,False,False
T4__hp,state,1873218,1873218,387757,1485461,0.7929995334232322,101.0,False,0.0,100.0,72.57048939311922,41.31100472953402,False,False,False,False
T4__is_scoped,player_slot_numeric,1873218,1873218,1784719,88499,0.047244367713741804,2.0,False,0.0,1.0,0.047244367713741804,0.2121611119717055,False,False,False,False
T4__is_walking,player_slot_numeric,1873218,1873218,1398988,474230,0.25316327304136516,2.0,False,0.0,1.0,0.25316327304136516,0.43482367716621456,False,False,False,False
T4__molly,utility,1873218,1873218,1305794,567424,0.3029140228206221,2.0,False,0.0,1.0,0.3029140228206221,0.4595183539307758,False,False,False,False
T4__shots_fired,combat,1873218,1873218,1677153,196065,0.1046674759691611,32.0,False,0.0,35.0,0.3903384443241523,1.579770973857134,False,False,False,False
T4__smoke,utility,1873218,1873218,1293415,579803,0.30952243679059244,2.0,False,0.0,1.0,0.30952243679059244,0.4622967639015075,False,False,False,False
T4__utility_total,utility,1873218,1873218,856922,1016296,0.5425401635047282,5.0,False,0.0,4.0,1.1583168643478763,1.286862075183763,False,False,False,False
T5__X,position,1873218,1873218,100,1873118,0.999946615930447,,True,-3959.97119140625,3497.967041015625,-94.0839410427794,1063.7278638879422,False,False,False,False
T5__Y,position,1873218,1873218,100,1873118,0.999946615930447,,True,-3262.845947265625,3593.972412109375,-52.58662997918558,1242.0776025233095,False,False,False,False
T5__alive,state,1873218,1873218,395891,1477327,0.7886572732057882,2.0,False,0.0,1.0,0.7886572732057882,0.40826091978708784,False,False,False,False
T5__armor,state,1873218,1873218,520141,1353077,0.7223275667861402,94.0,False,0.0,100.0,67.69198726469637,43.285879345400105,False,False,False,False
T5__duck_amount,player_slot_numeric,1873218,1873218,1643802,229416,0.12247159700579431,,True,0.0,1.0,0.08761592536206014,0.26301684533014014,False,False,False,False
T5__flash,utility,1873218,1873218,1133810,739408,0.39472608100071643,3.0,False,0.0,2.0,0.5200820192844613,0.7073249529522823,False,False,False,False
T5__flash_duration,utility,1873218,1873218,1794394,78824,0.04207945898448552,,True,0.0,5.320283889770508,0.11761143496413347,0.6358377171423915,False,False,False,False
T5__has_bomb,objective,1873218,1873218,1622565,250653,0.13380877185677267,2.0,False,0.0,1.0,0.13380877185677267,0.3404467424296418,False,False,False,False
T5__has_helmet,utility,1873218,1873218,658827,1214391,0.6482913360858159,2.0,False,0.0,1.0,0.6482913360858159,0.47750359123454095,False,False,False,False
