feature,coefficient,abs_coefficient,base_feature,is_utility
lag_01__CT_place_CTSPAWN,-0.000304179236991331,0.000304179236991331,CT_place_CTSPAWN,False
lag_01__T_place_TSPAWN,-0.0002859265950974077,0.0002859265950974077,T_place_TSPAWN,False
lag_00__T_velocity_mean,-0.0002468375605531037,0.0002468375605531037,T_velocity_mean,False
lag_01__utility_inv_diff,0.00023577963293064386,0.00023577963293064386,utility_inv_diff,True
lag_01__smoke_inv_diff,0.00021723397367168218,0.00021723397367168218,smoke_inv_diff,True
lag_01__molly_inv_diff,0.00018981540051754564,0.00018981540051754564,molly_inv_diff,True
lag_01__T_round_start_equip_sum,-0.0001884418015833944,0.0001884418015833944,T_round_start_equip_sum,False
lag_00__CT_velocity_mean,-0.0001882786600617692,0.0001882786600617692,CT_velocity_mean,False
lag_01__armor_diff,0.0001823009952204302,0.0001823009952204302,armor_diff,False
lag_01__T_closest_enemy_dist,-0.00017857660714071244,0.00017857660714071244,T_closest_enemy_dist,False
lag_01__T2__has_bomb,-0.0001761017192620784,0.0001761017192620784,T2__has_bomb,False
lag_01__flash_inv_diff,0.00017462270625401288,0.00017462270625401288,flash_inv_diff,True
lag_01__equip_diff,0.0001674916420597583,0.0001674916420597583,equip_diff,False
lag_01__CT_armor_sum,0.00016556218906771392,0.00016556218906771392,CT_armor_sum,False
lag_01__CT_closest_enemy_dist,-0.00016116582264658064,0.00016116582264658064,CT_closest_enemy_dist,False
lag_01__centroid_distance_xy,-0.00015778093074914068,0.00015778093074914068,centroid_distance_xy,False
lag_01__T_utility_inv,-0.00015532643010374159,0.00015532643010374159,T_utility_inv,True
lag_01__T_smoke_inv,-0.0001525483385194093,0.0001525483385194093,T_smoke_inv,True
lag_01__T1__utility_total,-0.00015245121903717518,0.00015245121903717518,T1__utility_total,True
lag_01__T_molly_inv,-0.00015220507339108735,0.00015220507339108735,T_molly_inv,True
lag_01__T2__utility_total,-0.0001457935868529603,0.0001457935868529603,T2__utility_total,True
lag_01__T1__flash,-0.00013155009946785867,0.00013155009946785867,T1__flash,True
lag_01__T_start_balance_sum,-0.0001302700547967106,0.0001302700547967106,T_start_balance_sum,False
lag_01__T_money_sum,-0.00013012085400987417,0.00013012085400987417,T_money_sum,False
lag_01__T_flash_inv,-0.00012099988089175895,0.00012099988089175895,T_flash_inv,True
lag_01__T2__flash,-0.00012018785491818562,0.00012018785491818562,T2__flash,True
lag_02__CT_place_CTSPAWN,-0.00011747232201742008,0.00011747232201742008,CT_place_CTSPAWN,False
lag_01__T4__utility_total,-0.00011710606486303732,0.00011710606486303732,T4__utility_total,True
lag_01__CT_equip_value_sum,0.00011581431317608804,0.00011581431317608804,CT_equip_value_sum,False
lag_01__CT_unique_places,0.00011576098040677607,0.00011576098040677607,CT_unique_places,False
lag_01__CT_spread_xy,0.00011525264562806115,0.00011525264562806115,CT_spread_xy,False
lag_01__CT3__armor,0.00011496007937239483,0.00011496007937239483,CT3__armor,False
lag_01__CT_mean_Y,-0.00011471316975075752,0.00011471316975075752,CT_mean_Y,False
lag_01__CT5__armor,0.00011369289131835103,0.00011369289131835103,CT5__armor,False
lag_01__T1__molly,-0.00011274057033006102,0.00011274057033006102,T1__molly,True
lag_01__CT4__armor,0.00011264813656453043,0.00011264813656453043,CT4__armor,False
lag_01__T5__molly,-0.00011253118282184005,0.00011253118282184005,T5__molly,True
lag_01__CT2__armor,0.00011237904254812747,0.00011237904254812747,CT2__armor,False
lag_01__CT_macro_OTHER,-0.00011184160393895581,0.00011184160393895581,CT_macro_OTHER,False
lag_01__CT1__armor,0.00011165069736307487,0.00011165069736307487,CT1__armor,False
lag_01__T2__smoke,-0.00011055164941353723,0.00011055164941353723,T2__smoke,True
lag_01__T4__molly,-0.00010851540719158947,0.00010851540719158947,T4__molly,True
lag_01__T4__smoke,-0.00010784938785945997,0.00010784938785945997,T4__smoke,True
lag_02__T_place_TSPAWN,-0.00010761387966340408,0.00010761387966340408,T_place_TSPAWN,False
lag_01__T5__smoke,-0.00010687348549254239,0.00010687348549254239,T5__smoke,True
lag_01__T1__smoke,-0.00010580593516351655,0.00010580593516351655,T1__smoke,True
lag_01__CT5__Y,-0.00010325842595193535,0.00010325842595193535,CT5__Y,False
lag_01__CT1__Y,-0.00010257132089463994,0.00010257132089463994,CT1__Y,False
lag_01__T2__molly,-0.0001019304763758555,0.0001019304763758555,T2__molly,True
lag_01__CT4__Y,-0.0001009577390505001,0.0001009577390505001,CT4__Y,False
lag_00__CT_place_ARAMP,-9.897389099933207e-05,9.897389099933207e-05,CT_place_ARAMP,False
lag_01__T5__utility_total,-9.80124605121091e-05,9.80124605121091e-05,T5__utility_total,True
lag_01__CT3__Y,-9.726696589495987e-05,9.726696589495987e-05,CT3__Y,False
lag_01__CT2__Y,-9.72403067862615e-05,9.72403067862615e-05,CT2__Y,False
lag_01__T3__molly,-9.319583477918059e-05,9.319583477918059e-05,T3__molly,True
lag_00__T_place_BDOORS,-9.227637201547623e-05,9.227637201547623e-05,T_place_BDOORS,False
lag_01__CT_cash_spent_round_sum,9.204606612911448e-05,9.204606612911448e-05,CT_cash_spent_round_sum,False
lag_01__seconds_in_round,9.090636012842879e-05,9.090636012842879e-05,seconds_in_round,False
lag_02__utility_inv_diff,8.948714821599424e-05,8.948714821599424e-05,utility_inv_diff,True
lag_01__CT_helmet_count,8.865103882271796e-05,8.865103882271796e-05,CT_helmet_count,False
lag_01__money_diff,8.858346700435504e-05,8.858346700435504e-05,money_diff,False
lag_02__smoke_inv_diff,8.711804548511282e-05,8.711804548511282e-05,smoke_inv_diff,True
lag_01__T3__utility_total,-8.631154196336865e-05,8.631154196336865e-05,T3__utility_total,True
lag_01__T_equip_value_sum,-8.247474761446938e-05,8.247474761446938e-05,T_equip_value_sum,False
lag_02__T_round_start_equip_sum,-7.955213368404657e-05,7.955213368404657e-05,T_round_start_equip_sum,False
lag_01__CT_flash_inv,7.907523831818253e-05,7.907523831818253e-05,CT_flash_inv,True
lag_01__CT_utility_inv,7.869374530855566e-05,7.869374530855566e-05,CT_utility_inv,True
lag_02__armor_diff,7.694445957895368e-05,7.694445957895368e-05,armor_diff,False
lag_02__molly_inv_diff,7.573780021630228e-05,7.573780021630228e-05,molly_inv_diff,True
lag_01__T3__smoke,-7.466346869478002e-05,7.466346869478002e-05,T3__smoke,True
lag_01__T_macro_OTHER,-7.36397851142101e-05,7.36397851142101e-05,T_macro_OTHER,False
lag_01__round_num,7.186870789155364e-05,7.186870789155364e-05,round_num,False
lag_02__T2__has_bomb,-7.119902147678658e-05,7.119902147678658e-05,T2__has_bomb,False
lag_02__equip_diff,7.106736302375793e-05,7.106736302375793e-05,equip_diff,False
lag_00__T4__flash,-7.089950668159872e-05,7.089950668159872e-05,T4__flash,True
lag_01__CT_smoke_inv,7.03533660271205e-05,7.03533660271205e-05,CT_smoke_inv,True
lag_01__CT_defuser_count,7.019940676400438e-05,7.019940676400438e-05,CT_defuser_count,False
lag_01__T_unique_places,7.004861981840804e-05,7.004861981840804e-05,T_unique_places,False
lag_02__CT_armor_sum,6.989330722717568e-05,6.989330722717568e-05,CT_armor_sum,False
lag_01__T4__flash,-6.960849714232609e-05,6.960849714232609e-05,T4__flash,True
lag_01__T_helmet_count,-6.945202039787546e-05,6.945202039787546e-05,T_helmet_count,False
lag_01__spread_diff,6.832455255789682e-05,6.832455255789682e-05,spread_diff,False
lag_02__T_closest_enemy_dist,-6.740856770193204e-05,6.740856770193204e-05,T_closest_enemy_dist,False
lag_01__CT1__has_helmet,6.694863259326667e-05,6.694863259326667e-05,CT1__has_helmet,False
lag_01__T_hp_sum,-6.655690958723426e-05,6.655690958723426e-05,T_hp_sum,False
lag_01__CT_walking_count,6.629263225477189e-05,6.629263225477189e-05,CT_walking_count,False
lag_01__CT4__has_helmet,6.489233783213422e-05,6.489233783213422e-05,CT4__has_helmet,False
lag_01__CT5__has_helmet,6.447119085351005e-05,6.447119085351005e-05,CT5__has_helmet,False
lag_01__active_smokes_total,6.435482646338642e-05,6.435482646338642e-05,active_smokes_total,True
lag_01__CT2__has_helmet,6.42773084109649e-05,6.42773084109649e-05,CT2__has_helmet,False
lag_01__CT3__has_helmet,6.252414459595457e-05,6.252414459595457e-05,CT3__has_helmet,False
lag_02__T1__utility_total,-6.135442527011037e-05,6.135442527011037e-05,T1__utility_total,True
lag_02__CT_unique_places,6.123077764641494e-05,6.123077764641494e-05,CT_unique_places,False
lag_01__CT4__utility_total,6.088724694564007e-05,6.088724694564007e-05,CT4__utility_total,True
lag_01__CT1__utility_total,6.074238262954168e-05,6.074238262954168e-05,CT1__utility_total,True
lag_02__flash_inv_diff,6.067912181606516e-05,6.067912181606516e-05,flash_inv_diff,True
lag_01__CT2__utility_total,6.034364196239039e-05,6.034364196239039e-05,CT2__utility_total,True
lag_01__T2__X,6.014963946654461e-05,6.014963946654461e-05,T2__X,False
lag_01__T_cash_spent_round_sum,6.013230813550763e-05,6.013230813550763e-05,T_cash_spent_round_sum,False
lag_02__T_smoke_inv,-5.970211714156903e-05,5.970211714156903e-05,T_smoke_inv,True
lag_02__T_molly_inv,-5.965134550933726e-05,5.965134550933726e-05,T_molly_inv,True
lag_01__CT_round_start_equip_sum,5.923735807300545e-05,5.923735807300545e-05,CT_round_start_equip_sum,False
lag_01__CT5__utility_total,5.887907900614664e-05,5.887907900614664e-05,CT5__utility_total,True
lag_01__CT3__utility_total,5.842990503879264e-05,5.842990503879264e-05,CT3__utility_total,True
lag_01__CT_active_smokes,5.781607615062967e-05,5.781607615062967e-05,CT_active_smokes,True
lag_15__T_place_OUTSIDETUNNEL,5.644782504532486e-05,5.644782504532486e-05,T_place_OUTSIDETUNNEL,False
lag_01__T_alive,-5.641273673973046e-05,5.641273673973046e-05,T_alive,False
lag_01__closest_enemy_dist_diff,5.578445052378811e-05,5.578445052378811e-05,closest_enemy_dist_diff,False
lag_02__T_utility_inv,-5.573999442276545e-05,5.573999442276545e-05,T_utility_inv,True
lag_01__T1__armor,-5.5535099818371236e-05,5.5535099818371236e-05,T1__armor,False
lag_02__centroid_distance_xy,-5.548699846258387e-05,5.548699846258387e-05,centroid_distance_xy,False
lag_02__T_money_sum,-5.546224201680161e-05,5.546224201680161e-05,T_money_sum,False
lag_00__T_place_HOLE,-5.5300206440733746e-05,5.5300206440733746e-05,T_place_HOLE,False
lag_01__CT_molly_inv,5.516646706382744e-05,5.516646706382744e-05,CT_molly_inv,True
lag_02__T_start_balance_sum,-5.499447797774337e-05,5.499447797774337e-05,T_start_balance_sum,False
lag_01__CT2__duck_amount,5.43319656571839e-05,5.43319656571839e-05,CT2__duck_amount,False
lag_02__CT_closest_enemy_dist,-5.417935972218402e-05,5.417935972218402e-05,CT_closest_enemy_dist,False
lag_01__T3__armor,-5.399562360253185e-05,5.399562360253185e-05,T3__armor,False
lag_11__CT_place_ARAMP,-5.361867442843504e-05,5.361867442843504e-05,CT_place_ARAMP,False
lag_01__T1__has_helmet,-5.342662916518748e-05,5.342662916518748e-05,T1__has_helmet,False
lag_01__T4__has_helmet,-5.305020386003889e-05,5.305020386003889e-05,T4__has_helmet,False
lag_01__T2__has_helmet,-5.2878363931085914e-05,5.2878363931085914e-05,T2__has_helmet,False
lag_15__T_place_MIDDOORS,-5.277734453557059e-05,5.277734453557059e-05,T_place_MIDDOORS,False
lag_01__T5__has_helmet,-5.2716783102368936e-05,5.2716783102368936e-05,T5__has_helmet,False
lag_01__CT_macro_B,5.254102507024072e-05,5.254102507024072e-05,CT_macro_B,False
lag_01__CT_place_BOMBSITEB,5.254102507024072e-05,5.254102507024072e-05,CT_place_BOMBSITEB,False
lag_01__T3__has_helmet,-5.244373460300267e-05,5.244373460300267e-05,T3__has_helmet,False
lag_01__T_armor_sum,-5.2161598432576284e-05,5.2161598432576284e-05,T_armor_sum,False
lag_01__CT_macro_A,5.1750241254922e-05,5.1750241254922e-05,CT_macro_A,False
lag_01__CT_place_BOMBSITEA,5.1750241254922e-05,5.1750241254922e-05,CT_place_BOMBSITEA,False
lag_01__CT1__flash,5.083117139292881e-05,5.083117139292881e-05,CT1__flash,True
lag_01__CT4__flash,5.073302236269228e-05,5.073302236269228e-05,CT4__flash,True
lag_02__T1__flash,-5.0203347200294957e-05,5.0203347200294957e-05,T1__flash,True
lag_01__CT_hp_sum,-4.981302845408209e-05,4.981302845408209e-05,CT_hp_sum,False
lag_01__CT2__is_walking,4.9786824092734605e-05,4.9786824092734605e-05,CT2__is_walking,False
lag_02__CT_spread_xy,4.9763533752411604e-05,4.9763533752411604e-05,CT_spread_xy,False
lag_01__CT2__flash,4.954240648658015e-05,4.954240648658015e-05,CT2__flash,True
lag_02__T_place_BDOORS,-4.950288712279871e-05,4.950288712279871e-05,T_place_BDOORS,False
lag_02__CT_equip_value_sum,4.947912020725198e-05,4.947912020725198e-05,CT_equip_value_sum,False
