feature,coefficient,abs_coefficient,base_feature,is_utility,utility_family
lag_13__CT_place_SHOP,0.0010859029134735465,0.0010859029134735465,CT_place_SHOP,False,non_utility
lag_13__CT_place_SIDEALLEY,0.0010698845144361258,0.0010698845144361258,CT_place_SIDEALLEY,False,non_utility
lag_14__CT_place_SHOP,0.0010477291652932763,0.0010477291652932763,CT_place_SHOP,False,non_utility
lag_09__T_place_JUNGLE,-0.0009792826604098082,0.0009792826604098082,T_place_JUNGLE,False,non_utility
lag_11__T_place_JUNGLE,-0.0009158582543022931,0.0009158582543022931,T_place_JUNGLE,False,non_utility
lag_13__CT_place_UNDERPASS,-0.0008968859328888357,0.0008968859328888357,CT_place_UNDERPASS,False,non_utility
lag_12__CT_place_SHOP,0.0008887932635843754,0.0008887932635843754,CT_place_SHOP,False,non_utility
lag_05__T_place_JUNGLE,-0.0008486813167110085,0.0008486813167110085,T_place_JUNGLE,False,non_utility
lag_12__T_place_JUNGLE,-0.0008479033131152391,0.0008479033131152391,T_place_JUNGLE,False,non_utility
lag_08__T_place_JUNGLE,-0.0008477263618260622,0.0008477263618260622,T_place_JUNGLE,False,non_utility
lag_14__CT_place_UNDERPASS,-0.0008388528367504478,0.0008388528367504478,CT_place_UNDERPASS,False,non_utility
lag_02__T_place_JUNGLE,-0.0008386747795157135,0.0008386747795157135,T_place_JUNGLE,False,non_utility
lag_06__CT_place_PALACEALLEY,-0.000827428069896996,0.000827428069896996,CT_place_PALACEALLEY,False,non_utility
lag_10__T_place_JUNGLE,-0.0008000606903806329,0.0008000606903806329,T_place_JUNGLE,False,non_utility
lag_13__T5__is_scoped,-0.0007791490061208606,0.0007791490061208606,T5__is_scoped,False,non_utility
lag_13__CT_place_TSPAWN,-0.0007630696054548025,0.0007630696054548025,CT_place_TSPAWN,False,non_utility
lag_15__CT_place_UNDERPASS,-0.0007504699169658124,0.0007504699169658124,CT_place_UNDERPASS,False,non_utility
lag_04__T_place_JUNGLE,-0.0007205834263004363,0.0007205834263004363,T_place_JUNGLE,False,non_utility
lag_00__CT_shots_fired_sum,0.0007062781951390207,0.0007062781951390207,CT_shots_fired_sum,False,inferno_molotov
lag_00__CT_place_CTSPAWN,0.0006902433233335614,0.0006902433233335614,CT_place_CTSPAWN,False,non_utility
lag_08__CT_place_PALACEALLEY,-0.0006885228794999421,0.0006885228794999421,CT_place_PALACEALLEY,False,non_utility
lag_07__CT_place_PALACEALLEY,-0.0006842959555797279,0.0006842959555797279,CT_place_PALACEALLEY,False,non_utility
lag_06__T_place_JUNGLE,-0.000680530269164592,0.000680530269164592,T_place_JUNGLE,False,non_utility
lag_00__T_place_JUNGLE,-0.0006719683879055083,0.0006719683879055083,T_place_JUNGLE,False,non_utility
lag_11__CT4__is_scoped,-0.0006632382282987237,0.0006632382282987237,CT4__is_scoped,False,non_utility
lag_12__CT_place_PALACEALLEY,-0.0006587787065654993,0.0006587787065654993,CT_place_PALACEALLEY,False,non_utility
lag_00__CT_place_PALACEALLEY,-0.0006547336815856397,0.0006547336815856397,CT_place_PALACEALLEY,False,non_utility
lag_03__T_place_JUNGLE,-0.0006541023030877113,0.0006541023030877113,T_place_JUNGLE,False,non_utility
lag_13__CT_place_PALACEALLEY,-0.0006397960241883993,0.0006397960241883993,CT_place_PALACEALLEY,False,non_utility
lag_09__CT_place_SIDEALLEY,-0.0006331858457997441,0.0006331858457997441,CT_place_SIDEALLEY,False,non_utility
lag_10__CT_place_UNDERPASS,-0.0006208295817486942,0.0006208295817486942,CT_place_UNDERPASS,False,non_utility
lag_07__T_place_JUNGLE,-0.0006176735041663051,0.0006176735041663051,T_place_JUNGLE,False,non_utility
lag_02__CT_place_PALACEALLEY,-0.0006121328333392739,0.0006121328333392739,CT_place_PALACEALLEY,False,non_utility
lag_05__CT_place_PALACEALLEY,-0.0005927150486968458,0.0005927150486968458,CT_place_PALACEALLEY,False,non_utility
lag_09__T_flashed_players,-0.0005759178893640637,0.0005759178893640637,T_flashed_players,False,flash
lag_02__T_place_PALACEINTERIOR,-0.0005741415661759675,0.0005741415661759675,T_place_PALACEINTERIOR,False,non_utility
lag_15__CT_place_PALACEALLEY,-0.0005624569021165371,0.0005624569021165371,CT_place_PALACEALLEY,False,non_utility
lag_05__CT_place_SNIPERSNEST,0.0005505717708729208,0.0005505717708729208,CT_place_SNIPERSNEST,False,non_utility
lag_04__CT_place_PALACEALLEY,-0.0005500500556081533,0.0005500500556081533,CT_place_PALACEALLEY,False,non_utility
lag_01__CT_place_PALACEALLEY,-0.000537741172593087,0.000537741172593087,CT_place_PALACEALLEY,False,non_utility
lag_13__T_place_JUNGLE,-0.0005362076917663217,0.0005362076917663217,T_place_JUNGLE,False,non_utility
lag_14__CT_place_PALACEALLEY,-0.0005319967749528587,0.0005319967749528587,CT_place_PALACEALLEY,False,non_utility
lag_00__CT3__shots_fired,0.0005309910629875958,0.0005309910629875958,CT3__shots_fired,False,inferno_molotov
lag_01__CT_place_UNDERPASS,-0.000526665011420846,0.000526665011420846,CT_place_UNDERPASS,False,non_utility
lag_15__T_place_PALACEINTERIOR,-0.0005241138860583305,0.0005241138860583305,T_place_PALACEINTERIOR,False,non_utility
lag_15__T5__is_scoped,-0.0005223689367994666,0.0005223689367994666,T5__is_scoped,False,non_utility
lag_03__T5__is_scoped,-0.0005202231113798916,0.0005202231113798916,T5__is_scoped,False,non_utility
lag_06__CT_shots_fired_sum,0.0005194816621951759,0.0005194816621951759,CT_shots_fired_sum,False,inferno_molotov
lag_03__CT_place_PALACEALLEY,-0.0005088894977234304,0.0005088894977234304,CT_place_PALACEALLEY,False,non_utility
lag_00__kill_diff_last_3s,0.0004978543147444725,0.0004978543147444725,kill_diff_last_3s,False,non_utility
lag_14__T_place_SCAFFOLDING,-0.0004973203758709133,0.0004973203758709133,T_place_SCAFFOLDING,False,non_utility
lag_09__CT_place_JUNGLE,0.0004924435634166002,0.0004924435634166002,CT_place_JUNGLE,False,non_utility
lag_12__CT4__is_scoped,-0.00048581455484963953,0.00048581455484963953,CT4__is_scoped,False,non_utility
lag_00__CT_macro_OTHER,0.0004816664441023022,0.0004816664441023022,CT_macro_OTHER,False,non_utility
lag_06__CT3__shots_fired,0.0004799777234438807,0.0004799777234438807,CT3__shots_fired,False,inferno_molotov
lag_15__T_place_SCAFFOLDING,-0.0004756431735586375,0.0004756431735586375,T_place_SCAFFOLDING,False,non_utility
lag_01__T_place_JUNGLE,-0.00046705763088539243,0.00046705763088539243,T_place_JUNGLE,False,non_utility
lag_05__CT3__flash_duration,-0.00046160825877450407,0.00046160825877450407,CT3__flash_duration,True,flash
lag_12__CT3__duck_amount,-0.0004611479816958308,0.0004611479816958308,CT3__duck_amount,False,non_utility
lag_10__CT_place_SIDEALLEY,-0.0004594098136294633,0.0004594098136294633,CT_place_SIDEALLEY,False,non_utility
lag_09__T_flash_duration_sum,-0.00045564546599052846,0.00045564546599052846,T_flash_duration_sum,True,flash
lag_07__CT_shots_fired_sum,-0.00045350234722718596,0.00045350234722718596,CT_shots_fired_sum,False,inferno_molotov
lag_11__CT_place_UNDERPASS,-0.0004516307089943439,0.0004516307089943439,CT_place_UNDERPASS,False,non_utility
lag_05__T5__is_scoped,0.0004488998674787581,0.0004488998674787581,T5__is_scoped,False,non_utility
lag_11__CT_place_PALACEALLEY,-0.00044865402742289007,0.00044865402742289007,CT_place_PALACEALLEY,False,non_utility
lag_14__CT_place_TSPAWN,-0.0004484147939365357,0.0004484147939365357,CT_place_TSPAWN,False,non_utility
lag_13__T_scoped_count,-0.0004476307949516922,0.0004476307949516922,T_scoped_count,False,non_utility
lag_07__T_A_site_active_infernos,-0.00044650750351138413,0.00044650750351138413,T_A_site_active_infernos,True,inferno_molotov
lag_12__CT_place_UNDERPASS,-0.00044558130321092904,0.00044558130321092904,CT_place_UNDERPASS,False,non_utility
lag_15__CT_place_TRUCK,-0.00044514177716337144,0.00044514177716337144,CT_place_TRUCK,False,non_utility
lag_11__CT_place_SIDEALLEY,-0.0004448951513040811,0.0004448951513040811,CT_place_SIDEALLEY,False,non_utility
lag_00__CT1__alive,0.00044303707545623183,0.00044303707545623183,CT1__alive,False,non_utility
lag_09__CT_place_PALACEALLEY,-0.00044076514313928783,0.00044076514313928783,CT_place_PALACEALLEY,False,non_utility
lag_00__CT_place_TRUCK,0.00043731293408200145,0.00043731293408200145,CT_place_TRUCK,False,non_utility
lag_00__CT1__hp,0.0004369078087620437,0.0004369078087620437,CT1__hp,False,non_utility
lag_10__CT_place_PALACEALLEY,-0.00043587179970927536,0.00043587179970927536,CT_place_PALACEALLEY,False,non_utility
lag_02__CT_place_LADDER,-0.0004337613354437053,0.0004337613354437053,CT_place_LADDER,False,non_utility
lag_14__T5__is_scoped,-0.0004320026491768658,0.0004320026491768658,T5__is_scoped,False,non_utility
lag_08__T4__flash_duration,-0.0004319020954426378,0.0004319020954426378,T4__flash_duration,True,flash
lag_10__CT3__flash_duration,-0.00042665572254918516,0.00042665572254918516,CT3__flash_duration,True,flash
lag_01__T_shots_fired_sum,-0.00042144142207689583,0.00042144142207689583,T_shots_fired_sum,False,inferno_molotov
lag_08__T_place_PALACEINTERIOR,-0.00041859105112962425,0.00041859105112962425,T_place_PALACEINTERIOR,False,non_utility
lag_07__T_place_PALACEINTERIOR,-0.00041701231384649873,0.00041701231384649873,T_place_PALACEINTERIOR,False,non_utility
lag_08__CT_shots_fired_sum,-0.0004147870640736073,0.0004147870640736073,CT_shots_fired_sum,False,inferno_molotov
lag_04__T_place_PALACEALLEY,0.00041296074050478637,0.00041296074050478637,T_place_PALACEALLEY,False,non_utility
lag_09__T4__flash_duration,-0.0004114409675821662,0.0004114409675821662,T4__flash_duration,True,flash
lag_00__CT1__armor,0.00041012102155946195,0.00041012102155946195,CT1__armor,False,non_utility
lag_07__T4__is_walking,0.00040916126454249024,0.00040916126454249024,T4__is_walking,False,non_utility
lag_05__CT_A_site_active_infernos,0.00040875724516808987,0.00040875724516808987,CT_A_site_active_infernos,True,inferno_molotov
lag_15__CT_place_SHOP,0.0004081522929482162,0.0004081522929482162,CT_place_SHOP,False,non_utility
lag_12__T5__is_scoped,-0.0004066247493028641,0.0004066247493028641,T5__is_scoped,False,non_utility
lag_01__CT3__flash_duration,0.0004066237306687981,0.0004066237306687981,CT3__flash_duration,True,flash
lag_14__T_place_JUNGLE,-0.00040147133404389024,0.00040147133404389024,T_place_JUNGLE,False,non_utility
lag_01__T_place_PALACEINTERIOR,-0.00039902463322505355,0.00039902463322505355,T_place_PALACEINTERIOR,False,non_utility
lag_05__T_place_PALACEALLEY,0.0003988306561950594,0.0003988306561950594,T_place_PALACEALLEY,False,non_utility
lag_00__CT_A_site_active_infernos,0.00039724636008031666,0.00039724636008031666,CT_A_site_active_infernos,True,inferno_molotov
lag_00__T_shots_fired_sum,-0.0003971180412918329,0.0003971180412918329,T_shots_fired_sum,False,inferno_molotov
lag_15__T2__flash_duration,0.0003962301998399198,0.0003962301998399198,T2__flash_duration,True,flash
lag_03__CT3__flash_duration,-0.0003956641594413668,0.0003956641594413668,CT3__flash_duration,True,flash
lag_00__CT1__has_defuser,0.0003929956001229584,0.0003929956001229584,CT1__has_defuser,False,non_utility
lag_00__T_kills_last_3s,-0.0003923263866454363,0.0003923263866454363,T_kills_last_3s,False,non_utility
lag_15__T_place_JUNGLE,-0.000390085915569216,0.000390085915569216,T_place_JUNGLE,False,non_utility
lag_00__T_molly_inv,0.0003880180593114346,0.0003880180593114346,T_molly_inv,True,non_utility
lag_00__CT_place_STAIRS,0.0003849696659017354,0.0003849696659017354,CT_place_STAIRS,False,non_utility
lag_00__T_place_SIDEALLEY,0.00038395708543248475,0.00038395708543248475,T_place_SIDEALLEY,False,non_utility
lag_13__CT_place_MIDDLE,0.00038389532710425556,0.00038389532710425556,CT_place_MIDDLE,False,non_utility
lag_05__T2__duck_amount,0.0003826423780992627,0.0003826423780992627,T2__duck_amount,False,non_utility
lag_00__CT_place_SIDEALLEY,-0.0003798789402935654,0.0003798789402935654,CT_place_SIDEALLEY,False,non_utility
lag_15__T_place_STAIRS,-0.00037987291580066085,0.00037987291580066085,T_place_STAIRS,False,non_utility
lag_08__T5__is_scoped,-0.0003795540542341769,0.0003795540542341769,T5__is_scoped,False,non_utility
lag_04__CT_place_UNDERPASS,-0.0003791499766521156,0.0003791499766521156,CT_place_UNDERPASS,False,non_utility
lag_05__T5__flash_duration,0.00037841490120626986,0.00037841490120626986,T5__flash_duration,True,flash
lag_01__T5__flash_duration,0.000377693388145417,0.000377693388145417,T5__flash_duration,True,flash
lag_11__CT_scoped_count,-0.00037575841997750103,0.00037575841997750103,CT_scoped_count,False,non_utility
lag_10__CT4__is_walking,-0.0003753370838239789,0.0003753370838239789,CT4__is_walking,False,non_utility
lag_08__T_flash_duration_sum,-0.0003743819543160498,0.0003743819543160498,T_flash_duration_sum,True,flash
lag_13__T_place_PALACEINTERIOR,-0.0003732153563760221,0.0003732153563760221,T_place_PALACEINTERIOR,False,non_utility
lag_10__T5__is_scoped,-0.00037288214662112296,0.00037288214662112296,T5__is_scoped,False,non_utility
lag_12__T_place_PALACEINTERIOR,-0.0003724683774635196,0.0003724683774635196,T_place_PALACEINTERIOR,False,non_utility
lag_07__CT3__shots_fired,-0.00037132157012820244,0.00037132157012820244,CT3__shots_fired,False,inferno_molotov
lag_00__CT_burning_players,-0.0003702707472257316,0.0003702707472257316,CT_burning_players,False,non_utility
lag_09__CT3__flash_duration,-0.00036917070974595845,0.00036917070974595845,CT3__flash_duration,True,flash
lag_03__CT_place_STAIRS,-0.0003689559525810182,0.0003689559525810182,CT_place_STAIRS,False,non_utility
lag_04__CT_shots_fired_sum,0.00036874276702292264,0.00036874276702292264,CT_shots_fired_sum,False,inferno_molotov
lag_01__CT1__alive,0.0003679355722852051,0.0003679355722852051,CT1__alive,False,non_utility
lag_00__T4__has_bomb,0.0003672540478873998,0.0003672540478873998,T4__has_bomb,False,non_utility
lag_07__T2__is_walking,-0.0003642577212303877,0.0003642577212303877,T2__is_walking,False,non_utility
lag_08__CT_place_UNDERPASS,-0.0003617572074290365,0.0003617572074290365,CT_place_UNDERPASS,False,non_utility
lag_00__CT_utility_inv,0.0003604067605920136,0.0003604067605920136,CT_utility_inv,True,other_utility
lag_00__CT3__alive,0.00035960011882707477,0.00035960011882707477,CT3__alive,False,non_utility
lag_02__CT4__duck_amount,0.00035858029150404036,0.00035858029150404036,CT4__duck_amount,False,non_utility
lag_11__T_place_PALACEINTERIOR,-0.0003579777549020946,0.0003579777549020946,T_place_PALACEINTERIOR,False,non_utility
lag_00__bomb_planted,-0.0003578673058655113,0.0003578673058655113,bomb_planted,False,non_utility
lag_04__CT_place_SIDEALLEY,0.0003572453570086509,0.0003572453570086509,CT_place_SIDEALLEY,False,non_utility
lag_02__CT4__is_scoped,-0.00035701136221177876,0.00035701136221177876,CT4__is_scoped,False,non_utility
lag_01__CT1__hp,0.0003547776723280549,0.0003547776723280549,CT1__hp,False,non_utility
lag_00__CT3__hp,0.0003545479557942599,0.0003545479557942599,CT3__hp,False,non_utility
lag_00__T1__molly,0.00035393398138694465,0.00035393398138694465,T1__molly,True,non_utility
lag_06__CT_place_TRUCK,-0.0003538012970238924,0.0003538012970238924,CT_place_TRUCK,False,non_utility
lag_11__T_place_SCAFFOLDING,-0.0003535584546625614,0.0003535584546625614,T_place_SCAFFOLDING,False,non_utility
lag_12__CT5__duck_amount,0.00035252145607955754,0.00035252145607955754,CT5__duck_amount,False,non_utility
lag_12__T4__flash_duration,0.00035202488652430475,0.00035202488652430475,T4__flash_duration,True,flash
lag_08__CT4__duck_amount,0.0003508698719087988,0.0003508698719087988,CT4__duck_amount,False,non_utility
lag_00__T_place_SNIPERSNEST,-0.00035029894206672907,0.00035029894206672907,T_place_SNIPERSNEST,False,non_utility
lag_14__CT_place_SIDEALLEY,0.00034961957135237753,0.00034961957135237753,CT_place_SIDEALLEY,False,non_utility
lag_06__T_place_PALACEINTERIOR,-0.0003490832750685513,0.0003490832750685513,T_place_PALACEINTERIOR,False,non_utility
lag_03__T5__flash_duration,0.0003485892666503787,0.0003485892666503787,T5__flash_duration,True,flash
lag_10__CT_A_site_active_infernos,-0.0003476135607343167,0.0003476135607343167,CT_A_site_active_infernos,True,inferno_molotov
lag_04__T5__flash_duration,0.0003475556441117078,0.0003475556441117078,T5__flash_duration,True,flash
lag_00__CT_molly_inv,0.0003465611662250012,0.0003465611662250012,CT_molly_inv,True,non_utility
lag_05__CT_flashed_players,-0.0003458841238170862,0.0003458841238170862,CT_flashed_players,False,flash
lag_03__CT_shots_fired_sum,-0.0003458552237134427,0.0003458552237134427,CT_shots_fired_sum,False,inferno_molotov
lag_05__CT_place_JUNGLE,-0.0003446046612225473,0.0003446046612225473,CT_place_JUNGLE,False,non_utility
lag_04__CT_place_TSPAWN,-0.0003444317844696343,0.0003444317844696343,CT_place_TSPAWN,False,non_utility
lag_05__CT_place_STAIRS,0.00034441420575603843,0.00034441420575603843,CT_place_STAIRS,False,non_utility
lag_09__T5__is_scoped,-0.00034391763620078564,0.00034391763620078564,T5__is_scoped,False,non_utility
lag_10__T4__duck_amount,-0.0003430149517953396,0.0003430149517953396,T4__duck_amount,False,non_utility
lag_14__CT3__flash_duration,0.0003418542037252337,0.0003418542037252337,CT3__flash_duration,True,flash
lag_02__CT_burning_players,-0.00034063521889038384,0.00034063521889038384,CT_burning_players,False,non_utility
lag_00__CT3__armor,0.00033999336301349103,0.00033999336301349103,CT3__armor,False,non_utility
lag_02__T5__is_scoped,-0.00033958483254536986,0.00033958483254536986,T5__is_scoped,False,non_utility
lag_09__CT_place_UNDERPASS,-0.0003391425998415798,0.0003391425998415798,CT_place_UNDERPASS,False,non_utility
lag_05__CT_place_TRUCK,-0.0003391208010725677,0.0003391208010725677,CT_place_TRUCK,False,non_utility
lag_00__T4__utility_total,0.00033837283262982965,0.00033837283262982965,T4__utility_total,True,other_utility
lag_14__T_place_PALACEINTERIOR,-0.00033761237864382565,0.00033761237864382565,T_place_PALACEINTERIOR,False,non_utility
lag_14__CT4__is_scoped,-0.00033666365197859704,0.00033666365197859704,CT4__is_scoped,False,non_utility
lag_00__CT_place_JUNGLE,0.0003365763695910573,0.0003365763695910573,CT_place_JUNGLE,False,non_utility
lag_00__CT3__has_defuser,0.00033646097290329635,0.00033646097290329635,CT3__has_defuser,False,non_utility
lag_01__T_place_SIDEALLEY,0.0003361965937074274,0.0003361965937074274,T_place_SIDEALLEY,False,non_utility
lag_03__CT_burning_players,-0.00033565875492058694,0.00033565875492058694,CT_burning_players,False,non_utility
lag_00__T_utility_inv,0.00033389910822734237,0.00033389910822734237,T_utility_inv,True,other_utility
lag_05__CT1__alive,0.00033362075919285417,0.00033362075919285417,CT1__alive,False,non_utility
lag_02__CT1__alive,0.00033196399454027414,0.00033196399454027414,CT1__alive,False,non_utility
lag_05__CT_place_SHOP,-0.0003315111098345369,0.0003315111098345369,CT_place_SHOP,False,non_utility
lag_06__CT_place_SNIPERSNEST,0.00033117824932560325,0.00033117824932560325,CT_place_SNIPERSNEST,False,non_utility
lag_01__CT_place_STAIRS,0.00033113572862930596,0.00033113572862930596,CT_place_STAIRS,False,non_utility
lag_08__T_flashed_players,-0.00033067649928852916,0.00033067649928852916,T_flashed_players,False,flash
lag_15__CT4__is_scoped,-0.00032898239442147315,0.00032898239442147315,CT4__is_scoped,False,non_utility
lag_07__CT_place_UNDERPASS,-0.00032875288161449134,0.00032875288161449134,CT_place_UNDERPASS,False,non_utility
lag_02__T_place_PALACEALLEY,0.0003286150749772787,0.0003286150749772787,T_place_PALACEALLEY,False,non_utility
lag_00__CT3__smoke,0.0003281993558630347,0.0003281993558630347,CT3__smoke,True,smoke
lag_00__CT_flash_inv,0.00032779903267510235,0.00032779903267510235,CT_flash_inv,True,flash
lag_04__CT_place_SNIPERSNEST,0.00032766174990683794,0.00032766174990683794,CT_place_SNIPERSNEST,False,non_utility
lag_06__CT3__flash_duration,-0.00032649494823999703,0.00032649494823999703,CT3__flash_duration,True,flash
lag_00__T_place_TSPAWN,0.00032627806649543345,0.00032627806649543345,T_place_TSPAWN,False,non_utility
lag_01__T1__shots_fired,-0.000325892586261034,0.000325892586261034,T1__shots_fired,False,inferno_molotov
lag_01__CT1__armor,0.0003248150460422039,0.0003248150460422039,CT1__armor,False,non_utility
lag_00__T4__molly,0.00032293086405843496,0.00032293086405843496,T4__molly,True,non_utility
lag_13__CT4__is_scoped,-0.0003211077710147947,0.0003211077710147947,CT4__is_scoped,False,non_utility
lag_10__CT_place_MIDDLE,0.00031920705805532634,0.00031920705805532634,CT_place_MIDDLE,False,non_utility
lag_00__T_damage_last_5s,-0.00031850498635321856,0.00031850498635321856,T_damage_last_5s,False,non_utility
lag_09__T3__flash_duration,-0.00031848327489569783,0.00031848327489569783,T3__flash_duration,True,flash
lag_00__CT3__utility_total,0.00031755835516378284,0.00031755835516378284,CT3__utility_total,True,other_utility
lag_06__T5__duck_amount,0.00031752095674164593,0.00031752095674164593,T5__duck_amount,False,non_utility
lag_03__T4__duck_amount,-0.00031750655034556985,0.00031750655034556985,T4__duck_amount,False,non_utility
lag_05__CT1__hp,0.0003171089629177004,0.0003171089629177004,CT1__hp,False,non_utility
lag_00__T1__shots_fired,-0.0003165706293657422,0.0003165706293657422,T1__shots_fired,False,inferno_molotov
lag_07__CT3__flash_duration,-0.00031644178670831025,0.00031644178670831025,CT3__flash_duration,True,flash
lag_01__CT4__duck_amount,0.00031601497903466225,0.00031601497903466225,CT4__duck_amount,False,non_utility
lag_02__CT1__hp,0.0003154037403874099,0.0003154037403874099,CT1__hp,False,non_utility
lag_00__CT_closest_enemy_dist,0.00031411030795425177,0.00031411030795425177,CT_closest_enemy_dist,False,non_utility
lag_00__CT_place_UNDERPASS,-0.0003139948530588299,0.0003139948530588299,CT_place_UNDERPASS,False,non_utility
lag_15__T2__duck_amount,0.0003139846376143396,0.0003139846376143396,T2__duck_amount,False,non_utility
lag_10__T_place_PALACEINTERIOR,-0.0003118088352493942,0.0003118088352493942,T_place_PALACEINTERIOR,False,non_utility
lag_00__damage_diff_last_5s,0.00031081499764695764,0.00031081499764695764,damage_diff_last_5s,False,non_utility
lag_05__CT_place_TSPAWN,-0.000310286704916507,0.000310286704916507,CT_place_TSPAWN,False,non_utility
lag_04__CT_place_TRUCK,-0.0003098436864092946,0.0003098436864092946,CT_place_TRUCK,False,non_utility
lag_13__T2__flash_duration,0.0003084516210947186,0.0003084516210947186,T2__flash_duration,True,flash
lag_10__CT1__alive,0.0003083718765992671,0.0003083718765992671,CT1__alive,False,non_utility
lag_04__CT_A_site_active_infernos,0.00030751508893445134,0.00030751508893445134,CT_A_site_active_infernos,True,inferno_molotov
lag_01__T_place_PALACEALLEY,0.0003068837395403534,0.0003068837395403534,T_place_PALACEALLEY,False,non_utility
lag_00__CT_alive,0.0003060557064600289,0.0003060557064600289,CT_alive,False,non_utility
lag_10__CT_shots_fired_sum,-0.00030598868033848703,0.00030598868033848703,CT_shots_fired_sum,False,inferno_molotov
lag_01__CT_burning_players,-0.0003053845139220357,0.0003053845139220357,CT_burning_players,False,non_utility
lag_00__CT_hp_sum,0.0003052999672945589,0.0003052999672945589,CT_hp_sum,False,non_utility
lag_08__CT1__alive,0.0003038846480194479,0.0003038846480194479,CT1__alive,False,non_utility
lag_11__CT1__alive,0.00030350839369930327,0.00030350839369930327,CT1__alive,False,non_utility
lag_12__CT_place_SNIPERSNEST,-0.00030275454628281295,0.00030275454628281295,CT_place_SNIPERSNEST,False,non_utility
lag_09__CT_place_LADDER,-0.000302722881315276,0.000302722881315276,CT_place_LADDER,False,non_utility
lag_03__CT4__is_scoped,-0.0003016240370925516,0.0003016240370925516,CT4__is_scoped,False,non_utility
lag_11__CT_place_SNIPERSNEST,0.0003005537437275052,0.0003005537437275052,CT_place_SNIPERSNEST,False,non_utility
lag_05__T_scoped_count,0.00030035292729735374,0.00030035292729735374,T_scoped_count,False,non_utility
lag_02__T5__flash_duration,0.00029747019289061427,0.00029747019289061427,T5__flash_duration,True,flash
lag_10__CT_active_infernos,-0.0002970034256577492,0.0002970034256577492,CT_active_infernos,True,inferno_molotov
lag_04__T2__alive,0.00029639259446412325,0.00029639259446412325,T2__alive,False,non_utility
lag_02__T4__duck_amount,-0.0002946574240922928,0.0002946574240922928,T4__duck_amount,False,non_utility
lag_08__CT3__duck_amount,-0.00029377848841249943,0.00029377848841249943,CT3__duck_amount,False,non_utility
lag_03__T_place_BOMBSITEA,-0.0002930668124463409,0.0002930668124463409,T_place_BOMBSITEA,False,non_utility
lag_03__T_macro_A,-0.0002930668124463409,0.0002930668124463409,T_macro_A,False,non_utility
lag_10__CT1__hp,0.00029289640951901674,0.00029289640951901674,CT1__hp,False,non_utility
lag_10__T_flash_duration_sum,-0.0002925709413830191,0.0002925709413830191,T_flash_duration_sum,True,flash
lag_03__round_num,-0.000292510143481195,0.000292510143481195,round_num,False,non_utility
lag_00__T5__flash_duration,0.00029223767342045903,0.00029223767342045903,T5__flash_duration,True,flash
lag_00__CT1__utility_total,0.0002918316749855876,0.0002918316749855876,CT1__utility_total,True,other_utility
lag_07__T_active_infernos,-0.00029140186961740255,0.00029140186961740255,T_active_infernos,True,inferno_molotov
lag_03__T_place_SNIPERSNEST,-0.00029075457132421434,0.00029075457132421434,T_place_SNIPERSNEST,False,non_utility
lag_15__round_num,-0.00029045328847132623,0.00029045328847132623,round_num,False,non_utility
lag_08__CT1__hp,0.0002895494399126619,0.0002895494399126619,CT1__hp,False,non_utility
lag_14__T2__flash_duration,0.00028924617799930274,0.00028924617799930274,T2__flash_duration,True,flash
lag_04__CT4__is_scoped,-0.00028871255926787853,0.00028871255926787853,CT4__is_scoped,False,non_utility
lag_04__T_place_SIDEALLEY,-0.00028845755150541663,0.00028845755150541663,T_place_SIDEALLEY,False,non_utility
lag_13__CT_place_SNIPERSNEST,-0.00028832140378654003,0.00028832140378654003,CT_place_SNIPERSNEST,False,non_utility
lag_11__CT1__hp,0.00028779535205103457,0.00028779535205103457,CT1__hp,False,non_utility
lag_15__CT_place_MIDDLE,0.0002873433113563806,0.0002873433113563806,CT_place_MIDDLE,False,non_utility
lag_07__CT_A_site_active_smokes,-0.00028718216344714165,0.00028718216344714165,CT_A_site_active_smokes,True,smoke
lag_15__CT_A_site_active_infernos,-0.0002870806201826781,0.0002870806201826781,CT_A_site_active_infernos,True,inferno_molotov
lag_00__T_bomb_carrier_alive,0.00028695332002826035,0.00028695332002826035,T_bomb_carrier_alive,False,non_utility
lag_00__T4__flash,0.00028655852656811476,0.00028655852656811476,T4__flash,True,flash
lag_05__CT1__armor,0.00028555886819958687,0.00028555886819958687,CT1__armor,False,non_utility
lag_15__T_scoped_count,-0.0002853531332220882,0.0002853531332220882,T_scoped_count,False,non_utility
lag_02__CT1__armor,0.0002838856016751379,0.0002838856016751379,CT1__armor,False,non_utility
lag_03__T_scoped_count,-0.0002838431973941624,0.0002838431973941624,T_scoped_count,False,non_utility
lag_04__round_num,-0.00028365341131575406,0.00028365341131575406,round_num,False,non_utility
lag_07__CT1__alive,0.0002833613834809512,0.0002833613834809512,CT1__alive,False,non_utility
lag_02__round_num,-0.00028259376995265484,0.00028259376995265484,round_num,False,non_utility
lag_05__T_place_PALACEINTERIOR,-0.0002814915787894279,0.0002814915787894279,T_place_PALACEINTERIOR,False,non_utility
lag_05__CT_active_infernos,0.0002813573810271919,0.0002813573810271919,CT_active_infernos,True,inferno_molotov
lag_05__round_num,-0.00028091127751395106,0.00028091127751395106,round_num,False,non_utility
lag_00__centroid_distance_xy,0.000280777778243646,0.000280777778243646,centroid_distance_xy,False,non_utility
